Rk,Tkl-Tack,TklW-Tack,Def3rd-Tack,Mid3rd-Tack,Att3rd-Tack,Tkl-Chal,Att-Chal,Tkl%-Chal,Lost-Chal,Blocks-Bloc,Sh-Tack-Bloc,Pass-Tack-Bloc,Int,Tkl+Int,Clr,Err
2109,0,0,0,0,0,0,1,0,1,0,0,0,1,1,9,5
2110,31,17,23,8,0,21,29,72.4,8,33,17,16,22,53,86,0
2111,24,11,4,19,1,8,14,57.1,6,16,4,12,9,33,11,0
2112,14,5,6,7,1,7,23,30.4,16,7,0,7,3,17,5,0
2113,12,9,4,7,1,4,8,50,4,8,2,6,4,16,6,0
2114,21,9,16,5,0,16,29,55.2,13,29,18,11,39,60,106,0
2115,28,13,15,7,6,8,18,44.4,10,13,5,8,9,37,16,0
2116,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2117,15,11,6,7,2,5,21,23.8,16,12,1,11,4,19,5,0
2118,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0
2119,54,25,24,25,5,24,57,42.1,33,37,9,28,24,78,18,0
2120,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2121,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
2122,5,4,1,1,3,2,3,66.7,1,6,0,6,2,7,8,0
2123,2,2,0,1,1,0,1,0,1,0,0,0,0,2,6,0
2124,9,4,5,3,1,3,8,37.5,5,5,1,4,2,11,3,0
2125,14,8,9,5,0,5,7,71.4,2,3,2,1,1,15,11,0
2126,1,1,0,1,0,0,0,,0,0,0,0,1,2,1,1
2127,2,0,0,0,2,0,2,0,2,1,0,1,0,2,0,0
2128,1,1,1,0,0,0,1,0,1,1,0,1,1,2,14,1
2129,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0
2130,58,29,38,19,1,32,51,62.7,19,37,23,14,50,108,132,1
2131,79,45,52,21,6,42,73,57.5,31,22,7,15,48,127,74,0
2132,28,15,15,11,2,17,28,60.7,11,18,7,11,10,38,38,0
2133,28,16,13,11,4,14,29,48.3,15,12,3,9,22,50,23,0
2134,11,6,0,7,4,2,18,11.1,16,24,3,21,7,18,23,0
2135,4,1,4,0,0,1,2,50,1,0,0,0,0,4,1,0
2136,51,35,37,12,2,25,38,65.8,13,30,11,19,44,95,154,1
2137,32,14,14,8,10,10,24,41.7,14,33,4,29,6,38,12,1
2138,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2139,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2140,22,12,18,4,0,11,14,78.6,3,19,16,3,34,56,86,1
2141,7,4,1,4,2,3,8,37.5,5,10,2,8,4,11,2,0
2142,25,11,18,6,1,15,27,55.6,12,18,3,15,17,42,52,0
2143,18,14,6,9,3,7,20,35,13,9,1,8,4,22,9,0
2144,48,30,17,20,11,21,40,52.5,19,32,3,29,25,73,38,0
2145,18,11,10,5,3,4,17,23.5,13,8,1,7,10,28,1,0
2146,2,0,1,1,0,1,4,25,3,2,0,2,1,3,3,0
2147,13,9,5,7,1,6,28,21.4,22,11,0,11,13,26,16,0
2148,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2149,24,12,8,11,5,15,54,27.8,39,11,2,9,13,37,5,0
2150,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0
2151,9,3,1,4,4,2,11,18.2,9,15,5,10,2,11,24,0
2152,5,4,1,3,1,3,10,30,7,5,0,5,1,6,7,0
2153,17,10,13,4,0,6,10,60,4,11,5,6,17,34,32,2
2154,26,18,4,20,2,7,21,33.3,14,10,1,9,6,32,11,0
2155,0,0,0,0,0,0,2,0,2,0,0,0,2,2,30,3
2156,46,28,9,26,11,14,34,41.2,20,26,2,24,17,63,22,0
2157,16,7,2,6,8,3,19,15.8,16,21,3,18,7,23,8,0
2158,48,30,20,26,2,22,39,56.4,17,43,18,25,28,76,71,2
2159,11,7,8,2,1,4,8,50,4,7,5,2,7,18,45,1
2160,13,4,3,6,4,3,13,23.1,10,13,0,13,3,16,9,0
2161,1,1,1,0,0,1,1,100,0,0,0,0,0,1,15,1
2162,2,0,1,0,1,0,5,0,5,7,1,6,1,3,1,0
2163,2,2,0,2,0,2,3,66.7,1,1,0,1,0,2,1,0
2164,19,10,6,8,5,8,22,36.4,14,12,1,11,3,22,4,0
2165,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2166,2,2,1,0,1,1,5,20,4,5,0,5,1,3,6,0
2167,47,28,14,27,6,14,29,48.3,15,18,3,15,47,94,19,0
2168,17,8,7,8,2,3,19,15.8,16,12,4,8,5,22,11,0
2169,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
2170,59,26,23,31,5,23,60,38.3,37,28,3,25,39,98,33,0
2171,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2172,36,22,14,17,5,22,52,42.3,30,18,3,15,23,59,22,0
2173,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2174,0,0,0,0,0,0,1,0,1,0,0,0,2,2,10,2
2175,24,14,18,5,1,12,37,32.4,25,18,2,16,11,35,24,0
2176,12,6,10,2,0,4,8,50,4,7,2,5,4,16,8,2
2177,34,20,18,12,4,17,44,38.6,27,33,3,30,11,45,36,0
2178,6,3,2,4,0,2,14,14.3,12,5,0,5,3,9,0,0
2179,23,11,2,14,7,6,29,20.7,23,21,1,20,4,27,3,0
2180,6,6,4,2,0,4,9,44.4,5,5,1,4,5,11,2,1
2181,10,7,6,3,1,3,17,17.6,14,12,0,12,5,15,10,0
2182,1,0,1,0,0,1,2,50,1,1,0,1,0,1,0,0
2183,17,9,2,9,6,2,10,20,8,18,2,16,4,21,13,0
2184,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2185,4,3,3,1,0,2,7,28.6,5,3,1,2,2,6,5,1
2186,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2187,6,2,2,2,2,2,15,13.3,13,14,1,13,3,9,12,0
2188,73,34,48,21,4,42,79,53.2,37,28,10,18,36,109,62,0
2189,1,0,0,1,0,1,2,50,1,2,0,2,0,1,2,0
2190,2,2,1,0,1,2,3,66.7,1,0,0,0,1,3,0,0
2191,64,43,32,24,8,15,34,44.1,19,34,8,26,20,84,41,1
2192,32,18,9,19,4,12,33,36.4,21,16,6,10,16,48,21,0
2193,25,8,9,13,3,8,20,40,12,16,9,7,22,47,16,2
2194,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2195,11,7,8,3,0,7,19,36.8,12,14,7,7,7,18,29,0
2196,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1
2197,9,6,3,6,0,5,9,55.6,4,7,2,5,5,14,15,0
2198,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2199,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2200,43,27,17,20,6,16,28,57.1,12,21,2,19,12,55,4,0
2201,14,8,3,9,2,7,11,63.6,4,3,0,3,4,18,0,0
2202,16,7,10,4,2,5,6,83.3,1,17,14,3,18,34,81,0
2203,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0
2204,2,2,2,0,0,2,3,66.7,1,1,0,1,1,3,21,1
2205,0,0,0,0,0,0,1,0,1,3,0,3,1,1,0,0
2206,40,22,12,23,5,13,40,32.5,27,31,8,23,23,63,35,0
2207,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0
2208,4,2,2,2,0,2,3,66.7,1,4,1,3,3,7,9,0
2209,10,9,6,4,0,7,8,87.5,1,17,9,8,16,26,43,0
2210,7,3,1,3,3,1,12,8.3,11,14,3,11,2,9,3,0
2211,25,15,17,8,0,12,19,63.2,7,21,8,13,27,52,52,0
2212,12,5,6,6,0,8,15,53.3,7,4,2,2,8,20,27,0
2213,2,1,2,0,0,1,2,50,1,0,0,0,0,2,26,3
2214,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0
2215,67,44,31,28,8,30,69,43.5,39,36,7,29,24,91,28,0
2216,38,21,23,11,4,19,33,57.6,14,18,8,10,22,60,67,0
2217,8,4,5,1,2,1,3,33.3,2,4,3,1,4,12,16,0
2218,51,29,25,14,12,22,71,31,49,43,0,43,29,80,28,1
2219,12,9,4,8,0,5,7,71.4,2,10,1,9,3,15,1,0
2220,40,21,15,21,4,17,55,30.9,38,34,3,31,11,51,20,0
2221,6,5,1,4,1,2,13,15.4,11,10,1,9,5,11,5,1
2222,31,19,12,12,7,11,30,36.7,19,22,3,19,15,46,23,0
2223,29,18,5,15,9,11,38,28.9,27,29,3,26,9,38,11,0
2224,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2225,52,29,30,10,12,30,64,46.9,34,38,5,33,27,79,39,1
2226,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2227,0,0,0,0,0,0,0,,0,1,0,1,0,0,10,1
2228,14,8,3,6,5,7,20,35,13,14,0,14,3,17,3,1
2229,31,19,21,3,7,20,30,66.7,10,20,7,13,32,63,47,2
2230,2,0,2,0,0,1,1,100,0,0,0,0,2,4,2,0
2231,22,14,9,9,4,7,30,23.3,23,21,2,19,8,30,16,0
2232,40,24,15,18,7,22,43,51.2,21,20,8,12,31,71,45,1
2233,0,0,0,0,0,0,0,,0,0,0,0,1,1,6,2
2234,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
2235,5,3,4,1,0,4,5,80,1,2,0,2,0,5,0,1
2236,5,3,4,0,1,1,1,100,0,3,0,3,0,5,0,0
2237,11,8,4,6,1,2,9,22.2,7,11,6,5,9,20,19,0
2238,0,0,0,0,0,0,0,,0,0,0,0,1,1,24,2
2239,0,0,0,0,0,0,2,0,2,0,0,0,2,2,3,0
2240,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,1
2241,45,30,13,21,11,16,42,38.1,26,23,6,17,12,57,41,1
2242,41,20,17,19,5,19,40,47.5,21,41,6,35,27,68,15,0
2243,7,4,2,4,1,3,9,33.3,6,6,0,6,1,8,3,0
2244,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
2245,15,6,9,5,1,11,34,32.4,23,14,2,12,7,22,3,0
2246,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2247,17,10,6,6,5,8,13,61.5,5,12,0,12,3,20,1,0
2248,8,4,4,2,2,2,5,40,3,7,1,6,14,22,9,0
2249,33,19,17,13,3,20,34,58.8,14,24,5,19,31,64,18,0
2250,80,42,45,32,3,38,71,53.5,33,45,21,24,63,143,52,1
2251,26,15,10,15,1,11,18,61.1,7,21,9,12,22,48,50,1
2252,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
2253,19,12,11,5,3,11,16,68.8,5,7,1,6,4,23,7,0
2254,1,0,0,1,0,1,2,50,1,0,0,0,0,1,0,0
2255,40,23,18,15,7,15,31,48.4,16,42,4,38,12,52,34,0
2256,30,16,14,10,6,13,36,36.1,23,30,4,26,16,46,24,0
2257,41,20,19,17,5,22,45,48.9,23,29,4,25,30,71,54,0
2258,0,0,0,0,0,0,0,,0,0,0,0,0,0,5,2
2259,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
2260,1,1,0,1,0,1,2,50,1,1,0,1,1,2,2,0
2261,1,0,1,0,0,1,4,25,3,0,0,0,1,2,12,3
2262,2,2,2,0,0,0,3,0,3,3,1,2,2,4,4,0
2263,22,13,9,10,3,13,34,38.2,21,15,2,13,18,40,11,0
2264,28,15,11,10,7,14,58,24.1,44,22,1,21,25,53,20,0
2265,38,21,18,15,5,18,50,36,32,21,1,20,19,57,21,1
2266,44,32,26,16,2,25,43,58.1,18,16,6,10,17,61,48,0
2267,22,15,10,10,2,10,27,37,17,10,2,8,13,35,26,0
2268,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2269,36,20,27,7,2,23,39,59,16,25,15,10,30,66,90,1
2270,5,1,2,3,0,3,5,60,2,2,0,2,4,9,6,0
2271,20,13,10,7,3,10,15,66.7,5,25,5,20,22,42,62,1
2272,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2273,16,7,6,7,3,9,16,56.3,7,11,1,10,5,21,11,0
2274,36,21,16,15,5,20,35,57.1,15,24,3,21,23,59,61,0
2275,9,7,2,4,3,2,8,25,6,6,0,6,6,15,4,0
2276,21,13,7,8,6,8,28,28.6,20,11,1,10,6,27,5,1
2277,0,0,0,0,0,0,0,,0,0,0,0,2,2,0,0
2278,36,20,24,11,1,15,24,62.5,9,38,27,11,28,64,110,3
2279,39,26,23,12,4,18,33,54.5,15,26,16,10,38,77,103,2
2280,15,7,5,8,2,5,17,29.4,12,11,1,10,13,28,8,0
2281,0,0,0,0,0,0,0,,0,2,1,1,0,0,7,0
2282,72,43,24,38,10,32,59,54.2,27,28,5,23,28,100,45,0
2283,20,9,7,6,7,4,32,12.5,28,12,0,12,11,31,27,1
2284,10,7,4,5,1,5,22,22.7,17,11,0,11,3,13,4,0
2285,12,9,2,6,4,1,17,5.9,16,8,1,7,0,12,2,0
2286,15,11,8,7,0,6,10,60,4,10,1,9,7,22,6,0
2287,15,9,6,7,2,4,21,19,17,15,1,14,3,18,13,0
2288,16,11,6,8,2,4,12,33.3,8,7,1,6,11,27,6,0
2289,4,3,1,3,0,2,3,66.7,1,2,0,2,5,9,7,1
2290,53,31,20,24,9,15,46,32.6,31,28,3,25,20,73,27,0
2291,97,53,46,45,6,54,98,55.1,44,55,12,43,31,128,56,0
2292,20,12,8,8,4,4,14,28.6,10,19,1,18,4,24,12,0
2293,36,21,11,23,2,18,33,54.5,15,22,8,14,41,77,48,1
2294,18,14,7,4,7,3,18,16.7,15,21,0,21,11,29,3,0
2295,23,12,19,2,2,14,32,43.8,18,14,5,9,16,39,29,0
2296,5,3,1,2,2,1,8,12.5,7,6,1,5,1,6,3,0
2297,21,13,12,5,4,15,22,68.2,7,20,8,12,18,39,42,1
2298,24,14,14,10,0,14,18,77.8,4,21,12,9,19,43,45,0
2299,28,12,14,12,2,15,20,75,5,34,28,6,9,37,86,0
2300,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0
2301,62,39,39,21,2,22,34,64.7,12,46,21,25,33,95,74,1
2302,2,2,0,2,0,0,0,,0,1,0,1,2,4,0,0
2303,2,1,0,1,1,0,2,0,2,0,0,0,1,3,0,0
2304,2,2,2,0,0,2,2,100,0,0,0,0,1,3,10,0
2305,77,39,25,45,7,28,73,38.4,45,39,8,31,51,128,43,0
2306,8,6,1,5,2,2,6,33.3,4,8,0,8,2,10,29,0
2307,1,0,0,1,0,1,1,100,0,0,0,0,0,1,0,0
2308,6,1,1,2,3,4,14,28.6,10,5,0,5,0,6,10,0
2309,77,51,36,36,5,28,60,46.7,32,26,5,21,33,110,14,0
2310,69,42,33,29,7,34,62,54.8,28,36,2,34,45,114,41,0
2311,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0
2312,59,37,18,32,9,26,66,39.4,40,33,7,26,38,97,43,0
2313,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2314,16,10,11,4,1,10,24,41.7,14,8,5,3,14,30,11,1
2315,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2316,4,3,2,2,0,3,6,50,3,2,0,2,2,6,3,0
2317,14,9,8,6,0,10,16,62.5,6,24,5,19,14,28,34,2
2318,37,26,16,14,7,15,40,37.5,25,21,1,20,20,57,20,0
2319,3,2,2,1,0,2,3,66.7,1,7,0,7,3,6,1,0
2320,21,11,15,5,1,15,19,78.9,4,36,25,11,19,40,89,0
2321,7,4,7,0,0,3,4,75,1,6,5,1,2,9,24,1
2322,6,1,4,2,0,4,7,57.1,3,0,0,0,2,8,4,0
2323,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0
2324,48,28,29,15,4,36,48,75,12,20,11,9,28,76,91,1
2325,22,12,9,13,0,11,21,52.4,10,8,3,5,11,33,8,1
2326,8,5,4,4,0,4,7,57.1,3,9,4,5,11,19,47,0
2327,8,4,5,2,1,7,10,70,3,6,1,5,2,10,25,0
2328,68,43,32,28,8,39,84,46.4,45,31,7,24,40,108,50,0
2329,21,15,13,3,5,10,34,29.4,24,8,0,8,8,29,6,0
2330,3,1,3,0,0,1,9,11.1,8,5,2,3,3,6,2,0
2331,55,33,22,29,4,29,67,43.3,38,34,1,33,22,77,32,0
2332,11,9,7,2,2,6,9,66.7,3,18,13,5,29,40,71,1
2333,0,0,0,0,0,0,4,0,4,0,0,0,1,1,15,5
2334,9,4,5,3,1,4,15,26.7,11,11,1,10,9,18,7,0
2335,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0
2336,19,10,10,9,0,13,31,41.9,18,14,9,5,27,46,73,1
2337,18,13,4,8,6,6,17,35.3,11,29,1,28,6,24,11,1
2338,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0
2339,27,15,11,12,4,17,25,68,8,12,4,8,16,43,32,0
2340,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
2341,2,1,2,0,0,2,4,50,2,0,0,0,2,4,19,5
2342,12,4,3,5,4,3,20,15,17,6,0,6,6,18,3,0
2343,12,10,11,0,1,7,13,53.8,6,11,4,7,13,25,16,1
2344,4,2,2,2,0,1,1,100,0,1,0,1,0,4,0,0
2345,6,3,3,2,1,3,9,33.3,6,5,1,4,3,9,12,0
2346,34,18,10,15,9,7,25,28,18,10,2,8,7,41,3,0
2347,18,7,8,8,2,9,19,47.4,10,7,0,7,9,27,10,1
2348,2,1,1,1,0,1,1,100,0,0,0,0,1,3,0,0
2349,15,10,14,1,0,13,16,81.3,3,11,7,4,4,19,18,2
2350,43,22,12,17,14,15,51,29.4,36,19,0,19,15,58,8,0
2351,4,3,1,2,1,3,4,75,1,2,0,2,0,4,0,0
2352,10,5,1,8,1,1,9,11.1,8,4,0,4,2,12,0,0
2353,13,8,6,4,3,3,17,17.6,14,13,2,11,11,24,3,0
2354,40,27,28,11,1,19,33,57.6,14,41,21,20,58,98,158,2
2355,40,21,12,17,11,13,39,33.3,26,28,2,26,22,62,23,0
2356,34,22,26,8,0,16,26,61.5,10,41,34,7,41,75,134,4
2357,0,0,0,0,0,0,1,0,1,3,1,2,0,0,0,0
2358,22,11,10,10,2,13,30,43.3,17,6,0,6,14,36,11,0
2359,17,8,5,9,3,6,19,31.6,13,7,1,6,6,23,5,0
2360,1,1,0,0,1,0,1,0,1,2,1,1,0,1,7,1
2361,54,32,36,16,2,27,35,77.1,8,24,16,8,48,102,85,0
2362,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2363,80,47,54,22,4,40,65,61.5,25,49,26,23,78,158,158,4
2364,22,16,8,11,3,7,23,30.4,16,12,0,12,11,33,12,0
2365,58,33,44,11,3,26,34,76.5,8,30,14,16,40,98,94,0
2366,20,10,9,8,3,8,20,40,12,17,2,15,6,26,11,0
2367,13,9,4,7,2,7,26,26.9,19,6,0,6,2,15,2,0
2368,41,26,14,21,6,21,44,47.7,23,27,11,16,28,69,26,0
2369,40,28,16,14,10,8,26,30.8,18,32,1,31,5,45,9,0
2370,22,18,11,9,2,12,14,85.7,2,12,7,5,13,35,12,4
2371,22,13,12,7,3,13,22,59.1,9,22,3,19,21,43,31,0
2372,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
2373,16,5,5,8,3,5,15,33.3,10,5,0,5,8,24,6,0
2374,3,2,0,1,2,1,4,25,3,11,4,7,2,5,10,0
2375,12,7,2,8,2,5,20,25,15,2,0,2,5,17,13,0
2376,19,7,8,10,1,9,26,34.6,17,14,3,11,14,33,7,0
2377,9,8,0,6,3,2,11,18.2,9,4,0,4,2,11,3,0
2378,53,24,29,17,7,19,49,38.8,30,32,2,30,32,85,32,1
2379,41,22,25,14,2,19,28,67.9,9,24,16,8,30,71,54,3
2380,27,19,18,9,0,11,20,55,9,19,16,3,28,55,137,0
2381,,0,,,,,,,,,,,0,,,
2382,72,34,41,22,9,43,79,54.4,36,28,3,25,18,90,43,0
2383,2,1,2,0,0,1,1,100,0,1,0,1,0,2,11,4
2384,14,8,9,4,1,8,22,36.4,14,19,0,19,15,29,5,3
2385,0,0,0,0,0,0,0,,0,1,1,0,3,3,6,0
2386,27,16,15,9,3,11,25,44,14,17,6,11,27,54,40,0
2387,28,16,5,19,4,9,24,37.5,15,18,0,18,12,40,2,1
2388,10,6,3,7,0,2,19,10.5,17,8,3,5,1,11,9,0
2389,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2390,12,8,7,2,3,3,7,42.9,4,13,0,13,10,22,2,1
2391,13,7,5,6,2,3,15,20,12,1,0,1,4,17,2,0
2392,52,27,15,31,6,24,44,54.5,20,33,12,21,33,85,42,0
2393,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0
2394,2,1,1,1,0,1,1,100,0,0,0,0,0,2,0,0
2395,2,2,1,1,0,0,2,0,2,1,0,1,0,2,1,0
2396,24,11,18,6,0,8,19,42.1,11,21,11,10,43,67,85,3
2397,36,16,22,13,1,15,25,60,10,21,7,14,42,78,62,0
2398,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2399,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2400,10,2,1,6,3,6,16,37.5,10,5,0,5,1,11,3,0
2401,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2402,8,5,6,1,1,2,4,50,2,3,0,3,4,12,7,1
2403,26,14,15,7,4,14,39,35.9,25,29,2,27,11,37,18,2
2404,1,1,0,0,1,0,2,0,2,2,0,2,0,1,0,0
2405,4,4,2,1,1,4,5,80,1,2,1,1,6,10,1,0
2406,12,7,4,3,5,5,19,26.3,14,10,1,9,9,21,10,0
2407,14,7,10,2,2,7,12,58.3,5,6,3,3,11,25,20,0
2408,6,3,5,0,1,3,4,75,1,3,0,3,2,8,10,0
2409,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2410,1,0,0,0,1,1,1,100,0,0,0,0,0,1,0,0
2411,5,2,1,1,3,2,7,28.6,5,8,0,8,2,7,3,0
2412,46,27,18,19,9,21,59,35.6,38,23,1,22,25,71,12,1
2413,18,11,11,7,0,9,15,60,6,20,12,8,16,34,69,0
2414,46,20,25,20,1,29,43,67.4,14,19,12,7,37,83,102,1
2415,40,30,21,14,5,17,41,41.5,24,27,4,23,22,62,38,0
2416,22,11,13,8,1,9,19,47.4,10,12,1,11,22,44,16,0
2417,19,14,2,5,12,5,21,23.8,16,16,1,15,5,24,22,1
2418,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2419,9,7,6,2,1,3,10,30,7,15,3,12,3,12,16,0
2420,4,1,3,1,0,0,5,0,5,7,1,6,2,6,4,0
2421,16,11,11,3,2,8,16,50,8,27,18,9,32,48,95,2
2422,16,10,7,7,2,11,20,55,9,17,3,14,3,19,3,0
2423,14,8,5,9,0,10,23,43.5,13,13,3,10,8,22,12,0
2424,5,2,2,2,1,1,9,11.1,8,6,1,5,3,8,28,0
2425,1,0,0,0,1,1,5,20,4,5,1,4,5,6,5,0
2426,43,20,20,20,3,20,49,40.8,29,25,2,23,9,52,14,0
2427,11,5,6,5,0,5,6,83.3,1,7,4,3,11,22,24,1
2428,72,43,36,34,2,33,48,68.8,15,41,32,9,56,128,154,1
2429,46,25,16,23,7,24,50,48,26,39,9,30,18,64,32,0
2430,0,0,0,0,0,0,2,0,2,0,0,0,1,1,15,2
2431,12,6,6,3,3,5,7,71.4,2,7,1,6,6,18,15,0
2432,57,37,21,27,9,42,86,48.8,44,44,8,36,39,96,39,0
2433,2,0,1,1,0,1,3,33.3,2,4,0,4,3,5,6,0
2434,21,12,9,11,1,6,13,46.2,7,8,2,6,20,41,18,0
2435,40,22,19,16,5,14,30,46.7,16,31,5,26,30,70,21,1
2436,25,17,10,12,3,9,22,40.9,13,22,5,17,33,58,29,1
2437,21,12,9,7,5,9,21,42.9,12,8,1,7,11,32,8,0
2438,0,0,0,0,0,0,0,,0,0,0,0,0,0,8,1
2439,0,0,0,0,0,0,1,0,1,0,0,0,2,2,18,3
2440,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2441,2,1,0,2,0,0,0,,0,0,0,0,0,2,0,0
2442,5,3,4,1,0,3,5,60,2,4,4,0,5,10,19,0
2443,50,31,15,32,3,26,56,46.4,30,27,3,24,19,69,30,1
2444,34,20,20,13,1,16,27,59.3,11,25,11,14,34,68,49,1
2445,5,4,1,3,1,1,3,33.3,2,6,1,5,1,6,11,0
2446,1,1,1,0,0,0,0,,0,0,0,0,1,2,22,0
2447,16,6,11,4,1,9,20,45,11,10,0,10,5,21,11,0
2448,58,39,39,17,2,25,49,51,24,23,4,19,21,79,64,1
2449,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2450,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2451,18,9,10,6,2,10,23,43.5,13,2,0,2,6,24,4,0
2452,4,3,1,3,0,2,4,50,2,2,0,2,0,4,2,0
2453,0,0,0,0,0,0,0,,0,0,0,0,1,1,3,0
2454,64,30,24,29,11,25,55,45.5,30,32,3,29,20,84,14,0
2455,1,0,1,0,0,1,2,50,1,0,0,0,0,1,1,0
2456,4,2,2,0,2,2,7,28.6,5,8,3,5,5,9,19,0
2457,3,1,0,3,0,2,4,50,2,0,0,0,3,6,2,0
2458,9,6,3,5,1,3,10,30,7,5,1,4,2,11,3,0
2459,2,2,2,0,0,0,0,,0,0,0,0,0,2,0,0
2460,25,19,14,7,4,11,22,50,11,18,3,15,7,32,26,0
2461,3,2,1,1,1,0,1,0,1,0,0,0,0,3,0,0
2462,18,12,8,8,2,6,17,35.3,11,12,6,6,14,32,11,0
2463,13,8,4,9,0,4,6,66.7,2,10,2,8,11,24,8,0
2464,27,16,19,7,1,13,25,52,12,11,7,4,8,35,12,1
2465,7,3,0,5,2,2,10,20,8,2,0,2,2,9,2,0
2466,21,13,9,9,3,12,21,57.1,9,22,11,11,9,30,22,2
2467,30,17,12,18,0,14,34,41.2,20,22,7,15,22,52,20,2
2468,2,1,1,1,0,0,1,0,1,1,0,1,3,5,1,0
2469,5,4,0,4,1,1,10,10,9,8,0,8,2,7,5,0
2470,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2471,0,0,0,0,0,0,0,,0,0,0,0,1,1,2,0
2472,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2473,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0
2474,24,13,13,8,3,9,24,37.5,15,10,1,9,16,40,13,0
2475,1,1,1,0,0,1,3,33.3,2,0,0,0,0,1,1,0
2476,7,3,7,0,0,5,8,62.5,3,7,2,5,6,13,35,0
2477,1,1,0,1,0,1,2,50,1,2,0,2,1,2,0,0
2478,7,3,3,4,0,3,6,50,3,1,0,1,2,9,7,1
2479,24,12,14,5,5,9,33,27.3,24,15,5,10,23,47,23,0
2480,13,9,2,3,8,4,13,30.8,9,20,2,18,2,15,15,0
2481,57,29,19,19,19,31,67,46.3,36,24,2,22,20,77,19,0
2482,53,30,31,18,4,28,59,47.5,31,30,6,24,27,80,37,3
2483,28,17,10,11,7,3,20,15,17,13,3,10,7,35,12,0
2484,3,2,0,2,1,0,8,0,8,2,0,2,1,4,1,0
2485,12,7,7,2,3,9,13,69.2,4,9,3,6,18,30,13,0
2486,10,8,4,4,2,7,12,58.3,5,4,0,4,3,13,7,0
2487,1,0,1,0,0,1,2,50,1,0,0,0,1,2,11,1
2488,32,21,19,12,1,11,22,50,11,54,31,23,44,76,100,0
2489,0,0,0,0,0,0,1,0,1,0,0,0,1,1,11,1
2490,48,27,25,21,2,27,41,65.9,14,22,11,11,40,88,46,1
2491,27,15,6,12,9,9,39,23.1,30,37,3,34,6,33,23,0
2492,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2493,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2494,0,0,0,0,0,0,0,,0,1,1,0,0,0,1,0
