Rk,Tkl-Tack,TklW-Tack,Def3rd-Tack,Mid3rd-Tack,Att3rd-Tack,Tkl-Chal,Att-Chal,Tkl%-Chal,Lost-Chal,Blocks-Bloc,Sh-Tack-Bloc,Pass-Tack-Bloc,Int,Tkl+Int,Clr,Err
2880,33,16,10,13,10,11,19,57.9,8,17,2,15,20,53,5,0
2881,13,7,11,1,1,7,10,70,3,14,4,10,15,28,38,2
2882,40,20,14,15,11,10,31,32.3,21,28,0,28,5,45,5,0
2883,11,7,3,6,2,3,11,27.3,8,16,3,13,11,22,7,0
2884,23,14,9,10,4,12,35,34.3,23,25,5,20,19,42,22,1
2885,31,22,20,8,3,16,22,72.7,6,14,4,10,13,44,35,0
2886,32,19,17,11,4,21,35,60,14,18,1,17,16,48,4,0
2887,50,26,24,17,9,25,51,49,26,31,5,26,24,74,33,1
2888,24,15,0,15,9,6,28,21.4,22,19,0,19,7,31,6,0
2889,10,7,6,3,1,3,5,60,2,2,1,1,4,14,16,0
2890,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
2891,6,2,0,4,2,4,8,50,4,8,1,7,3,9,5,0
2892,21,9,12,6,3,6,24,25,18,15,5,10,14,35,28,0
2893,32,22,12,13,7,19,37,51.4,18,32,2,30,12,44,22,0
2894,13,5,4,7,2,3,28,10.7,25,17,10,7,19,32,10,0
2895,2,2,1,1,0,1,1,100,0,3,0,3,0,2,3,0
2896,72,44,34,29,9,37,71,52.1,34,32,8,24,58,130,48,0
2897,11,10,6,4,1,6,12,50,6,12,4,8,11,22,21,1
2898,15,11,6,8,1,5,14,35.7,9,12,4,8,12,27,22,1
2899,1,0,0,0,1,1,5,20,4,0,0,0,1,2,1,0
2900,2,2,2,0,0,2,2,100,0,0,0,0,2,4,21,1
2901,14,7,3,5,6,3,12,25,9,10,1,9,2,16,12,0
2902,0,0,0,0,0,0,1,0,1,1,1,0,2,2,0,0
2903,14,5,2,8,4,5,6,83.3,1,4,1,3,2,16,2,0
2904,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
2905,19,12,5,9,5,6,21,28.6,15,13,2,11,8,27,4,0
2906,20,12,8,11,1,9,20,45,11,15,13,2,23,43,42,0
2907,6,3,5,1,0,3,4,75,1,0,0,0,1,7,4,0
2908,20,14,7,10,3,11,20,55,9,11,3,8,14,34,15,1
2909,19,10,5,12,2,10,36,27.8,26,11,1,10,10,29,10,0
2910,1,0,1,0,0,1,1,100,0,0,0,0,0,1,4,0
2911,4,2,2,1,1,1,3,33.3,2,3,0,3,4,8,2,0
2912,21,15,9,7,5,11,19,57.9,8,14,2,12,7,28,33,0
2913,1,0,1,0,0,1,2,50,1,0,0,0,0,1,2,0
2914,11,6,8,3,0,4,7,57.1,3,31,26,5,34,45,132,0
2915,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
2916,20,10,12,8,0,12,18,66.7,6,16,6,10,27,47,53,0
2917,52,25,19,30,3,22,44,50,22,30,13,17,49,101,48,1
2918,58,33,24,21,13,29,68,42.6,39,43,10,33,35,93,32,1
2919,49,21,6,24,19,22,61,36.1,39,18,1,17,11,60,11,1
2920,1,1,0,1,0,1,3,33.3,2,6,1,5,2,3,32,0
2921,13,10,7,1,5,5,13,38.5,8,7,1,6,4,17,1,0
