Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.p90,Ast.p90,G+A.p90,G-PK.p90,G+A-PK.p90,xG.p90,xAG.p90,xG+xAG.p90,npxG.p90,npxG+xAG.p90
2245,Théo Sainte-Luce,fr FRA,DF,Montpellier,fr Ligue 1,24-176,1998,5,5,355,3.9,1,1,2,1,0,0,0,0,0.4,0.4,0.6,1,3,13,29,0.25,0.25,0.51,0.25,0.51,0.1,0.16,0.26,0.1,0.26
2246,Samuel Sáiz,es ESP,MF,Girona,es La Liga,32-082,1991,8,1,240,2.7,2,0,2,0,2,2,1,0,1.7,0.1,0.2,0.4,5,17,18,0.75,0,0.75,0,0,0.64,0.08,0.72,0.05,0.13
2247,Bukayo Saka,eng ENG,FW,Arsenal,eng Premier League,21-221,2001,30,29,2524,28,12,10,22,10,2,2,6,0,8.8,7.4,7.3,14.7,138,84,414,0.43,0.36,0.78,0.36,0.71,0.32,0.26,0.58,0.26,0.53
2248,Hamza Sakhi,ma MAR,MF,Auxerre,fr Ligue 1,26-311,1996,23,18,1589,17.7,1,2,3,1,0,0,1,0,1.7,1.7,3,4.7,41,130,71,0.06,0.11,0.17,0.06,0.17,0.1,0.17,0.27,0.1,0.27
2249,Mamadou Sakho,fr FRA,DF,Montpellier,fr Ligue 1,33-060,1990,13,6,682,7.6,1,0,1,1,0,0,2,0,0.5,0.5,0.2,0.7,0,31,2,0.13,0,0.13,0.13,0.13,0.07,0.02,0.09,0.07,0.09
2250,Jacopo Sala,it ITA,MF,Spezia,it Serie A,31-130,1991,6,1,112,1.2,0,0,0,0,0,0,1,0,0,0,0,0,2,6,3,0,0,0,0,0,0,0.01,0.01,0,0.01
2251,Ibrahim Salah,ma MAR,FWMF,Rennes,fr Ligue 1,21-227,2001,8,1,144,1.6,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.3,7,11,18,0,0,0,0,0,0.09,0.09,0.18,0.09,0.18
2252,Mohamed Salah,eg EGY,FW,Liverpool,eng Premier League,30-303,1992,29,28,2500,27.8,13,7,20,13,0,2,2,0,15.2,13.6,5.6,19.2,79,101,297,0.47,0.25,0.72,0.47,0.72,0.55,0.2,0.75,0.49,0.69
2253,Amine Salama,fr FRA,FWMF,Angers,fr Ligue 1,22-270,2000,25,12,1249,13.9,3,1,4,3,0,0,1,0,3,3,1.5,4.5,35,21,94,0.22,0.07,0.29,0.22,0.29,0.22,0.11,0.33,0.22,0.33
2254,William Saliba,fr FRA,DF,Arsenal,eng Premier League,22-021,2001,27,27,2415,26.8,2,1,3,2,0,0,4,0,0.9,0.9,1.2,2.1,13,99,2,0.07,0.04,0.11,0.07,0.11,0.03,0.04,0.08,0.03,0.08
2255,Dikeni Salifou,tg TOG,MF,Werder Bremen,de Bundesliga,19-310,2003,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2256,Mohammed Salisu,gh GHA,DF,Southampton,eng Premier League,23-362,1999,22,21,1973,21.9,0,1,1,0,0,0,5,0,1.5,1.5,0.6,2.1,5,82,4,0,0.05,0.05,0,0.05,0.07,0.03,0.1,0.07,0.1
2257,Roland Sallai,hu HUN,MFFW,Freiburg,de Bundesliga,25-327,1997,14,7,661,7.3,0,0,0,0,0,0,4,0,1.9,1.9,0.5,2.4,13,10,47,0,0,0,0,0,0.26,0.07,0.33,0.26,0.33
2258,Yoann Salmier,gf GUF,DF,Troyes,fr Ligue 1,30-144,1992,28,28,2417,26.9,1,0,1,1,0,0,5,1,1.1,1.1,0.4,1.6,22,113,8,0.04,0,0.04,0.04,0.04,0.04,0.02,0.06,0.04,0.06
2259,Salvi,es ESP,FWMF,Rayo Vallecano,es La Liga,32-015,1991,16,3,324,3.6,0,0,0,0,0,0,2,0,0.3,0.3,0.5,0.8,17,9,35,0,0,0,0,0,0.09,0.15,0.23,0.09,0.23
2260,Lazar Samardzic,rs SRB,MF,Udinese,it Serie A,21-049,2002,28,11,1189,13.2,4,3,7,4,0,0,0,0,2,2,2.9,4.9,26,71,40,0.3,0.23,0.53,0.3,0.53,0.15,0.22,0.37,0.15,0.37
2261,Diadie Samassékou,ml MLI,MFFW,Hoffenheim,de Bundesliga,27-093,1996,2,1,34,0.4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2262,Mama Samba Baldé,gw GNB,FW,Troyes,fr Ligue 1,27-159,1995,27,24,2094,23.3,10,3,13,9,1,1,5,2,9,8.2,2.1,10.3,40,44,142,0.43,0.13,0.56,0.39,0.52,0.39,0.09,0.47,0.35,0.44
2263,Brice Samba,fr FRA,GK,Lens,fr Ligue 1,28-354,1994,30,30,2700,30,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2264,Albert Sambi Lokonga,be BEL,MF,Arsenal,eng Premier League,23-174,1999,6,2,198,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,0,0,0,0,0.01,0.01,0,0.01
2265,Albert Sambi Lokonga,be BEL,MF,Crystal Palace,eng Premier League,23-174,1999,7,5,466,5.2,0,0,0,0,0,0,1,0,0,0,0,0,2,17,2,0,0,0,0,0,0,0.01,0.01,0,0.01
2266,Junior Sambia,fr FRA,DF,Salernitana,it Serie A,26-219,1996,17,6,586,6.5,0,0,0,0,0,0,3,0,0.6,0.6,0.9,1.4,19,26,32,0,0,0,0,0,0.09,0.13,0.22,0.09,0.22
2267,Samuel,br BRA,FWMF,Valencia,es La Liga,23-112,1999,28,26,2239,24.9,2,1,3,2,0,0,3,0,5.7,5.7,1.4,7.1,100,75,198,0.08,0.04,0.12,0.08,0.12,0.23,0.06,0.29,0.23,0.29
2268,Fede San Emeterio,es ESP,MF,Cádiz,es La Liga,26-029,1997,24,17,1309,14.5,0,0,0,0,0,0,8,0,0.2,0.2,0.1,0.3,1,29,6,0,0,0,0,0,0.02,0.01,0.02,0.02,0.02
2269,Antonio Sanabria,py PAR,FW,Torino,it Serie A,27-041,1996,24,19,1684,18.7,8,2,10,7,1,1,4,0,6.8,6,2.5,8.5,9,29,90,0.43,0.11,0.53,0.37,0.48,0.36,0.13,0.5,0.32,0.46
2270,Leandro Sanca,pt POR,FWMF,Spezia,it Serie A,23-100,2000,4,0,32,0.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0
2271,Oihan Sancet,es ESP,MF,Athletic Club,es La Liga,22-354,2000,27,24,1846,20.5,8,0,8,7,1,1,3,1,5.1,4.3,2.3,6.6,64,105,108,0.39,0,0.39,0.34,0.34,0.25,0.11,0.36,0.21,0.32
2272,Renato Sanches,pt POR,MF,Paris S-G,fr Ligue 1,25-239,1997,18,5,544,6,2,0,2,2,0,0,1,0,0.8,0.8,1.1,1.9,22,45,20,0.33,0,0.33,0.33,0.33,0.13,0.19,0.32,0.13,0.32
2273,Alexis Sánchez,cl CHI,FW,Marseille,fr Ligue 1,34-116,1988,27,24,2063,22.9,12,1,13,10,2,3,2,0,10,7.6,4.6,12.2,29,106,179,0.52,0.04,0.57,0.44,0.48,0.43,0.2,0.63,0.33,0.53
2274,Antonio Sánchez,es ESP,MF,Mallorca,es La Liga,26-103,1997,23,7,713,7.9,0,0,0,0,0,0,4,0,0.6,0.6,0.5,1.1,17,27,42,0,0,0,0,0,0.07,0.06,0.14,0.07,0.14
2275,Davinson Sánchez,co COL,DF,Tottenham,eng Premier League,26-306,1996,14,6,587,6.5,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.4,4,25,3,0,0,0,0,0,0.05,0.01,0.06,0.05,0.06
2276,Iván Sánchez,es ESP,MFFW,Valladolid,es La Liga,30-203,1992,22,13,1059,11.8,1,0,1,1,0,0,0,0,0.7,0.7,1.4,2.1,51,56,51,0.08,0,0.08,0.08,0.08,0.06,0.12,0.19,0.06,0.19
2277,Javi Sánchez,es ESP,DF,Valladolid,es La Liga,26-031,1997,23,22,1865,20.7,1,0,1,1,0,0,10,0,0.6,0.6,0.1,0.7,17,60,4,0.05,0,0.05,0.05,0.05,0.03,0,0.03,0.03,0.03
2278,Manuel Sánchez,es ESP,DF,Osasuna,es La Liga,22-233,2000,21,13,1304,14.5,0,1,1,0,0,0,1,0,0.6,0.6,1.4,2,29,72,72,0,0.07,0.07,0,0.07,0.04,0.1,0.14,0.04,0.14
2279,Robert Sánchez,es ESP,GK,Brighton,eng Premier League,25-147,1997,22,22,1980,22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2280,Jadon Sancho,eng ENG,FWMF,Manchester Utd,eng Premier League,23-020,2000,17,14,1098,12.2,4,2,6,4,0,0,0,0,2.6,2.6,2.2,4.9,49,49,100,0.33,0.16,0.49,0.33,0.49,0.22,0.18,0.4,0.22,0.4
2281,Alex Sandro,br BRA,DF,Juventus,it Serie A,32-078,1991,22,18,1545,17.2,0,1,1,0,0,0,5,1,0.2,0.2,0.9,1,42,87,20,0,0.06,0.06,0,0.06,0.01,0.05,0.06,0.01,0.06
2282,Leroy Sané,de GER,MFFW,Bayern Munich,de Bundesliga,27-093,1996,25,17,1667,18.5,7,5,12,7,0,0,4,0,6.9,6.9,3.6,10.5,60,114,154,0.38,0.27,0.65,0.38,0.65,0.37,0.2,0.57,0.37,0.57
2283,Sidi Sané,de GER,FW,Schalke 04,de Bundesliga,19-358,2003,1,0,25,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2284,Morgan Sanson,fr FRA,MF,Aston Villa,eng Premier League,28-239,1994,2,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2285,Morgan Sanson,fr FRA,MF,Strasbourg,fr Ligue 1,28-239,1994,10,10,736,8.2,0,2,2,0,0,0,1,0,1.8,1.8,1.4,3.2,21,28,43,0,0.24,0.24,0,0.24,0.22,0.17,0.39,0.22,0.39
2286,Nicola Sansone,it ITA,FW,Bologna,it Serie A,31-216,1991,13,7,576,6.4,2,0,2,2,0,0,2,0,2.1,2.1,0.1,2.2,16,10,58,0.31,0,0.31,0.31,0.31,0.33,0.02,0.35,0.33,0.35
2287,Baptiste Santamaria,fr FRA,MF,Rennes,fr Ligue 1,28-036,1995,18,15,1344,14.9,1,0,1,1,0,0,2,0,0.7,0.7,0.6,1.3,8,113,18,0.07,0,0.07,0.07,0.07,0.05,0.04,0.09,0.05,0.09
2288,Riccardo Saponara,it ITA,FW,Fiorentina,it Serie A,31-114,1991,23,11,980,10.9,2,2,4,2,0,0,3,0,2,2,3,5.1,49,48,102,0.18,0.18,0.37,0.18,0.37,0.19,0.28,0.47,0.19,0.47
2289,Pablo Sarabia,es ESP,FWMF,Wolves,eng Premier League,30-338,1992,10,6,576,6.4,1,0,1,1,0,0,3,0,2.7,2.7,0.7,3.4,10,31,41,0.16,0,0.16,0.16,0.16,0.43,0.11,0.54,0.43,0.54
2290,Pablo Sarabia,es ESP,FWMF,Paris S-G,fr Ligue 1,30-338,1992,14,3,370,4.1,0,0,0,0,0,0,1,0,1.3,1.3,1.3,2.7,9,18,37,0,0,0,0,0,0.32,0.33,0.64,0.32,0.64
2291,Muhammed Saracevic Cham,at AUT,MF,Clermont Foot,fr Ligue 1,22-200,2000,30,18,1556,17.3,5,2,7,4,1,1,2,0,4.3,3.5,2,5.5,52,75,97,0.29,0.12,0.4,0.23,0.35,0.25,0.12,0.36,0.2,0.32
2292,Jeremy Sarmiento,ec ECU,MF,Brighton,eng Premier League,20-302,2002,9,1,176,2,0,1,1,0,0,0,1,0,0.3,0.3,0.2,0.5,5,11,20,0,0.51,0.51,0,0.51,0.17,0.11,0.28,0.17,0.28
2293,Amin Sarr,se SWE,FW,Lyon,fr Ligue 1,22-034,2001,9,5,434,4.8,1,0,1,1,0,0,0,0,1.2,1.2,0.2,1.4,9,7,34,0.21,0,0.21,0.21,0.21,0.24,0.04,0.29,0.24,0.29
2294,Malang Sarr,fr FRA,DF,Monaco,fr Ligue 1,24-081,1999,13,8,716,8,0,0,0,0,0,0,3,0,0,0,0,0,5,59,2,0,0,0,0,0,0,0,0.01,0,0.01
2295,Martin Satriano,uy URU,FW,Empoli,it Serie A,22-053,2001,27,20,1630,18.1,2,1,3,2,0,0,4,0,3.6,3.6,1.2,4.8,28,21,121,0.11,0.06,0.17,0.11,0.17,0.2,0.07,0.27,0.2,0.27
2296,Téji Savanier,fr FRA,MF,Montpellier,fr Ligue 1,31-113,1991,25,25,2157,24,10,2,12,5,5,5,4,2,7.3,3.3,4.9,8.2,42,186,100,0.42,0.08,0.5,0.21,0.29,0.3,0.2,0.51,0.14,0.34
2297,Esteban Saveljich,me MNE,FW,Rayo Vallecano,es La Liga,31-329,1991,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2298,Stefan Savić,me MNE,DF,Atlético Madrid,es La Liga,32-096,1991,20,20,1763,19.6,0,0,0,0,0,0,3,2,0.2,0.2,0,0.2,20,70,6,0,0,0,0,0,0.01,0,0.01,0.01,0.01
2299,Joe Scally,us USA,DF,M'Gladbach,de Bundesliga,20-104,2002,25,23,2049,22.8,0,0,0,0,0,0,2,0,0.5,0.5,1.8,2.3,28,55,56,0,0,0,0,0,0.02,0.08,0.1,0.02,0.1
2300,Giorgio Scalvini,it ITA,DF,Atalanta,it Serie A,19-124,2003,23,20,1620,18,2,0,2,2,0,0,6,0,1.1,1.1,0.1,1.2,13,115,22,0.11,0,0.11,0.11,0.11,0.06,0.01,0.07,0.06,0.07
2301,Gianluca Scamacca,it ITA,FW,West Ham,eng Premier League,24-103,1999,16,11,926,10.3,3,0,3,3,0,0,3,0,2.5,2.5,0.7,3.1,13,17,48,0.29,0,0.29,0.29,0.29,0.24,0.07,0.31,0.24,0.31
2302,Gustavo Scarpa,br BRA,MFFW,Nott'ham Forest,eng Premier League,29-099,1994,6,2,181,2,0,0,0,0,0,0,1,0,0.3,0.3,0,0.3,9,12,4,0,0,0,0,0,0.13,0.02,0.14,0.13,0.14
2303,Kevin Schade,de GER,FWMF,Brentford,eng Premier League,21-138,2001,10,2,311,3.5,0,1,1,0,0,0,1,0,1,1,0.6,1.6,13,3,25,0,0.29,0.29,0,0.29,0.28,0.18,0.45,0.28,0.45
2304,Kevin Schade,de GER,FWMF,Freiburg,de Bundesliga,21-138,2001,8,1,182,2,1,0,1,1,0,0,0,0,0.2,0.2,0,0.2,7,3,20,0.49,0,0.49,0.49,0.49,0.12,0,0.12,0.12,0.12
2305,András Schäfer,hu HUN,MF,Union Berlin,de Bundesliga,24-001,1999,13,9,754,8.4,0,0,0,0,0,0,0,0,0.4,0.4,0.2,0.6,14,22,17,0,0,0,0,0,0.05,0.02,0.07,0.05,0.07
2306,Fabian Schär,ch SUI,DF,Newcastle Utd,eng Premier League,31-115,1991,27,27,2413,26.8,1,1,2,1,0,0,4,0,3.6,3.6,2,5.7,22,109,19,0.04,0.04,0.07,0.04,0.07,0.14,0.08,0.21,0.14,0.21
2307,Derry Scherhant,de GER,FW,Hertha BSC,de Bundesliga,20-155,2002,7,1,187,2.1,1,0,1,1,0,0,0,0,0.2,0.2,0.1,0.3,3,1,10,0.48,0,0.48,0.48,0.48,0.1,0.05,0.15,0.1,0.15
2308,Patrik Schick,cz CZE,FW,Leverkusen,de Bundesliga,27-080,1996,14,10,941,10.5,3,1,4,3,0,0,0,0,4.6,4.6,0.6,5.1,8,11,68,0.29,0.1,0.38,0.29,0.38,0.44,0.05,0.49,0.44,0.49
2309,Kingsley Schindler,gh GHA,DFMF,Köln,de Bundesliga,29-276,1993,22,6,849,9.4,0,1,1,0,0,0,4,0,1.3,1.3,0.5,1.8,12,33,49,0,0.11,0.11,0,0.11,0.14,0.05,0.19,0.14,0.19
2310,Xaver Schlager,at AUT,MF,RB Leipzig,de Bundesliga,25-198,1997,19,16,1466,16.3,1,1,2,1,0,0,2,0,0.3,0.3,0.6,0.9,21,72,11,0.06,0.06,0.12,0.06,0.12,0.02,0.04,0.05,0.02,0.05
2311,Keven Schlotterbeck,de GER,DF,Freiburg,de Bundesliga,25-351,1997,2,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2312,Keven Schlotterbeck,de GER,DF,Bochum,de Bundesliga,25-351,1997,8,6,584,6.5,1,0,1,1,0,0,3,0,1,1,0.3,1.2,0,17,2,0.15,0,0.15,0.15,0.15,0.15,0.04,0.19,0.15,0.19
2313,Nico Schlotterbeck,de GER,DF,Dortmund,de Bundesliga,23-134,1999,26,26,2227,24.7,4,4,8,4,0,0,3,0,1.6,1.6,1.5,3.1,39,155,13,0.16,0.16,0.32,0.16,0.32,0.07,0.06,0.12,0.07,0.12
2314,Jeffrey Schlupp,gh GHA,MFFW,Crystal Palace,eng Premier League,30-112,1992,29,26,2188,24.3,2,1,3,2,0,0,5,0,2.6,2.6,1.4,4,26,87,55,0.08,0.04,0.12,0.08,0.12,0.11,0.06,0.16,0.11,0.16
2315,Kasper Schmeichel,dk DEN,GK,Nice,fr Ligue 1,36-160,1986,28,28,2520,28,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.01
2316,Jonathan Schmid,fr FRA,DF,Freiburg,de Bundesliga,32-296,1990,1,0,32,0.4,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,1,1,5,0,0,0,0,0,0.85,0.24,1.1,0.85,1.1
2317,Romano Schmid,at AUT,MF,Werder Bremen,de Bundesliga,23-077,2000,21,12,1169,13,0,3,3,0,0,0,2,0,0.4,0.4,1.8,2.2,26,61,57,0,0.23,0.23,0,0.23,0.03,0.14,0.17,0.03,0.17
2318,Kenneth Schmidt,de GER,DF,Freiburg,de Bundesliga,20-315,2002,2,1,64,0.7,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0
2319,Niklas Schmidt,de GER,MF,Werder Bremen,de Bundesliga,25-044,1998,18,10,969,10.8,2,0,2,2,0,0,3,0,1.5,1.5,1.3,2.8,24,56,40,0.19,0,0.19,0.19,0.19,0.14,0.12,0.26,0.14,0.26
2320,Benno Schmitz,de GER,DF,Köln,de Bundesliga,28-148,1994,25,24,1951,21.7,1,0,1,1,0,0,4,0,0.3,0.3,2.4,2.7,37,114,113,0.05,0,0.05,0.05,0.05,0.01,0.11,0.13,0.01,0.13
2321,Jerdy Schouten,nl NED,MF,Bologna,it Serie A,26-092,1997,25,21,1821,20.2,0,2,2,0,0,0,3,0,0.3,0.3,1.2,1.5,9,92,16,0,0.1,0.1,0,0.1,0.02,0.06,0.07,0.02,0.07
2322,Perr Schuurs,nl NED,DF,Torino,it Serie A,23-139,1999,23,22,1806,20.1,0,2,2,0,0,0,5,0,0.6,0.6,0.4,1,8,49,2,0,0.1,0.1,0,0.1,0.03,0.02,0.05,0.03,0.05
2323,Marvin Schwäbe,de GER,GK,Köln,de Bundesliga,27-354,1995,27,27,2430,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2324,Alexander Schwolow,de GER,GK,Schalke 04,de Bundesliga,30-316,1992,17,17,1530,17,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01
2325,Demba Seck,sn SEN,FWMF,Torino,it Serie A,22-063,2001,14,5,388,4.3,0,0,0,0,0,0,0,0,0.4,0.4,0.2,0.6,18,12,35,0,0,0,0,0,0.09,0.05,0.14,0.09,0.14
2326,Haris Seferović,ch SUI,FW,Celta Vigo,es La Liga,31-051,1992,9,5,475,5.3,2,0,2,2,0,0,1,0,1.5,1.5,0.2,1.7,8,7,20,0.38,0,0.38,0.38,0.38,0.28,0.04,0.32,0.28,0.32
2327,Jacopo Segre,it ITA,DF,Torino,it Serie A,26-056,1997,1,0,21,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2328,Paul Seguin,de GER,MF,Union Berlin,de Bundesliga,28-016,1995,19,4,663,7.4,1,3,4,1,0,0,4,0,1.2,1.2,2,3.2,13,40,28,0.14,0.41,0.54,0.14,0.54,0.16,0.27,0.43,0.16,0.43
2329,Alidu Seidu,gh GHA,DF,Clermont Foot,fr Ligue 1,22-314,2000,22,22,1919,21.3,0,0,0,0,0,0,8,0,0.1,0.1,0.5,0.6,23,52,34,0,0,0,0,0,0.01,0.02,0.03,0.01,0.03
2330,Davie Selke,de GER,FW,Hertha BSC,de Bundesliga,28-084,1995,13,3,282,3.1,1,1,2,0,1,1,1,0,1.2,0.4,0.9,1.3,3,5,22,0.32,0.32,0.64,0,0.32,0.39,0.28,0.66,0.14,0.41
2331,Davie Selke,de GER,FW,Köln,de Bundesliga,28-084,1995,10,6,488,5.4,1,0,1,1,0,0,0,0,1.7,1.7,0.2,1.8,5,5,21,0.18,0,0.18,0.18,0.18,0.31,0.03,0.33,0.31,0.33
2332,Matz Sels,be BEL,GK,Strasbourg,fr Ligue 1,31-047,1992,30,30,2700,30,0,0,0,0,0,0,2,0,0,0,0.3,0.3,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.01
2333,Nélson Semedo,pt POR,DF,Wolves,eng Premier League,29-149,1993,28,23,1958,21.8,0,1,1,0,0,0,9,1,0.3,0.3,0.7,1,39,85,117,0,0.05,0.05,0,0.05,0.01,0.03,0.04,0.01,0.04
2334,Vivaldo Semedo,pt POR,FW,Udinese,it Serie A,18-076,2005,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2335,Antoine Semenyo,gh GHA,FWMF,Bournemouth,eng Premier League,23-097,2000,9,2,243,2.7,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,5,5,11,0,0,0,0,0,0.07,0.02,0.09,0.07,0.09
2336,Marvin Senaya,tg TOG,DF,Strasbourg,fr Ligue 1,22-076,2001,1,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2337,Marcos Senesi,ar ARG,DF,Bournemouth,eng Premier League,25-339,1997,25,24,2052,22.8,2,0,2,2,0,0,4,0,1.5,1.5,0.5,2,8,41,2,0.09,0,0.09,0.09,0.09,0.07,0.02,0.09,0.07,0.09
2338,Stefano Sensi,it ITA,MF,Monza,it Serie A,27-252,1995,22,19,1451,16.1,3,1,4,3,0,0,6,0,1.4,1.4,1.8,3.2,26,133,35,0.19,0.06,0.25,0.19,0.25,0.08,0.11,0.2,0.08,0.2
2339,Jaime Seoane,es ESP,MF,Getafe,es La Liga,26-082,1997,15,2,309,3.4,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,5,7,6,0,0,0,0,0,0.02,0.08,0.11,0.02,0.11
2340,Luigi Sepe,it ITA,GK,Salernitana,it Serie A,31-341,1991,17,17,1530,17,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2341,Suat Serdar,de GER,MF,Hertha BSC,de Bundesliga,26-003,1997,26,22,1736,19.3,4,1,5,4,0,0,4,0,1.9,1.9,1.1,3.1,29,68,44,0.21,0.05,0.26,0.21,0.26,0.1,0.06,0.16,0.1,0.16
2342,Leonardo Sernicola,it ITA,DF,Cremonese,it Serie A,25-258,1997,24,21,1805,20.1,2,1,3,2,0,0,8,0,1.2,1.2,1.3,2.5,50,53,80,0.1,0.05,0.15,0.1,0.15,0.06,0.07,0.12,0.06,0.12
2343,Ryan Sessegnon,eng ENG,DF,Tottenham,eng Premier League,22-331,2000,17,9,813,9,2,0,2,2,0,0,4,0,1.6,1.6,1.1,2.7,24,22,64,0.22,0,0.22,0.22,0.22,0.18,0.12,0.3,0.18,0.3
2344,Stephan El Shaarawy,it ITA,DFMF,Roma,it Serie A,30-169,1992,22,9,1085,12.1,4,1,5,4,0,0,3,0,3.6,3.6,0.9,4.4,41,46,94,0.33,0.08,0.41,0.33,0.41,0.3,0.07,0.37,0.3,0.37
2345,Luke Shaw,eng ENG,DF,Manchester Utd,eng Premier League,27-276,1995,24,23,1967,21.9,1,2,3,1,0,0,6,0,0.9,0.9,3,3.9,52,106,66,0.05,0.09,0.14,0.05,0.14,0.04,0.14,0.18,0.04,0.18
2346,Jonjo Shelvey,eng ENG,MF,Newcastle Utd,eng Premier League,31-046,1992,3,0,37,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
2347,Jonjo Shelvey,eng ENG,MF,Nott'ham Forest,eng Premier League,31-046,1992,8,6,540,6,0,0,0,0,0,0,2,0,0.2,0.2,0.3,0.5,1,34,0,0,0,0,0,0,0.03,0.05,0.08,0.03,0.08
2348,Eldor Shomurodov,uz UZB,FW,Spezia,it Serie A,27-289,1995,9,5,460,5.1,1,0,1,1,0,0,1,0,2.4,2.4,0.5,2.9,5,11,31,0.2,0,0.2,0.2,0.2,0.47,0.09,0.56,0.47,0.56
2349,Eldor Shomurodov,uz UZB,FW,Roma,it Serie A,27-289,1995,6,1,119,1.3,0,0,0,0,0,0,0,0,0.6,0.6,0,0.6,3,4,15,0,0,0,0,0,0.45,0,0.45,0.45,0.45
2350,Kaj Sierhuis,nl NED,MFFW,Reims,fr Ligue 1,24-352,1998,8,0,65,0.7,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,2,1,8,0,0,0,0,0,0.33,0,0.33,0.33,0.33
2351,Vincent Sierro,ch SUI,MFFW,Toulouse,fr Ligue 1,27-188,1995,7,2,223,2.5,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.4,2,18,4,0,0,0,0,0,0.1,0.05,0.15,0.1,0.15
2352,Kiliann Sildillia,fr FRA,DFMF,Freiburg,de Bundesliga,20-333,2002,24,22,1893,21,0,2,2,0,0,0,4,1,0.8,0.8,0.7,1.6,19,71,44,0,0.1,0.1,0,0.1,0.04,0.03,0.07,0.04,0.07
2353,André Silva,pt POR,FW,RB Leipzig,de Bundesliga,27-159,1995,27,19,1622,18,4,3,7,4,0,0,2,0,8.9,8.9,2.9,11.8,33,35,137,0.22,0.17,0.39,0.22,0.39,0.5,0.16,0.66,0.5,0.66
2354,Bernardo Silva,pt POR,MFFW,Manchester City,eng Premier League,28-247,1994,27,20,1827,20.3,4,5,9,4,0,0,3,0,2,2,2.8,4.8,77,103,159,0.2,0.25,0.44,0.2,0.44,0.1,0.14,0.24,0.1,0.24
2355,Caio Henrique Oliveira Silva,br BRA,DF,Monaco,fr Ligue 1,25-257,1997,27,25,2262,25.1,1,9,10,1,0,0,3,0,0.7,0.7,4.2,4.9,46,151,117,0.04,0.36,0.4,0.04,0.4,0.03,0.17,0.2,0.03,0.2
2356,David Silva,es ESP,MF,Real Sociedad,es La Liga,37-096,1986,21,19,1470,16.3,1,4,5,1,0,0,3,0,2.5,2.5,3.1,5.6,57,126,99,0.06,0.24,0.31,0.06,0.31,0.15,0.19,0.34,0.15,0.34
2357,Rui Silva,pt POR,GK,Betis,es La Liga,29-066,1994,22,22,1980,22,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2358,Thiago Silva,br BRA,DF,Chelsea,eng Premier League,38-204,1984,21,20,1812,20.1,0,2,2,0,0,0,1,0,1,1,0.4,1.4,4,82,1,0,0.1,0.1,0,0.1,0.05,0.02,0.07,0.05,0.07
