Rk,Gls.Stan,Sh.Stan,SoT.Stan,SoT%.Stan,Sh/90.Stan,SoT/90.Stan,G/Sh.Stan,G/SoT.Stan,Dist.Stan,FK.Stan,PK.Stan,PKatt.Stan,xG,npxG,npxG/Sh,G-xG,np:G-xG
2558,0,3,0,0,0.7,0,0,,29.3,0,0,0,0.1,0.1,0.02,-0.1,-0.1
2559,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2560,1,19,6,31.6,0.93,0.29,0.05,0.17,17.6,0,0,0,1,1,0.05,0,0
2561,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2562,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2563,3,16,4,25,0.85,0.21,0.13,0.5,18.2,0,1,2,3,1.4,0.09,0,+0.6
2564,0,5,1,20,0.72,0.14,0,0,21.7,0,0,0,0.2,0.2,0.04,-0.2,-0.2
2565,0,11,2,18.2,0.64,0.12,0,0,16,0,0,0,0.6,0.6,0.05,-0.6,-0.6
2566,1,12,4,33.3,0.42,0.14,0.08,0.25,28.2,11,0,0,0.7,0.7,0.06,+0.3,+0.3
2567,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2568,1,10,3,30,1.62,0.49,0.1,0.33,16.4,0,0,0,1.4,1.4,0.14,-0.4,-0.4
2569,7,38,17,44.7,2.6,1.16,0.18,0.41,15,0,0,0,4.4,4.4,0.12,+2.6,+2.6
2570,0,10,3,30,0.46,0.14,0,0,21.3,0,0,0,0.6,0.6,0.06,-0.6,-0.6
2571,2,18,6,33.3,2.17,0.72,0.11,0.33,17.3,0,0,0,1.2,1.2,0.07,+0.8,+0.8
2572,0,7,2,28.6,1.01,0.29,0,0,15.5,0,0,0,0.6,0.6,0.09,-0.6,-0.6
2573,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2574,3,8,5,62.5,1.18,0.74,0.38,0.6,12.1,0,0,0,2.2,2.2,0.28,+0.8,+0.8
2575,0,2,1,50,0.35,0.18,0,0,11.6,0,0,0,0.1,0.1,0.05,-0.1,-0.1
2576,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2577,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2578,1,11,2,18.2,0.45,0.08,0.09,0.5,17.3,0,0,0,1.2,1.2,0.11,-0.2,-0.2
2579,3,22,6,27.3,0.91,0.25,0.14,0.5,13.3,0,0,0,2.5,2.5,0.11,+0.5,+0.5
2580,2,10,4,40,1.92,0.77,0.2,0.5,15.2,0,0,0,1.7,1.7,0.17,+0.3,+0.3
2581,0,3,1,33.3,0.25,0.08,0,0,21,0,0,0,0.2,0.2,0.06,-0.2,-0.2
2582,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2583,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2584,0,8,0,0,0.55,0,0,,14.3,0,0,0,0.7,0.7,0.08,-0.7,-0.7
2585,13,65,23,35.4,2.4,0.85,0.14,0.39,18.6,13,4,5,9.5,5.6,0.09,+3.5,+3.4
2586,0,14,4,28.6,4.88,1.4,0,0,10.1,0,0,0,2.2,2.2,0.18,-2.2,-2.2
2587,2,50,16,32,2.53,0.81,0.02,0.06,17,2,1,1,5.6,4.8,0.1,-3.6,-3.8
2588,0,7,1,14.3,0.3,0.04,0,0,9,0,0,0,0.7,0.7,0.1,-0.7,-0.7
2589,0,8,3,37.5,0.5,0.19,0,0,12.4,0,0,0,0.8,0.8,0.1,-0.8,-0.8
2590,0,1,1,100,0.9,0.9,0,0,16.9,0,0,0,0.2,0.2,0.18,-0.2,-0.2
2591,0,1,0,0,0.3,0,0,,29.8,0,0,0,0,0,0.03,0,0
2592,0,3,0,0,0.63,0,0,,34.3,0,0,0,0.1,0.1,0.02,-0.1,-0.1
2593,0,1,1,100,1.96,1.96,0,0,13.2,0,0,0,0.1,0.1,0.07,-0.1,-0.1
2594,1,14,3,21.4,1.45,0.31,0.07,0.33,13.4,0,0,0,1.6,1.6,0.11,-0.6,-0.6
2595,0,1,1,100,0.39,0.39,0,0,10,0,0,0,0.1,0.1,0.12,-0.1,-0.1
2596,0,11,1,9.1,0.54,0.05,0,0,22.9,0,0,0,0.4,0.4,0.04,-0.4,-0.4
2597,2,33,5,15.2,1.42,0.21,0.06,0.4,20.8,2,0,0,1.7,1.7,0.05,+0.3,+0.3
2598,0,4,0,0,0.53,0,0,,15.7,0,0,0,0.4,0.4,0.09,-0.4,-0.4
2599,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2600,0,8,2,25,0.4,0.1,0,0,16.5,0,0,0,0.6,0.6,0.07,-0.6,-0.6
2601,1,3,1,33.3,0.73,0.24,0.33,1,8.7,0,0,0,0.2,0.2,0.05,+0.8,+0.8
2602,0,3,1,33.3,0.15,0.05,0,0,31.9,0,0,0,0.1,0.1,0.02,-0.1,-0.1
2603,0,1,1,100,4.09,4.09,0,0,5.7,0,0,0,0.3,0.3,0.32,-0.3,-0.3
2604,0,1,1,100,0.44,0.44,0,0,12.6,0,0,0,0,0,0.03,0,0
2605,0,2,1,50,0.52,0.26,0,0,9,0,0,0,0.2,0.2,0.08,-0.2,-0.2
2606,7,54,19,35.2,2.36,0.83,0.13,0.37,23.8,2,0,0,3.4,3.4,0.06,+3.6,+3.6
2607,3,23,8,34.8,0.98,0.34,0.13,0.38,11.6,0,0,0,2.2,2.2,0.1,+0.8,+0.8
2608,1,21,6,28.6,1.17,0.34,0.05,0.17,19.6,0,0,0,2.1,2.1,0.1,-1.1,-1.1
2609,0,6,3,50,0.33,0.16,0,0,8.6,0,0,0,0.7,0.7,0.12,-0.7,-0.7
2610,1,19,7,36.8,1.21,0.45,0.05,0.14,11.8,0,0,0,2.8,2.8,0.15,-1.8,-1.8
2611,2,15,4,26.7,1.6,0.43,0.13,0.5,19.8,0,0,0,0.9,0.9,0.06,+1.1,+1.1
2612,0,6,0,0,0.5,0,0,,12.4,0,0,0,0.4,0.4,0.06,-0.4,-0.4
2613,0,6,1,16.7,1.96,0.33,0,0,21,0,0,0,0.2,0.2,0.03,-0.2,-0.2
2614,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2615,3,10,6,60,1.34,0.8,0.3,0.5,18.6,0,0,0,1.4,1.4,0.14,+1.6,+1.6
2616,2,20,4,20,1.38,0.28,0.1,0.5,18.3,0,0,0,2.1,2.1,0.11,-0.1,-0.1
2617,9,48,22,45.8,2.72,1.25,0.19,0.41,19,0,0,0,5.5,5.5,0.11,+3.5,+3.5
2618,0,5,0,0,1.34,0,0,,26.2,1,0,0,0.1,0.1,0.03,-0.1,-0.1
2619,1,2,1,50,0.11,0.05,0.5,1,5,0,0,0,0.4,0.4,0.19,+0.6,+0.6
2620,0,14,2,14.3,1.24,0.18,0,0,23.8,2,0,0,0.5,0.5,0.03,-0.5,-0.5
2621,1,14,4,28.6,0.64,0.18,0.07,0.25,16.7,0,0,0,1.7,1.7,0.12,-0.7,-0.7
2622,1,13,1,7.7,0.48,0.04,0.08,1,16.1,0,0,0,1.2,1.2,0.09,-0.2,-0.2
2623,0,3,1,33.3,1.81,0.6,0,0,16.3,0,0,0,0.5,0.5,0.16,-0.5,-0.5
2624,0,5,4,80,0.73,0.59,0,0,21.4,0,0,0,0.3,0.3,0.07,-0.3,-0.3
2625,2,23,6,26.1,2.81,0.73,0.04,0.17,23,0,1,1,2,1.2,0.05,0,-0.2
2626,2,16,4,25,2.08,0.52,0.13,0.5,22.6,4,0,0,1,1,0.07,+1.0,+1.0
2627,1,6,2,33.3,0.89,0.3,0.17,0.5,13.6,1,0,0,0.3,0.3,0.04,+0.7,+0.7
2628,3,22,7,31.8,0.92,0.29,0.14,0.43,19.7,1,0,0,2.6,2.6,0.12,+0.4,+0.4
2629,0,5,3,60,0.27,0.16,0,0,17.2,0,0,0,0.4,0.4,0.08,-0.4,-0.4
2630,0,14,3,21.4,1.86,0.4,0,0,25.3,0,0,0,0.6,0.6,0.04,-0.6,-0.6
2631,3,18,3,16.7,0.83,0.14,0.06,0.33,23.8,0,2,2,2.5,1,0.05,+0.5,0
2632,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2633,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2634,0,3,2,66.7,0.29,0.19,0,0,17.4,0,0,0,0.1,0.1,0.04,-0.1,-0.1
2635,0,9,1,11.1,0.64,0.07,0,0,9.5,0,0,0,0.6,0.6,0.06,-0.6,-0.6
2636,0,8,1,12.5,0.66,0.08,0,0,18.9,0,0,0,0.5,0.5,0.07,-0.5,-0.5
2637,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2638,1,13,2,15.4,2.82,0.43,0.08,0.5,19.8,0,0,0,0.7,0.7,0.06,+0.3,+0.3
2639,0,0,0,,0,0,,,,,0,0,,,,,
2640,0,6,1,16.7,0.66,0.11,0,0,,,0,0,,,,,
2641,0,1,1,100,0.37,0.37,0,0,14,0,0,0,0.1,0.1,0.09,-0.1,-0.1
2642,1,2,1,50,7.5,3.75,0.5,1,19.7,0,0,0,0.2,0.2,0.1,+0.8,+0.8
2643,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2644,3,26,7,26.9,1.35,0.36,0.12,0.43,25.1,1,0,0,2.2,2.2,0.09,+0.8,+0.8
2645,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2646,1,17,3,17.6,1.83,0.32,0.06,0.33,22.4,0,0,0,1,1,0.06,0,0
2647,0,4,1,25,3.71,0.93,0,0,11.6,0,0,0,0.3,0.3,0.08,-0.3,-0.3
2648,0,1,0,0,0.13,0,0,,26.1,0,0,0,0,0,0.03,0,0
2649,0,1,0,0,0.36,0,0,,16.5,0,0,0,0.1,0.1,0.06,-0.1,-0.1
2650,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2651,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2652,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2653,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2654,2,14,7,50,1.7,0.85,0.14,0.29,11.3,0,0,0,1.7,1.7,0.12,+0.3,+0.3
2655,1,12,5,41.7,4.29,1.79,0.08,0.2,14.4,0,0,0,3.1,3.1,0.26,-2.1,-2.1
2656,1,2,1,50,0.28,0.14,0.5,1,7.8,0,0,0,0.1,0.1,0.05,+0.9,+0.9
2657,0,2,1,50,1.33,0.67,0,0,12.1,0,0,0,0.5,0.5,0.24,-0.5,-0.5
2658,0,23,6,26.1,1.08,0.28,0,0,20.4,0,0,0,2.1,2.1,0.09,-2.1,-2.1
2659,1,11,2,18.2,0.58,0.1,0.09,0.5,11.9,0,0,0,1.1,1.1,0.1,-0.1,-0.1
2660,8,53,16,30.2,3.07,0.93,0.11,0.38,15.9,4,2,3,8.1,5.8,0.11,-0.1,+0.2
2661,4,44,16,36.4,1.93,0.7,0.09,0.25,17.6,1,0,0,3.8,3.8,0.09,+0.2,+0.2
2662,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2663,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2664,0,13,4,30.8,0.99,0.3,0,0,18.3,0,0,0,0.9,0.9,0.07,-0.9,-0.9
2665,2,12,6,50,2.63,1.32,0.17,0.33,15.9,0,0,0,1.4,1.4,0.11,+0.6,+0.6
2666,1,4,1,25,1.76,0.44,0.25,1,15.7,0,0,0,0.4,0.4,0.09,+0.6,+0.6
2667,0,1,1,100,3.75,3.75,0,0,24.1,0,0,0,0,0,0.05,0,0
2668,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2669,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2670,1,15,4,26.7,0.95,0.25,0.07,0.25,8.7,0,0,0,1.4,1.4,0.1,-0.4,-0.4
2671,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2672,0,27,6,22.2,1,0.22,0,0,25.9,0,0,0,1,1,0.04,-1,-1
2673,1,11,4,36.4,1.6,0.58,0.09,0.25,17.1,0,0,0,1.2,1.2,0.11,-0.2,-0.2
2674,2,6,2,33.3,1.32,0.44,0.17,0.5,14.4,0,1,1,1.9,1.1,0.19,+0.1,-0.1
2675,0,3,1,33.3,0.22,0.07,0,0,24.7,0,0,0,0.4,0.4,0.12,-0.4,-0.4
2676,1,10,3,30,0.47,0.14,0.1,0.33,17.5,0,0,0,0.8,0.8,0.08,+0.2,+0.2
2677,0,1,1,100,0.56,0.56,0,0,9.2,0,0,0,0.2,0.2,0.25,-0.2,-0.2
2678,0,5,1,20,0.54,0.11,0,0,17.6,0,0,0,0.8,0.8,0.16,-0.8,-0.8
2679,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2680,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2681,0,2,0,0,0.11,0,0,,12.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1
2682,7,36,13,36.1,1.2,0.43,0.17,0.46,27.4,15,1,3,4.8,2.3,0.06,+2.2,+3.7
2683,12,66,37,56.1,2.46,1.38,0.17,0.3,12.5,0,1,1,12.2,11.4,0.18,-0.2,-0.4
2684,0,24,10,41.7,1.6,0.67,0,0,21.4,0,0,0,2.1,2.1,0.09,-2.1,-2.1
2685,0,15,1,6.7,0.84,0.06,0,0,11.3,0,0,0,1.6,1.6,0.1,-1.6,-1.6
2686,0,10,3,30,1.44,0.43,0,0,12.2,0,0,0,1.3,1.3,0.13,-1.3,-1.3
2687,0,6,0,0,0.43,0,0,,14.5,0,0,0,0.3,0.3,0.04,-0.3,-0.3
2688,2,4,4,100,9.23,9.23,0.5,0.5,7.1,0,0,0,1.6,1.6,0.4,+0.4,+0.4
2689,1,23,7,30.4,1.03,0.31,0.04,0.14,17.7,0,0,0,1.8,1.8,0.08,-0.8,-0.8
2690,0,1,0,0,0.52,0,0,,14,0,0,0,0.1,0.1,0.05,-0.1,-0.1
2691,1,18,7,38.9,2.17,0.84,0.06,0.14,12.8,0,0,0,2.3,2.3,0.13,-1.3,-1.3
2692,3,42,16,38.1,2.66,1.01,0.07,0.19,13.7,0,0,0,6.5,6.5,0.15,-3.5,-3.5
2693,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2694,7,47,19,40.4,2.91,1.17,0.15,0.37,15.3,0,0,0,6.7,6.7,0.14,+0.3,+0.3
2695,2,8,2,25,0.31,0.08,0.25,1,17.6,0,0,0,1.3,1.3,0.16,+0.7,+0.7
2696,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2697,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2698,2,18,6,33.3,1.12,0.37,0.11,0.33,10.6,0,0,0,2.5,2.4,0.13,-0.5,-0.4
2699,0,13,5,38.5,0.45,0.17,0,0,8.6,0,0,0,1.6,1.6,0.13,-1.6,-1.6
2700,2,15,3,20,2.58,0.52,0.13,0.67,14.4,0,0,0,1.9,1.9,0.12,+0.1,+0.1
2701,6,55,20,36.4,2.43,0.88,0.11,0.3,14.9,0,0,1,6.8,6,0.11,-0.8,0
2702,0,22,5,22.7,1.21,0.27,0,0,21.8,2,0,0,1.1,1.1,0.05,-1.1,-1.1
2703,5,50,16,32,2.2,0.7,0.1,0.31,17.6,1,0,0,3.9,3.9,0.08,+1.1,+1.1
2704,3,25,11,44,1.46,0.64,0.12,0.27,16.6,0,0,0,2.5,2.5,0.1,+0.5,+0.5
2705,3,44,13,29.5,1.98,0.58,0.07,0.23,16.6,0,0,0,5.8,5.8,0.13,-2.8,-2.8
2706,10,48,21,43.8,3.18,1.39,0.19,0.43,12.5,0,1,1,10.4,9.6,0.2,-0.4,-0.6
2707,0,9,1,11.1,1.75,0.19,0,0,15.2,0,0,0,1.1,1.1,0.12,-1.1,-1.1
2708,3,20,7,35,1.48,0.52,0.15,0.43,12.6,0,0,0,2.4,2.4,0.12,+0.6,+0.6
2709,4,21,6,28.6,2.54,0.72,0.19,0.67,13.5,0,0,0,2.2,2.2,0.11,+1.8,+1.8
2710,0,6,0,0,0.53,0,0,,24,0,0,0,0.3,0.3,0.04,-0.3,-0.3
2711,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2712,1,5,3,60,0.65,0.39,0.2,0.33,16.2,0,0,0,0.7,0.7,0.14,+0.3,+0.3
2713,0,1,0,0,0.47,0,0,,5.3,0,0,0,0.2,0.2,0.16,-0.2,-0.2
2714,5,24,10,41.7,1.78,0.74,0.21,0.5,14.7,0,0,0,3.9,3.9,0.16,+1.1,+1.1
2715,0,6,0,0,0.38,0,0,,19,0,0,0,0.3,0.3,0.05,-0.3,-0.3
2716,0,7,1,14.3,0.8,0.11,0,0,14,1,0,0,0.6,0.6,0.08,-0.6,-0.6
2717,1,6,3,50,1.47,0.74,0.17,0.33,11.6,0,0,0,1.3,1.3,0.22,-0.3,-0.3
2718,1,19,5,26.3,1.39,0.37,0.05,0.2,18.7,0,0,0,1,1,0.05,0,0
2719,1,11,4,36.4,1.6,0.58,0.09,0.25,16.5,0,0,0,2,2,0.18,-1,-1
2720,2,8,3,37.5,1.61,0.61,0.13,0.33,14.7,0,1,1,1.8,1,0.13,+0.2,0
2721,1,3,1,33.3,0.73,0.24,0.33,1,8.2,0,0,0,1,1,0.32,0,0
2722,0,5,0,0,0.49,0,0,,8.9,0,0,0,0.7,0.7,0.13,-0.7,-0.7
2723,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2724,1,5,1,20,0.26,0.05,0.2,1,12.7,0,0,0,0.5,0.5,0.11,+0.5,+0.5
2725,0,5,0,0,0.82,0,0,,22.8,0,0,0,0.1,0.1,0.02,-0.1,-0.1
2726,5,31,8,25.8,1.13,0.29,0.16,0.63,17.8,3,0,0,3,3,0.1,+2.0,+2.0
2727,0,10,1,10,0.85,0.09,0,0,18.7,0,0,0,0.5,0.5,0.05,-0.5,-0.5
2728,0,25,5,20,1.51,0.3,0,0,16.9,0,0,0,2.2,2.2,0.09,-2.2,-2.2
2729,1,5,2,40,2.25,0.9,0.2,0.5,19,0,0,0,0.2,0.2,0.03,+0.8,+0.8
2730,0,9,1,11.1,3.19,0.35,0,0,13.9,0,0,0,0.8,0.8,0.09,-0.8,-0.8
2731,0,1,0,0,0.45,0,0,,18.7,0,0,0,0.1,0.1,0.06,-0.1,-0.1
2732,0,3,1,33.3,1.06,0.35,0,0,25.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1
2733,0,2,0,0,0.31,0,0,,15.9,0,0,0,0.1,0.1,0.05,-0.1,-0.1
2734,0,9,0,0,0.33,0,0,,14.4,0,0,0,0.9,0.9,0.1,-0.9,-0.9
2735,1,9,2,22.2,0.53,0.12,0.11,0.5,27.2,0,0,0,0.2,0.2,0.03,+0.8,+0.8
2736,0,2,0,0,0.09,0,0,,17.7,0,0,0,0.1,0.1,0.07,-0.1,-0.1
2737,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2738,10,44,21,47.7,1.92,0.92,0.2,0.43,16.6,1,1,1,5.9,5.1,0.12,+4.1,+3.9
2739,0,11,3,27.3,1.32,0.36,0,0,11.2,0,0,0,1.5,1.5,0.14,-1.5,-1.5
2740,6,56,20,35.7,2.44,0.87,0.11,0.3,17.1,0,0,2,5.9,4.2,0.08,+0.1,+1.8
2741,2,6,4,66.7,0.99,0.66,0.33,0.5,17.1,0,0,0,1.3,1.3,0.22,+0.7,+0.7
2742,0,2,0,0,0.53,0,0,,16.9,0,0,0,0.2,0.2,0.09,-0.2,-0.2
2743,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2744,1,31,11,35.5,2.76,0.98,0.03,0.09,22.5,8,0,0,2.6,2.6,0.09,-1.6,-1.6
2745,0,1,0,0,0.14,0,0,,32.7,0,0,0,0,0,0.01,0,0
2746,1,18,6,33.3,1,0.33,0.06,0.17,22.7,0,0,0,1,1,0.05,0,0
2747,2,34,9,26.5,1.34,0.36,0.06,0.22,17.2,1,0,0,3.5,3.5,0.1,-1.5,-1.5
2748,0,2,1,50,1.23,0.62,0,0,17.6,0,0,0,0,0,0.01,0,0
2749,0,19,4,21.1,2.29,0.48,0,0,19.9,2,0,0,1.2,1.2,0.06,-1.2,-1.2
2750,1,28,7,25,2.83,0.71,0.04,0.14,17.2,0,0,0,2.9,2.9,0.1,-1.9,-1.9
2751,1,8,3,37.5,0.93,0.35,0.13,0.33,16.8,0,0,0,1,1,0.13,0,0
2752,0,1,1,100,7.5,7.5,0,0,13,0,0,0,0.1,0.1,0.06,-0.1,-0.1
2753,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2754,1,30,6,20,2.89,0.58,0.03,0.17,16.1,0,0,0,2.6,2.6,0.09,-1.6,-1.6
2755,1,13,4,30.8,1.68,0.52,0.08,0.25,16,0,0,0,0.9,0.9,0.07,+0.1,+0.1
2756,0,15,3,20,2,0.4,0,0,25.7,0,0,0,0.6,0.6,0.04,-0.6,-0.6
2757,0,8,0,0,0.66,0,0,,18.2,0,0,0,0.4,0.4,0.04,-0.4,-0.4
2758,1,3,1,33.3,0.76,0.25,0.33,1,15.3,0,0,0,0.4,0.4,0.13,+0.6,+0.6
2759,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2760,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2761,0,2,0,0,1.96,0,0,,12.9,0,0,0,0.1,0.1,0.07,-0.1,-0.1
2762,0,2,0,0,0.75,0,0,,29.4,0,0,0,0.1,0.1,0.04,-0.1,-0.1
2763,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2764,0,4,0,0,0.25,0,0,,12.9,0,0,0,0.4,0.4,0.1,-0.4,-0.4
2765,0,30,6,20,2.88,0.58,0,0,20.8,5,0,0,2,2,0.07,-2,-2
2766,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2767,0,1,1,100,1.32,1.32,0,0,13.8,0,0,0,0,0,0.04,0,0
2768,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2769,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2770,3,33,11,33.3,3.95,1.32,0.09,0.27,18.4,0,0,0,2.5,2.5,0.08,+0.5,+0.5
2771,3,42,16,38.1,2.12,0.81,0.07,0.19,22.5,3,0,0,2.7,2.7,0.07,+0.3,+0.3
2772,0,4,2,50,0.89,0.44,0,0,12,0,0,0,0.8,0.8,0.2,-0.8,-0.8
2773,1,26,7,26.9,1.28,0.35,0.04,0.14,22.6,0,0,0,1.3,1.3,0.05,-0.3,-0.3
2774,1,19,5,26.3,3.02,0.79,0.05,0.2,14.3,0,0,0,2.5,2.5,0.13,-1.5,-1.5
2775,0,13,2,15.4,2.05,0.31,0,0,21,0,0,0,0.6,0.6,0.04,-0.6,-0.6
2776,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2777,3,26,8,30.8,1.83,0.56,0.12,0.38,12.8,0,0,0,3.8,3.8,0.15,-0.8,-0.8
2778,1,4,3,75,1.62,1.22,0.25,0.33,20.4,0,0,0,0.1,0.1,0.03,+0.9,+0.9
2779,0,4,1,25,0.8,0.2,0,0,26.2,0,0,0,0.1,0.1,0.02,-0.1,-0.1
2780,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2781,2,16,5,31.3,0.87,0.27,0.13,0.4,10.1,0,0,0,2.1,2.1,0.13,-0.1,-0.1
2782,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2783,1,5,1,20,0.25,0.05,0.2,1,16.3,0,0,0,0.6,0.6,0.11,+0.4,+0.4
2784,1,8,2,25,0.32,0.08,0.13,0.5,18.8,0,0,0,0.8,0.8,0.1,+0.2,+0.2
2785,0,2,1,50,5.63,2.81,0,0,15.2,0,0,0,0.1,0.1,0.06,-0.1,-0.1
2786,0,3,1,33.3,1.13,0.37,0,0,22.3,0,0,0,0.1,0.1,0.04,-0.1,-0.1
2787,10,77,23,29.9,2.81,0.84,0.13,0.43,19.6,8,0,0,8.2,8.2,0.11,+1.8,+1.8
2788,1,8,2,25,0.91,0.23,0.13,0.5,11,0,0,0,0.5,0.5,0.07,+0.5,+0.5
2789,3,23,11,47.8,1.15,0.55,0.13,0.27,18.5,0,0,0,2.4,2.4,0.1,+0.6,+0.6
