Rk,Gls.Stan,Sh.Stan,SoT.Stan,SoT%.Stan,Sh/90.Stan,SoT/90.Stan,G/Sh.Stan,G/SoT.Stan,Dist.Stan,FK.Stan,PK.Stan,PKatt.Stan,xG,npxG,npxG/Sh,G-xG,np:G-xG
272,17,53,30,56.6,2.91,1.65,0.25,0.43,13.7,1,4,5,14.2,10.3,0.2,+2.8,+2.7
273,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
274,0,13,6,46.2,1.59,0.73,0,0,21,0,0,0,0.8,0.8,0.06,-0.8,-0.8
275,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
276,1,12,2,16.7,0.61,0.1,0.08,0.5,25.7,3,0,0,0.7,0.7,0.06,+0.3,+0.3
277,4,54,17,31.5,3.02,0.95,0.02,0.06,21.9,5,3,3,5.3,3,0.05,-1.3,-2
278,5,31,9,29,1.36,0.39,0.13,0.44,17.3,3,1,1,4.1,3.3,0.11,+0.9,+0.7
279,3,34,11,32.4,1.47,0.47,0.06,0.18,27.6,7,1,1,2.2,1.4,0.04,+0.8,+0.6
280,5,15,9,60,0.9,0.54,0.33,0.56,15.8,0,0,0,2.2,2.2,0.15,+2.8,+2.8
281,14,76,28,36.8,4.51,1.66,0.12,0.32,15.9,3,5,6,15.8,10.8,0.14,-1.8,-1.8
282,6,57,13,22.8,3.9,0.89,0.04,0.15,22.4,4,4,5,7.4,3.5,0.06,-1.4,-1.5
283,1,21,5,23.8,1.25,0.3,0.05,0.2,21.3,0,0,0,0.9,0.9,0.04,+0.1,+0.1
284,3,41,14,34.1,2.1,0.72,0.07,0.21,17.5,2,0,0,3.5,3.5,0.09,-0.5,-0.5
285,0,3,0,0,0.23,0,0,,21.4,0,0,0,0.1,0.1,0.04,-0.1,-0.1
286,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
287,0,23,11,47.8,2.59,1.24,0,0,19,0,0,0,1.9,1.9,0.08,-1.9,-1.9
288,9,48,13,27.1,2.74,0.74,0.13,0.46,18.5,5,3,4,7.8,4.7,0.1,+1.2,+1.3
289,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
290,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
291,1,7,6,85.7,0.55,0.47,0.14,0.17,11.4,0,0,0,0.9,0.9,0.12,+0.1,+0.1
292,0,3,0,0,0.46,0,0,,18.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1
293,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
294,10,51,18,35.3,2.43,0.86,0.18,0.5,13.2,0,1,1,9.4,8.6,0.17,+0.6,+0.4
295,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
296,1,7,4,57.1,0.34,0.19,0.14,0.25,10.9,0,0,0,0.8,0.8,0.11,+0.2,+0.2
297,0,2,1,50,1.61,0.8,0,0,25.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1
298,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
299,0,2,1,50,1.05,0.53,0,0,11.5,0,0,0,0.1,0.1,0.07,-0.1,-0.1
300,0,19,6,31.6,1.05,0.33,0,0,16.1,0,0,0,1.3,1.3,0.07,-1.3,-1.3
301,3,15,4,26.7,0.67,0.18,0.2,0.75,9,0,0,0,1.9,1.9,0.13,+1.1,+1.1
302,6,27,13,48.1,2.08,1,0.22,0.46,11.7,0,0,0,6.1,6.1,0.23,-0.1,-0.1
303,0,1,1,100,0.99,0.99,0,0,26.1,0,0,0,0,0,0.03,0,0
304,7,31,17,54.8,1.26,0.69,0.23,0.41,18.9,5,0,0,3.8,3.8,0.12,+3.2,+3.2
305,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
306,1,18,3,16.7,0.75,0.12,0.06,0.33,28.1,10,0,1,1.5,0.7,0.04,-0.5,+0.3
307,0,13,4,30.8,1.05,0.32,0,0,16.8,0,0,0,1.1,1.1,0.08,-1.1,-1.1
308,0,6,1,16.7,1.59,0.27,0,0,22.6,0,0,0,0.4,0.4,0.07,-0.4,-0.4
309,0,7,2,28.6,2.17,0.62,0,0,22.4,0,0,0,1,1,0.14,-1,-1
310,0,5,0,0,0.55,0,0,,26.2,0,0,0,0.2,0.2,0.03,-0.2,-0.2
311,0,8,1,12.5,1.56,0.2,0,0,24.4,4,0,0,0.3,0.3,0.04,-0.3,-0.3
312,2,17,7,41.2,1.37,0.56,0.12,0.29,22.2,1,0,0,0.8,0.8,0.05,+1.2,+1.2
313,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
314,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
315,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
316,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
317,7,73,24,32.9,3.02,0.99,0.07,0.21,22.2,3,2,4,7.9,4.9,0.07,-0.9,+0.1
318,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
319,2,7,3,42.9,0.36,0.15,0.29,0.67,10.5,1,0,0,1.5,1.5,0.21,+0.5,+0.5
320,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
321,1,9,2,22.2,0.48,0.11,0.11,0.5,15.8,0,0,0,1.1,1.1,0.12,-0.1,-0.1
322,0,1,1,100,0.67,0.67,0,0,24.8,0,0,0,0.1,0.1,0.06,-0.1,-0.1
323,2,2,2,100,1.36,1.36,1,1,6.2,0,0,0,0.8,0.8,0.4,+1.2,+1.2
324,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
325,0,3,0,0,0.91,0,0,,15.4,0,0,0,0.2,0.2,0.08,-0.2,-0.2
326,0,1,1,100,5,5,0,0,31.2,1,0,0,0.1,0.1,0.06,-0.1,-0.1
327,0,5,3,60,0.53,0.32,0,0,20.6,0,0,0,0.5,0.5,0.11,-0.5,-0.5
328,2,13,3,23.1,1.68,0.39,0.15,0.67,20.2,2,0,0,1.9,1.9,0.14,+0.1,+0.1
329,0,2,0,0,0.34,0,0,,28.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1
330,1,6,3,50,2.93,1.47,0.17,0.33,18.5,0,0,0,0.4,0.4,0.07,+0.6,+0.6
331,0,1,0,0,0.15,0,0,,22.1,0,0,0,0,0,0.02,0,0
332,4,47,12,25.5,2.44,0.62,0.09,0.33,19.9,2,0,0,3.8,3.8,0.08,+0.2,+0.2
333,2,32,7,21.9,2.65,0.58,0.06,0.29,18.9,1,0,0,2.4,2.4,0.07,-0.4,-0.4
334,0,1,0,0,1.5,0,0,,21.2,0,0,0,0.1,0.1,0.06,-0.1,-0.1
335,2,31,9,29,2.18,0.63,0.06,0.22,21.6,2,0,0,3.2,3.2,0.1,-1.2,-1.2
336,0,2,0,0,0.43,0,0,,11.3,0,0,0,0.2,0.2,0.1,-0.2,-0.2
337,1,2,1,50,0.26,0.13,0.5,1,15.1,0,0,1,0.9,0.1,0.05,+0.1,+0.9
338,2,20,5,25,0.77,0.19,0.1,0.4,14.5,0,0,0,2.8,2.8,0.14,-0.8,-0.8
339,0,1,0,0,3.21,0,0,,34.7,0,0,0,0.1,0.1,0.1,-0.1,-0.1
340,0,2,1,50,0.13,0.07,0,0,10.5,0,0,0,0.2,0.2,0.11,-0.2,-0.2
341,2,22,6,27.3,2.35,0.64,0.05,0.17,13.4,0,1,1,3.6,2.8,0.13,-1.6,-1.8
342,1,4,1,25,1,0.25,0.25,1,15.1,0,0,0,0.4,0.4,0.09,+0.6,+0.6
343,0,16,5,31.3,0.62,0.19,0,0,11.3,0,0,0,1.3,1.3,0.08,-1.3,-1.3
344,0,3,0,0,1.5,0,0,,24.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1
345,0,7,0,0,2.75,0,0,,14.2,0,0,0,1.2,1.2,0.17,-1.2,-1.2
346,0,7,3,42.9,1.76,0.76,0,0,20.2,0,0,0,0.5,0.5,0.07,-0.5,-0.5
347,0,12,5,41.7,0.85,0.36,0,0,23.6,0,0,0,0.6,0.6,0.05,-0.6,-0.6
348,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
349,4,21,9,42.9,2.27,0.97,0.1,0.22,20.8,4,2,2,3.6,2.1,0.1,+0.4,-0.1
350,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
351,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
352,0,2,1,50,1.94,0.97,0,0,28.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1
353,0,22,2,9.1,0.88,0.08,0,0,27.4,1,0,0,1.1,1.1,0.05,-1.1,-1.1
354,3,48,10,20.8,1.82,0.38,0.04,0.2,19.9,7,1,1,5,4.2,0.09,-2,-2.2
355,0,5,1,20,1.36,0.27,0,0,14.8,0,0,0,0.4,0.4,0.08,-0.4,-0.4
356,4,61,13,21.3,2.11,0.45,0.05,0.23,16.6,1,1,2,7.5,6.5,0.11,-3.5,-3.5
357,3,46,15,32.6,2.32,0.76,0.07,0.2,15.6,1,0,1,5.2,4.4,0.1,-2.2,-1.4
358,0,5,2,40,2,0.8,0,0,17.9,0,0,0,0.4,0.4,0.08,-0.4,-0.4
359,0,6,0,0,0.31,0,0,,23.5,1,0,0,0.2,0.2,0.03,-0.2,-0.2
360,3,18,5,27.8,2.75,0.76,0.17,0.6,24.9,0,0,0,0.9,0.9,0.05,+2.1,+2.1
361,9,43,19,44.2,2.04,0.9,0.21,0.47,15.4,2,0,0,7.3,7.3,0.17,+1.7,+1.7
362,1,2,1,50,0.15,0.08,0.5,1,6.8,0,0,0,0.4,0.4,0.18,+0.6,+0.6
363,8,29,15,51.7,1.38,0.72,0.28,0.53,17.8,1,0,0,3.8,3.8,0.13,+4.2,+4.2
364,1,11,4,36.4,0.95,0.35,0.09,0.25,12.4,0,0,0,1.2,1.2,0.1,-0.2,-0.2
365,0,13,1,7.7,0.49,0.04,0,0,19,0,0,0,0.5,0.5,0.04,-0.5,-0.5
366,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
367,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
368,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
369,0,2,0,0,1.89,0,0,,23.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1
370,0,2,1,50,0.66,0.33,0,0,20.2,0,0,0,0.1,0.1,0.05,-0.1,-0.1
371,3,23,5,21.7,0.94,0.2,0.13,0.6,9.3,0,0,0,3.9,3.9,0.17,-0.9,-0.9
372,1,6,5,83.3,1.84,1.53,0.17,0.2,11,0,0,0,0.8,0.8,0.14,+0.2,+0.2
373,0,8,1,12.5,0.49,0.06,0,0,15.8,0,0,0,0.7,0.7,0.08,-0.7,-0.7
374,0,1,0,0,2.9,0,0,,16.4,0,0,0,0,0,0.04,0,0
375,0,3,0,0,0.37,0,0,,11.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1
376,1,3,2,66.7,2.25,1.5,0.33,0.5,14.3,0,0,0,0.4,0.4,0.14,+0.6,+0.6
377,2,17,4,23.5,1.37,0.32,0.12,0.5,20.9,1,0,0,2,2,0.12,0,0
378,0,7,0,0,0.32,0,0,,26.3,0,0,0,0.2,0.2,0.03,-0.2,-0.2
379,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
380,1,6,2,33.3,1.84,0.61,0.17,0.5,14,0,0,0,1.2,1.2,0.2,-0.2,-0.2
381,0,7,1,14.3,0.49,0.07,0,0,22.1,1,0,0,0.4,0.4,0.05,-0.4,-0.4
382,0,2,1,50,1.22,0.61,0,0,19.4,0,0,0,0.1,0.1,0.05,-0.1,-0.1
383,1,8,2,25,1.51,0.38,0.13,0.5,14.1,0,0,0,1.5,1.5,0.19,-0.5,-0.5
384,0,1,0,0,0.54,0,0,,18.9,0,0,0,0,0,0.03,0,0
385,1,4,1,25,1.01,0.25,0.25,1,22.1,0,0,0,0.2,0.2,0.06,+0.8,+0.8
386,2,36,11,30.6,2.5,0.76,0.06,0.18,11.7,0,0,0,3.8,3.8,0.1,-1.8,-1.8
387,5,35,8,22.9,1.68,0.38,0.14,0.63,16.1,1,0,0,5,5,0.14,0,0
388,0,4,1,25,0.34,0.08,0,0,18.5,0,0,0,0.2,0.2,0.04,-0.2,-0.2
389,0,12,3,25,0.45,0.11,0,0,12,0,0,0,1.2,1.2,0.1,-1.2,-1.2
390,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
391,7,47,13,27.7,2.01,0.56,0.09,0.31,17.7,0,3,3,6.4,4,0.09,+0.6,0
392,0,31,10,32.3,4.03,1.3,0,0,19.3,6,0,0,1.9,1.9,0.06,-1.9,-1.9
393,0,2,0,0,3.1,0,0,,16.5,0,0,0,0.1,0.1,0.07,-0.1,-0.1
394,0,15,0,0,0.71,0,0,,9.3,0,0,0,1.5,1.5,0.1,-1.5,-1.5
395,0,4,2,50,1.7,0.85,0,0,25.1,0,0,0,0.2,0.2,0.04,-0.2,-0.2
396,1,20,6,30,3.38,1.01,0.05,0.17,12.6,0,0,1,3,2.2,0.11,-2,-1.2
397,2,8,5,62.5,2.69,1.68,0.25,0.4,14,0,0,0,1,1,0.13,+1.0,+1.0
398,0,13,3,23.1,0.47,0.11,0,0,11.1,0,0,0,1.2,1.2,0.09,-1.2,-1.2
399,0,3,0,0,0.41,0,0,,27.5,0,0,0,0.1,0.1,0.02,-0.1,-0.1
400,0,6,1,16.7,0.31,0.05,0,0,23.4,0,0,0,0.3,0.3,0.05,-0.3,-0.3
401,2,3,2,66.7,0.37,0.25,0.67,1,17.6,0,0,0,0.4,0.4,0.12,+1.6,+1.6
402,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
403,3,22,11,50,3.87,1.94,0.14,0.27,17.9,0,0,0,2.3,2.3,0.1,+0.7,+0.7
404,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
405,5,37,20,54.1,1.77,0.95,0.14,0.25,14.9,7,0,0,5.5,5.5,0.15,-0.5,-0.5
406,0,5,1,20,0.88,0.18,0,0,17,0,0,0,0.3,0.3,0.06,-0.3,-0.3
407,0,17,4,23.5,0.78,0.18,0,0,9.9,0,0,0,1.9,1.9,0.11,-1.9,-1.9
408,0,4,0,0,0.9,0,0,,23,0,0,0,0.2,0.2,0.05,-0.2,-0.2
409,2,10,4,40,0.56,0.22,0.2,0.5,16.1,0,0,0,0.6,0.6,0.06,+1.4,+1.4
410,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
411,1,20,7,35,0.77,0.27,0.05,0.14,23.8,0,0,0,1.3,1.3,0.07,-0.3,-0.3
412,0,12,0,0,2.01,0,0,,19.8,0,0,0,0.7,0.7,0.06,-0.7,-0.7
413,3,23,6,26.1,1.83,0.48,0.13,0.5,19.1,0,0,0,1.3,1.3,0.06,+1.7,+1.7
414,0,1,0,0,0.66,0,0,,13.2,0,0,0,0,0,0.05,0,0
415,1,9,1,11.1,0.69,0.08,0.11,1,22.3,0,0,0,1,1,0.11,0,0
416,0,11,4,36.4,0.79,0.29,0,0,10.5,0,0,0,0.8,0.8,0.07,-0.8,-0.8
417,0,6,1,16.7,0.32,0.05,0,0,12.6,0,0,0,0.7,0.7,0.12,-0.7,-0.7
418,0,5,2,40,0.36,0.14,0,0,8.6,0,0,0,0.5,0.5,0.11,-0.5,-0.5
419,0,3,1,33.3,0.33,0.11,0,0,10.6,0,0,0,0.3,0.3,0.1,-0.3,-0.3
420,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
421,2,44,11,25,2.06,0.51,0.02,0.09,26.3,9,1,1,2.7,1.9,0.04,-0.7,-0.9
422,0,1,0,0,1.43,0,0,,16.7,0,0,0,0,0,0.03,0,0
423,1,6,2,33.3,1.86,0.62,0.17,0.5,19.8,0,0,0,0.4,0.4,0.07,+0.6,+0.6
424,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
425,1,16,4,25,1.97,0.49,0.06,0.25,10.7,0,0,0,2.9,2.9,0.18,-1.9,-1.9
426,1,17,5,29.4,1,0.29,0.06,0.2,16.5,0,0,0,1.6,1.6,0.1,-0.6,-0.6
427,0,7,1,14.3,1.53,0.22,0,0,23.3,1,0,0,0.3,0.3,0.04,-0.3,-0.3
428,0,20,5,25,1.04,0.26,0,0,28.9,0,0,0,0.8,0.8,0.04,-0.8,-0.8
429,0,1,0,0,3.75,0,0,,11.1,0,0,0,0.1,0.1,0.05,-0.1,-0.1
430,0,1,1,100,0.22,0.22,0,0,6.5,0,0,0,0.2,0.2,0.16,-0.2,-0.2
431,0,16,3,18.8,0.99,0.19,0,0,22.4,0,0,0,0.7,0.7,0.05,-0.7,-0.7
432,3,19,8,42.1,2.74,1.15,0.16,0.38,16.3,0,0,0,2.2,2.2,0.12,+0.8,+0.8
433,0,10,3,30,0.56,0.17,0,0,18.8,0,0,0,0.6,0.6,0.06,-0.6,-0.6
434,0,1,1,100,1.32,1.32,0,0,6.8,0,0,0,0.2,0.2,0.17,-0.2,-0.2
435,5,56,14,25,2.59,0.65,0.09,0.36,15.8,0,0,0,5.7,5.7,0.1,-0.7,-0.7
436,0,2,0,0,2.43,0,0,,11.3,0,0,0,0.1,0.1,0.05,-0.1,-0.1
437,2,7,2,28.6,0.5,0.14,0.14,0.5,22.5,0,1,1,1.2,0.5,0.06,+0.8,+0.5
438,4,27,8,29.6,1.45,0.43,0.11,0.38,21.8,6,1,1,3.8,3,0.11,+0.2,0
439,0,6,1,16.7,2.22,0.37,0,0,17.8,0,0,0,0.4,0.4,0.06,-0.4,-0.4
440,2,17,3,17.6,1.2,0.21,0.12,0.67,22.7,0,0,0,0.8,0.8,0.05,+1.2,+1.2
441,1,6,2,33.3,1.18,0.39,0.17,0.5,16.8,0,0,0,0.4,0.4,0.07,+0.6,+0.6
442,4,35,15,42.9,1.41,0.6,0.11,0.27,21.9,2,0,0,2.9,2.9,0.08,+1.1,+1.1
443,0,1,1,100,3.6,3.6,0,0,10.8,0,0,0,0.1,0.1,0.09,-0.1,-0.1
444,0,1,0,0,1.17,0,0,,16.1,0,0,0,0.1,0.1,0.07,-0.1,-0.1
445,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
446,0,14,6,42.9,0.98,0.42,0,0,18.6,0,0,0,1.3,1.3,0.09,-1.3,-1.3
447,0,16,6,37.5,0.98,0.37,0,0,19.8,0,0,0,1.8,1.8,0.12,-1.8,-1.8
448,4,40,9,22.5,1.92,0.43,0.08,0.33,19,0,1,1,4.5,3.7,0.09,-0.5,-0.7
449,1,19,5,26.3,1.56,0.41,0.05,0.2,14.8,0,0,0,1.9,1.9,0.1,-0.9,-0.9
450,2,26,10,38.5,2.12,0.81,0.04,0.1,13.7,0,1,1,3.9,3.1,0.12,-1.9,-2.1
451,1,20,9,45,0.86,0.39,0.05,0.11,19.1,2,0,0,1.9,1.9,0.1,-0.9,-0.9
452,0,1,1,100,0.54,0.54,0,0,10.8,0,0,0,0.1,0.1,0.05,-0.1,-0.1
453,0,1,0,0,1.55,0,0,,16.1,0,0,0,0.1,0.1,0.08,-0.1,-0.1
454,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
455,0,5,1,20,0.3,0.06,0,0,27,1,0,0,0.2,0.2,0.03,-0.2,-0.2
456,0,4,2,50,1.55,0.77,0,0,13.4,0,0,0,0.2,0.2,0.05,-0.2,-0.2
457,1,6,3,50,3.33,1.67,0.17,0.33,14.5,0,0,0,1.5,1.5,0.25,-0.5,-0.5
458,0,2,1,50,0.6,0.3,0,0,23.3,0,0,0,0,0,0.02,0,0
459,5,29,11,37.9,1.15,0.44,0.17,0.45,15.8,0,0,0,2.6,2.6,0.09,+2.4,+2.4
460,0,4,0,0,2.01,0,0,,15.7,0,0,0,0.4,0.4,0.09,-0.4,-0.4
461,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
462,0,2,1,50,9,4.5,0,0,24.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1
463,1,4,1,25,2.26,0.57,0.25,1,21.1,1,0,0,0.2,0.2,0.06,+0.8,+0.8
464,1,5,3,60,0.76,0.46,0.2,0.33,17.9,0,0,0,0.4,0.4,0.08,+0.6,+0.6
465,2,5,2,40,0.85,0.34,0.4,1,14.3,0,0,0,0.8,0.8,0.17,+1.2,+1.2
466,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
467,3,47,16,34,2.72,0.93,0.06,0.19,17.4,2,0,0,4.4,4.4,0.09,-1.4,-1.4
468,0,7,0,0,0.43,0,0,,22.5,0,0,0,0.2,0.2,0.03,-0.2,-0.2
469,2,11,4,36.4,2.91,1.06,0.18,0.5,11.5,0,0,0,1.1,1.1,0.1,+0.9,+0.9
470,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
471,2,16,6,37.5,0.81,0.3,0.13,0.33,14.9,0,0,0,2.1,2.1,0.13,-0.1,-0.1
472,1,8,2,25,0.39,0.1,0.13,0.5,10.9,0,0,0,0.6,0.6,0.08,+0.4,+0.4
473,2,17,5,29.4,1.14,0.34,0.12,0.4,22.5,0,0,0,2.1,2.1,0.12,-0.1,-0.1
474,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
475,0,7,1,14.3,0.38,0.05,0,0,26.9,0,0,0,0.2,0.2,0.03,-0.2,-0.2
476,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
477,1,15,3,20,0.53,0.11,0.07,0.33,11,0,0,0,1.8,1.8,0.12,-0.8,-0.8
478,0,10,1,10,0.97,0.1,0,0,26.5,1,0,0,0.5,0.5,0.05,-0.5,-0.5
479,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
480,6,63,20,31.7,2.75,0.87,0.08,0.25,16.2,0,1,1,7.6,6.8,0.11,-1.6,-1.8
481,0,7,2,28.6,0.34,0.1,0,0,13.7,0,0,0,0.5,0.5,0.07,-0.5,-0.5
482,4,34,10,29.4,2.5,0.74,0.12,0.4,18.6,2,0,0,2.6,2.6,0.08,+1.4,+1.4
483,1,9,2,22.2,0.64,0.14,0.11,0.5,24.1,0,0,0,0.3,0.3,0.03,+0.7,+0.7
484,0,7,2,28.6,2.45,0.7,0,0,18.9,0,0,0,0.4,0.4,0.05,-0.4,-0.4
485,0,7,1,14.3,0.36,0.05,0,0,28.8,1,0,0,0.2,0.2,0.03,-0.2,-0.2
486,1,11,4,36.4,0.43,0.16,0.09,0.25,8.5,0,0,0,1.2,1.2,0.11,-0.2,-0.2
487,1,24,8,33.3,2.37,0.79,0.04,0.13,20.5,0,0,0,1.4,1.4,0.06,-0.4,-0.4
488,0,6,2,33.3,0.36,0.12,0,0,18.5,0,0,0,0.3,0.3,0.06,-0.3,-0.3
489,5,24,7,29.2,2.07,0.6,0.13,0.43,15.3,2,2,3,5.3,3,0.12,-0.3,0
490,0,8,2,25,0.79,0.2,0,0,23.1,0,0,0,0.4,0.4,0.05,-0.4,-0.4
491,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
492,2,6,2,33.3,0.47,0.16,0.33,1,15.9,0,0,0,0.8,0.8,0.13,+1.2,+1.2
493,4,30,6,20,2.13,0.43,0.13,0.67,15,0,0,0,3.3,3.3,0.11,+0.7,+0.7
494,0,4,0,0,1.08,0,0,,15.8,0,0,0,0.2,0.2,0.06,-0.2,-0.2
495,0,4,1,25,0.35,0.09,0,0,14.7,0,0,0,0.3,0.3,0.08,-0.3,-0.3
496,0,1,0,0,0.22,0,0,,12.3,0,0,0,0.1,0.1,0.09,-0.1,-0.1
497,0,8,0,0,0.58,0,0,,22.3,0,0,0,0.5,0.5,0.06,-0.5,-0.5
498,0,19,4,21.1,1.16,0.24,0,0,19.4,0,0,0,2.1,2.1,0.11,-2.1,-2.1
499,1,15,9,60,6.96,4.18,0.07,0.11,20.9,0,0,0,1.6,1.6,0.11,-0.6,-0.6
500,0,0,0,,0,0,,,,,0,0,,,,,
501,0,9,2,22.2,0.69,0.15,0,0,8.6,0,0,0,1.1,1.1,0.12,-1.1,-1.1
502,0,2,1,50,0.56,0.28,0,0,26.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1
503,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
504,5,48,18,37.5,2.36,0.89,0.1,0.28,16.5,0,0,0,4.8,4.8,0.1,+0.2,+0.2
505,0,1,1,100,7.5,7.5,0,0,10.1,0,0,0,0.1,0.1,0.09,-0.1,-0.1
506,0,5,1,20,0.44,0.09,0,0,11.1,0,0,0,0.4,0.4,0.08,-0.4,-0.4
507,0,1,0,0,0.31,0,0,,29.2,0,0,0,0,0,0.03,0,0
508,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
509,1,7,1,14.3,2.48,0.35,0.14,1,23.2,0,0,0,0.6,0.6,0.09,+0.4,+0.4
510,0,13,2,15.4,0.66,0.1,0,0,11.6,0,0,0,1,1,0.08,-1,-1
511,2,22,8,36.4,1.05,0.38,0.09,0.25,22.1,0,0,0,1,1,0.04,+1.0,+1.0
512,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
513,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
514,3,39,13,33.3,2.74,0.91,0.08,0.23,18.6,3,0,0,3.3,3.3,0.08,-0.3,-0.3
515,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
516,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
517,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
518,0,11,1,9.1,2.35,0.21,0,0,20.5,1,0,0,0.7,0.7,0.07,-0.7,-0.7
519,2,14,3,21.4,1.18,0.25,0.14,0.67,16.8,0,0,0,1.1,1.1,0.08,+0.9,+0.9
520,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
521,0,16,5,31.3,0.76,0.24,0,0,22.2,0,0,0,0.8,0.8,0.05,-0.8,-0.8
522,0,10,1,10,0.48,0.05,0,0,29.3,0,0,0,0.3,0.3,0.03,-0.3,-0.3
523,0,6,3,50,0.43,0.21,0,0,14,0,0,0,0.4,0.4,0.07,-0.4,-0.4
524,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
525,1,21,8,38.1,1.5,0.57,0.05,0.13,14.6,0,0,0,1.7,1.7,0.08,-0.7,-0.7
526,0,4,1,25,1.55,0.39,0,0,16.4,0,0,0,0.3,0.3,0.07,-0.3,-0.3
527,6,40,14,35,2.18,0.76,0.15,0.43,18.5,0,0,0,4.4,4.4,0.11,+1.6,+1.6
528,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
529,1,1,1,100,0.1,0.1,1,1,3.7,0,0,0,0.8,0.8,0.8,+0.2,+0.2
530,0,8,3,37.5,1.2,0.45,0,0,30.4,1,0,0,0.2,0.2,0.02,-0.2,-0.2
531,0,6,2,33.3,1.94,0.65,0,0,24.6,0,0,0,0.2,0.2,0.03,-0.2,-0.2
532,6,23,8,34.8,2.92,1.01,0.13,0.38,14.5,0,3,4,5.1,1.8,0.08,+0.9,+1.2
533,0,2,1,50,1.94,0.97,0,0,30,0,0,0,0,0,0.02,0,0
534,1,18,4,22.2,1.55,0.34,0.06,0.25,20.3,0,0,0,2,2,0.11,-1,-1
535,0,1,0,0,2.5,0,0,,13.9,0,0,0,0,0,0.04,0,0
536,4,36,16,44.4,1.65,0.73,0.11,0.25,19.8,0,0,0,3.9,3.9,0.11,+0.1,+0.1
537,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
538,0,2,0,0,2.81,0,0,,24,0,0,0,0.1,0.1,0.04,-0.1,-0.1
539,3,11,6,54.5,1.88,1.03,0.27,0.5,17.9,0,0,0,1.1,1.1,0.1,+1.9,+1.9
540,1,34,9,26.5,1.58,0.42,0.03,0.11,17.9,0,0,0,2.9,2.9,0.08,-1.9,-1.9
541,0,8,3,37.5,0.39,0.15,0,0,16.9,0,0,0,0.6,0.6,0.07,-0.6,-0.6
542,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
543,1,4,2,50,0.18,0.09,0.25,0.5,8.5,0,0,0,0.8,0.8,0.21,+0.2,+0.2
544,1,5,1,20,1.29,0.26,0.2,1,15.4,0,0,0,0.8,0.8,0.16,+0.2,+0.2
