,Tota,Tota,Tota,Tota,Tota,Shor,Shor,Shor,Medi,Medi,Medi,Long,Long,Long,,,,,,,,,,
Rk,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
678,174,283,61.5,2825,1485,94,117,80.3,55,83,66.3,18,48,37.5,1,0.6,0.9,+0.4,6,13,15,5,30,Matches
679,22,36,61.1,358,133,11,13,84.6,8,11,72.7,2,4,50,0,0,0,0,0,2,0,0,5,Matches
680,2,2,100,51,0,0,0,,2,2,100,0,0,,0,0,0,0,0,0,0,0,0,Matches
681,299,414,72.2,6524,4557,109,109,100,122,128,95.3,63,172,36.6,0,0,0,0,0,5,0,0,1,Matches
682,876,999,87.7,12393,3470,530,561,94.5,281,327,85.9,29,48,60.4,3,2.5,2.8,+0.5,18,63,15,4,81,Matches
683,196,340,57.6,2598,672,123,189,65.1,53,95,55.8,8,16,50,1,1.1,0.4,-0.1,11,25,6,1,26,Matches
684,756,1089,69.4,11726,4368,409,481,85,241,322,74.8,66,156,42.3,5,7.2,7.8,-2.2,83,63,73,1,154,Matches
685,950,1250,76,13947,3778,542,623,87,308,394,78.2,55,134,41,2,2.7,2.6,-0.7,35,103,26,7,132,Matches
686,22,26,84.6,498,172,8,8,100,9,10,90,5,7,71.4,0,0,0.1,0,1,4,3,1,5,Matches
687,5,5,100,72,11,3,3,100,2,2,100,0,0,,0,0,0,0,0,0,0,0,1,Matches
688,249,386,64.5,3563,1159,139,174,79.9,62,104,59.6,22,50,44,0,1,0.8,-1,14,24,15,2,45,Matches
689,2008,2290,87.7,30064,10413,1175,1260,93.3,670,749,89.5,108,156,69.2,4,2.8,3,+1.2,34,163,41,5,196,Matches
690,881,1182,74.5,14089,3752,473,548,86.3,277,365,75.9,84,157,53.5,7,7,7.7,0,54,69,43,14,112,Matches
691,11,14,78.6,239,30,3,4,75,6,7,85.7,2,3,66.7,0,0.1,0,-0.1,1,0,1,1,0,Matches
692,426,535,79.6,7044,2466,195,230,84.8,179,207,86.5,32,55,58.2,0,0.2,0.4,-0.2,4,42,5,1,56,Matches
693,189,253,74.7,2470,375,108,135,80,60,76,78.9,5,7,71.4,5,2.4,1.5,+2.6,17,5,4,0,16,Matches
694,738,1015,72.7,11776,3083,373,444,84,271,339,79.9,60,112,53.6,12,9.2,9.9,+2.8,60,54,57,14,110,Matches
695,12,18,66.7,132,18,9,13,69.2,3,4,75,0,0,,0,0,0,0,0,1,0,0,1,Matches
696,540,726,74.4,11887,4496,146,186,78.5,293,338,86.7,95,189,50.3,1,0.2,0.3,+0.8,4,51,2,1,51,Matches
697,1,2,50,22,23,0,1,0,1,1,100,0,0,,0,0,0,0,0,0,0,0,0,Matches
698,623,704,88.5,10061,3871,302,320,94.4,263,290,90.7,42,63,66.7,1,0.7,1.1,+0.3,4,41,6,4,47,Matches
699,249,360,69.2,3226,559,160,205,78,56,83,67.5,11,15,73.3,1,2.8,1.2,-1.8,14,13,6,1,27,Matches
700,361,453,79.7,5657,1490,190,232,81.9,132,155,85.2,26,35,74.3,2,1,0.3,+1.0,16,43,3,2,57,Matches
701,52,61,85.2,1040,176,21,26,80.8,22,25,88,9,9,100,0,0,0,0,0,6,0,0,5,Matches
702,148,204,72.5,2164,471,84,105,80,47,56,83.9,9,19,47.4,0,1.4,1.3,-1.4,12,10,6,1,16,Matches
703,2133,2287,93.3,40019,12614,742,786,94.4,1201,1248,96.2,173,218,79.4,4,3.2,1.9,+0.8,15,209,3,0,139,Matches
704,79,106,74.5,1061,310,51,65,78.5,21,24,87.5,4,4,100,0,0.2,0.4,-0.2,3,6,4,1,14,Matches
705,56,71,78.9,900,265,29,34,85.3,22,26,84.6,4,9,44.4,0,0,0,0,1,3,0,0,4,Matches
706,605,721,83.9,8842,2068,335,375,89.3,207,234,88.5,28,44,63.6,3,2.3,2,+0.7,31,57,29,3,88,Matches
707,28,34,82.4,734,459,6,6,100,13,14,92.9,9,14,64.3,0,0,0,0,0,0,0,0,0,Matches
708,392,455,86.2,5406,1093,240,264,90.9,116,133,87.2,22,25,88,3,2.6,1.5,+0.4,20,14,22,4,38,Matches
709,508,694,73.2,9817,4121,181,208,87,245,290,84.5,70,162,43.2,0,0.1,0.6,-0.1,3,42,4,3,37,Matches
710,72,110,65.5,1151,253,32,45,71.1,30,37,81.1,5,12,41.7,1,0.7,0.2,+0.3,6,4,3,0,9,Matches
711,144,193,74.6,1799,302,84,105,80,39,47,83,2,4,50,1,1.9,1.4,-0.9,8,6,7,1,15,Matches
712,2056,2341,87.8,39774,16697,680,719,94.6,1138,1216,93.6,211,351,60.1,0,1.1,1.1,-1.1,7,98,9,1,103,Matches
713,3,9,33.3,42,19,2,7,28.6,1,1,100,0,1,0,0,0,0,0,0,0,0,0,0,Matches
714,629,838,75.1,9033,3799,389,436,89.2,189,251,75.3,35,104,33.7,4,2.2,1.7,+1.8,30,33,24,14,48,Matches
715,497,702,70.8,7850,3856,271,312,86.9,171,235,72.8,40,97,41.2,0,1.4,1.2,-1.4,22,41,9,4,49,Matches
716,247,338,73.1,3523,1620,147,169,87,78,114,68.4,14,27,51.9,2,1.1,0.3,+0.9,7,12,4,4,15,Matches
717,445,602,73.9,7039,2176,231,276,83.7,139,186,74.7,46,80,57.5,6,3.2,2.9,+2.8,31,43,18,4,76,Matches
718,26,33,78.8,364,122,19,22,86.4,5,7,71.4,2,2,100,0,0,0,0,0,1,0,0,4,Matches
719,1000,1216,82.2,17832,6312,477,504,94.6,377,432,87.3,118,215,54.9,3,5.2,5.4,-2.2,48,84,32,18,94,Matches
720,67,92,72.8,949,133,32,42,76.2,25,32,78.1,4,4,100,0,0.3,0.2,-0.3,5,8,1,0,7,Matches
721,545,947,57.6,18378,15120,70,71,98.6,222,227,97.8,249,639,39,0,0,0,0,0,21,0,0,0,Matches
722,192,215,89.3,3250,740,92,102,90.2,76,80,95,17,20,85,0,0.1,0.1,-0.1,1,21,1,0,21,Matches
723,413,552,74.8,6577,2162,208,247,84.2,137,180,76.1,39,71,54.9,4,2.4,2,+1.6,24,39,14,5,61,Matches
724,436,477,91.4,9306,3418,105,116,90.5,271,286,94.8,59,74,79.7,0,0,0.1,0,1,12,0,0,29,Matches
725,407,478,85.1,6741,2822,166,181,91.7,203,225,90.2,21,49,42.9,1,0.4,0.6,+0.6,1,15,0,0,14,Matches
726,708,977,72.5,11934,3228,355,452,78.5,233,294,79.3,84,151,55.6,4,3.6,3.9,+0.4,38,68,37,5,130,Matches
727,7,10,70,115,8,4,6,66.7,3,4,75,0,0,,0,0.3,0.3,-0.3,1,0,0,0,0,Matches
728,33,35,94.3,599,139,15,15,100,12,12,100,4,6,66.7,0,0,0,0,0,4,0,0,2,Matches
729,1542,1773,87,31409,12168,433,480,90.2,910,977,93.1,185,283,65.4,0,1,1.1,-1,7,113,5,1,120,Matches
730,1,1,100,22,0,0,0,,1,1,100,0,0,,0,0,0,0,0,0,0,0,0,Matches
731,926,1465,63.2,31107,24452,93,95,97.9,396,408,97.1,436,952,45.8,0,0.1,0.1,-0.1,1,23,1,0,2,Matches
732,1312,1519,86.4,22396,7986,594,643,92.4,574,653,87.9,108,145,74.5,1,0.4,0.6,+0.6,6,65,5,2,84,Matches
733,1031,1348,76.5,19481,7885,404,442,91.4,491,597,82.2,119,259,45.9,1,0.4,1.1,+0.6,10,74,8,4,89,Matches
734,109,147,74.1,1480,513,58,68,85.3,39,51,76.5,4,10,40,0,0.3,0.5,-0.3,6,10,9,2,18,Matches
735,690,836,82.5,12554,3859,287,324,88.6,337,366,92.1,59,117,50.4,0,0,0.2,0,3,57,8,4,57,Matches
736,1357,1650,82.2,28085,11345,427,492,86.8,681,771,88.3,229,339,67.6,0,0.6,1.7,-0.6,9,149,18,5,156,Matches
737,21,29,72.4,367,61,10,11,90.9,8,11,72.7,2,5,40,0,0,0,0,0,1,0,0,1,Matches
738,1192,1435,83.1,19624,7246,589,660,89.2,471,530,88.9,97,169,57.4,1,1.6,1.1,-0.6,13,99,18,7,100,Matches
739,498,738,67.5,13010,9504,113,113,100,216,225,96,148,378,39.2,0,0,0,0,0,3,0,0,0,Matches
740,63,95,66.3,740,150,46,57,80.7,12,21,57.1,1,11,9.1,0,0.5,0.2,-0.5,4,6,1,0,5,Matches
741,186,224,83,4797,2735,31,31,100,111,111,100,43,81,53.1,0,0,0,0,0,3,0,0,0,Matches
742,5,8,62.5,92,22,3,3,100,0,2,0,2,3,66.7,0,0,0,0,0,2,0,0,1,Matches
743,437,533,82,6693,1596,252,286,88.1,145,175,82.9,32,45,71.1,4,2,1.4,+2.0,15,13,10,4,24,Matches
744,115,156,73.7,1729,450,59,78,75.6,44,56,78.6,6,10,60,2,1.7,1,+0.3,9,9,11,0,30,Matches
745,172,243,70.8,2142,405,112,146,76.7,35,54,64.8,7,9,77.8,2,1.2,0.8,+0.8,15,7,9,3,16,Matches
746,65,107,60.7,2437,2056,6,6,100,18,19,94.7,41,82,50,0,0,0,0,0,1,0,0,0,Matches
747,59,87,67.8,882,245,35,43,81.4,19,29,65.5,3,6,50,0,0.2,0.3,-0.2,5,0,2,1,6,Matches
748,131,167,78.4,2526,819,52,60,86.7,59,63,93.7,16,36,44.4,0,0,0.2,0,0,8,1,0,9,Matches
749,2,3,66.7,25,2,2,2,100,0,0,,0,0,,0,0,0,0,0,0,0,0,0,Matches
750,994,1203,82.6,16850,5280,484,553,87.5,375,426,88,103,154,66.9,3,2.4,1.9,+0.6,27,108,29,4,113,Matches
751,76,89,85.4,1190,499,35,39,89.7,36,39,92.3,2,6,33.3,0,0.1,0,-0.1,2,8,0,0,9,Matches
752,12,17,70.6,114,28,10,10,100,1,5,20,0,0,,0,0,0,0,0,0,0,0,1,Matches
753,51,93,54.8,757,170,29,41,70.7,15,28,53.6,4,13,30.8,0,0.3,0.2,-0.3,5,4,4,2,4,Matches
754,424,469,90.4,8442,5460,152,154,98.7,200,206,97.1,70,106,66,0,0,0,0,0,1,0,0,0,Matches
755,905,1097,82.5,18988,5593,301,340,88.5,417,469,88.9,173,247,70,0,0.5,1,-0.5,14,66,5,2,90,Matches
756,1828,2049,89.2,34814,11568,602,634,95,1069,1129,94.7,144,248,58.1,0,0.7,0.6,-0.7,9,126,2,0,110,Matches
757,401,576,69.6,5416,1594,252,301,83.7,101,158,63.9,19,34,55.9,1,2.2,2.8,-1.2,22,45,25,10,75,Matches
758,7,10,70,183,39,1,3,33.3,3,4,75,2,2,100,0,0,0,0,0,1,0,0,2,Matches
759,864,1097,78.8,12771,3058,490,581,84.3,296,351,84.3,45,72,62.5,4,2,1.3,+2.0,19,81,19,0,113,Matches
760,1656,1904,87,27773,8109,750,832,90.1,719,803,89.5,127,162,78.4,4,3.6,2.9,+0.4,41,212,23,0,266,Matches
761,55,79,69.6,950,421,20,28,71.4,26,30,86.7,4,12,33.3,0,0,0,0,1,2,1,1,2,Matches
762,1,3,33.3,19,0,0,1,0,1,1,100,0,1,0,0,0,0,0,0,0,0,0,0,Matches
763,131,166,78.9,2264,689,68,76,89.5,45,56,80.4,14,22,63.6,1,0.4,0.4,+0.6,6,19,2,1,23,Matches
764,28,35,80,401,105,17,18,94.4,9,12,75,1,2,50,0,0,0.1,0,0,1,3,0,4,Matches
765,886,1083,81.8,13708,3696,468,517,90.5,361,420,86,38,82,46.3,1,2.1,2.3,-1.1,14,43,18,13,54,Matches
766,223,334,66.8,3517,1068,123,157,78.3,69,89,77.5,19,53,35.8,1,1.5,1,-0.5,16,21,9,3,31,Matches
767,276,345,80,7422,4533,50,50,100,128,136,94.1,97,156,62.2,0,0,0,0,0,4,0,0,0,Matches
768,178,261,68.2,3458,1283,54,70,77.1,99,134,73.9,19,44,43.2,0,0.1,0.1,-0.1,3,14,2,1,13,Matches
769,131,163,80.4,2517,1000,50,59,84.7,64,74,86.5,15,24,62.5,0,0,0,0,1,7,0,0,9,Matches
770,62,82,75.6,826,362,29,38,76.3,24,26,92.3,2,4,50,0,0,0,0,1,4,2,1,6,Matches
771,275,306,89.9,4059,769,157,168,93.5,91,98,92.9,15,20,75,1,2.3,0.8,-1.3,9,22,7,1,33,Matches
772,267,416,64.2,8418,6209,25,26,96.2,130,131,99.2,112,257,43.6,0,0,0,0,0,1,0,0,0,Matches
773,567,738,76.8,11907,5152,182,215,84.7,286,337,84.9,92,164,56.1,0,0.5,0.1,-0.5,3,37,1,0,44,Matches
774,807,970,83.2,16792,7265,251,273,91.9,412,474,86.9,130,193,67.4,0,0.4,0.2,-0.4,3,37,0,0,44,Matches
775,897,1352,66.3,15269,7747,439,510,86.1,351,495,70.9,90,265,34,4,2.5,2.6,+1.5,22,77,25,16,85,Matches
776,1125,1366,82.4,19088,5768,546,595,91.8,455,533,85.4,102,183,55.7,0,1,1.9,-1,17,86,25,8,108,Matches
777,534,846,63.1,18819,14800,62,62,100,228,233,97.9,242,544,44.5,0,0,0,0,2,13,0,0,0,Matches
778,491,678,72.4,8134,2310,237,304,78,164,222,73.9,60,83,72.3,0,2.2,2.1,-2.2,20,58,16,2,83,Matches
779,222,341,65.1,3339,1028,118,159,74.2,74,99,74.7,15,39,38.5,0,1.1,1.4,-1.1,13,19,8,3,33,Matches
780,906,1039,87.2,18829,5992,249,277,89.9,535,572,93.5,117,177,66.1,0,0.2,0.2,-0.2,4,50,1,0,41,Matches
781,35,49,71.4,626,250,12,17,70.6,18,24,75,3,5,60,0,0,0,0,0,4,0,0,3,Matches
782,630,860,73.3,9792,2884,335,400,83.8,244,332,73.5,32,64,50,4,4.4,3.5,-0.4,28,31,22,7,58,Matches
783,51,73,69.9,771,363,31,36,86.1,17,26,65.4,3,10,30,0,0,0,0,0,3,0,0,5,Matches
784,740,947,78.1,14309,4015,304,361,84.2,298,365,81.6,121,160,75.6,2,2,1.7,0,26,101,27,9,129,Matches
785,1726,1958,88.2,35875,11690,467,508,91.9,1019,1077,94.6,228,338,67.5,0,0.4,0.4,-0.4,3,87,4,1,83,Matches
786,183,278,65.8,3324,1157,74,88,84.1,89,123,72.4,18,53,34,1,0.4,0.3,+0.6,3,15,4,2,22,Matches
787,2,5,40,21,2,0,0,,1,1,100,0,0,,0,0,0.1,0,0,0,0,0,0,Matches
788,271,391,69.3,3247,671,149,210,71,73,96,76,7,15,46.7,1,0.7,0.9,+0.3,14,12,3,0,21,Matches
789,1326,1782,74.4,24090,10768,624,743,84,504,661,76.2,171,306,55.9,3,2.2,1.9,+0.8,25,151,27,17,169,Matches
790,912,1137,80.2,15325,3164,475,544,87.3,299,349,85.7,106,160,66.3,5,4.5,3.9,+0.5,38,71,27,6,103,Matches
791,568,804,70.6,9317,2428,303,393,77.1,182,250,72.8,58,90,64.4,6,3.9,2.8,+2.1,38,60,34,7,107,Matches
792,911,1086,83.9,16592,5963,359,407,88.2,439,491,89.4,96,149,64.4,0,0.6,0.5,-0.6,9,45,5,3,55,Matches
793,392,506,77.5,6438,2173,193,225,85.8,158,197,80.2,30,48,62.5,0,0.4,0.5,-0.4,5,16,9,5,29,Matches
794,1016,1128,90.1,22789,14725,280,280,100,519,523,99.2,212,316,67.1,0,0,0.1,0,0,7,1,0,3,Matches
795,297,370,80.3,4681,1156,152,177,85.9,110,126,87.3,21,30,70,1,1,0.5,0,9,31,6,0,34,Matches
796,309,429,72,3784,791,210,265,79.2,75,105,71.4,5,7,71.4,3,1.9,1.6,+1.1,21,24,10,0,42,Matches
797,1,1,100,29,27,0,0,,1,1,100,0,0,,0,0,0,0,0,0,0,0,0,Matches
798,690,942,73.2,10366,3363,387,470,82.3,232,314,73.9,42,77,54.5,2,1.4,1.6,+0.6,23,89,21,2,109,Matches
799,6,9,66.7,74,30,4,4,100,2,2,100,0,2,0,0,0.1,0.1,-0.1,1,1,0,0,1,Matches
800,248,364,68.1,4515,1989,110,126,87.3,107,145,73.8,29,66,43.9,1,1,0.7,0,9,19,10,6,22,Matches
801,20,32,62.5,268,68,13,20,65,5,6,83.3,1,3,33.3,0,0,0,0,0,1,0,0,1,Matches
802,589,747,78.8,9577,2870,298,358,83.2,225,268,84,50,77,64.9,0,0.3,0.4,-0.3,7,48,5,0,62,Matches
803,277,393,70.5,3455,416,187,244,76.6,63,86,73.3,8,16,50,3,1.5,1,+1.5,16,6,9,1,18,Matches
804,165,241,68.5,2197,520,96,119,80.7,45,67,67.2,7,16,43.8,0,0.4,0.4,-0.4,8,12,4,0,24,Matches
805,297,431,68.9,3795,826,197,258,76.4,71,97,73.2,11,17,64.7,2,2.4,1.9,-0.4,16,16,10,1,31,Matches
806,340,450,75.6,4282,910,229,265,86.4,71,97,73.2,12,21,57.1,2,2.4,1.2,-0.4,9,11,8,2,18,Matches
807,185,309,59.9,2474,795,115,162,71,47,75,62.7,10,20,50,1,1.3,1.3,-0.3,15,16,7,3,27,Matches
808,209,256,81.6,3057,789,121,135,89.6,68,79,86.1,11,14,78.6,0,0.6,0.4,-0.6,9,21,6,2,36,Matches
809,705,817,86.3,8943,1883,473,514,92,160,180,88.9,28,45,62.2,4,1.8,1.7,+2.2,24,54,17,0,53,Matches
810,528,565,93.5,8669,2398,248,263,94.3,236,242,97.5,32,39,82.1,2,0.4,0.3,+1.6,9,59,2,0,43,Matches
811,989,1184,83.5,19247,7115,339,386,87.8,525,588,89.3,112,180,62.2,1,0.1,0.5,+0.9,1,67,2,0,85,Matches
812,1615,1754,92.1,30022,9817,531,581,91.4,938,979,95.8,124,153,81,0,0.1,0.3,-0.1,4,38,1,0,73,Matches
813,158,245,64.5,1915,415,96,132,72.7,36,57,63.2,4,13,30.8,1,0.9,0.6,+0.1,13,9,5,1,12,Matches
814,432,638,67.7,5864,1378,279,367,76,118,168,70.2,15,38,39.5,2,2.3,2.1,-0.3,28,39,19,3,81,Matches
815,474,782,60.6,7606,2300,255,320,79.7,138,221,62.4,52,161,32.3,2,2.5,3.1,-0.5,37,20,22,11,54,Matches
816,398,541,73.6,5163,1225,244,312,78.2,105,128,82,17,26,65.4,3,4.7,3.4,-1.7,34,37,21,0,64,Matches
817,1170,1450,80.7,16330,4045,686,762,90,368,459,80.2,52,94,55.3,1,2.2,3,-1.2,28,32,28,14,68,Matches
818,57,68,83.8,769,108,36,38,94.7,15,19,78.9,3,4,75,0,0,0,0,0,0,2,0,2,Matches
819,20,32,62.5,279,76,10,15,66.7,7,12,58.3,1,2,50,0,0,0,0,0,1,0,0,1,Matches
820,122,191,63.9,1764,263,69,97,71.1,34,54,63,9,16,56.3,1,1.2,0.7,-0.2,6,7,3,0,14,Matches
821,16,27,59.3,290,81,7,13,53.8,6,7,85.7,2,2,100,0,0,0.1,0,1,2,1,1,2,Matches
822,1264,1579,80.1,20790,6227,624,737,84.7,511,586,87.2,96,149,64.4,2,1.3,2.6,+0.7,22,126,14,2,165,Matches
823,478,639,74.8,9842,3756,193,210,91.9,171,215,79.5,102,179,57,4,3.5,2.8,+0.5,30,84,17,7,82,Matches
824,882,1101,80.1,18586,6448,256,297,86.2,490,554,88.4,132,226,58.4,0,0.4,0.3,-0.4,5,34,1,0,32,Matches
825,4,5,80,79,8,1,1,100,2,3,66.7,1,1,100,0,0,0,0,0,0,0,0,0,Matches
826,265,399,66.4,4139,1281,145,190,76.3,82,122,67.2,20,43,46.5,0,0.2,0.2,-0.2,7,42,3,0,41,Matches
827,72,128,56.3,2690,2365,12,12,100,17,18,94.4,43,98,43.9,0,0,0,0,0,4,0,0,0,Matches
828,521,732,71.2,9345,3906,231,283,81.6,205,261,78.5,61,139,43.9,1,1.6,1.3,-0.6,13,34,10,5,51,Matches
829,1092,1757,62.2,19456,8642,504,598,84.3,413,635,65,136,358,38,2,2.5,3.4,-0.5,35,92,40,24,124,Matches
830,81,135,60,2337,1888,17,17,100,35,37,94.6,28,79,35.4,0,0,0,0,0,1,0,0,0,Matches
831,0,1,0,0,0,0,1,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,Matches
832,688,814,84.5,13062,3570,216,254,85,409,448,91.3,55,91,60.4,0,0.2,0.3,-0.2,2,26,2,0,29,Matches
833,820,1061,77.3,12658,4284,426,481,88.6,315,402,78.4,45,84,53.6,1,2.5,2.1,-1.5,13,45,29,10,70,Matches
834,151,168,89.9,3035,923,50,54,92.6,79,85,92.9,21,26,80.8,0,0.1,0.2,-0.1,2,15,3,1,16,Matches
835,846,1020,82.9,16742,6172,251,290,86.6,492,532,92.5,95,177,53.7,1,0.8,0.7,+0.2,4,52,5,0,49,Matches
836,234,304,77,3880,972,124,145,85.5,82,101,81.2,25,41,61,1,0.9,0.8,+0.1,11,22,7,2,33,Matches
837,132,186,71,1611,223,88,105,83.8,24,43,55.8,7,11,63.6,0,0.9,1.1,-0.9,6,4,4,1,8,Matches
838,666,1013,65.7,20643,15735,110,111,99.1,270,274,98.5,281,622,45.2,0,0,0,0,0,10,0,0,0,Matches
839,1350,1550,87.1,21821,5712,676,741,91.2,548,608,90.1,94,135,69.6,1,1.3,1.9,-0.3,16,151,12,1,134,Matches
840,618,853,72.5,10139,4205,300,364,82.4,253,337,75.1,47,107,43.9,2,1,0.9,+1.0,10,40,10,5,64,Matches
841,42,54,77.8,833,317,12,15,80,23,26,88.5,6,10,60,0,0.2,0.4,-0.2,2,9,3,1,12,Matches
842,1254,1472,85.2,25891,10091,351,391,89.8,728,775,93.9,164,262,62.6,0,0.2,0.7,-0.2,3,64,2,0,83,Matches
843,21,32,65.6,268,41,14,19,73.7,5,8,62.5,1,2,50,0,0,0.1,0,0,1,1,0,3,Matches
844,492,597,82.4,7686,2472,274,311,88.1,162,185,87.6,38,66,57.6,0,2.3,2.5,-2.3,27,58,17,2,84,Matches
845,656,862,76.1,10545,3564,333,395,84.3,218,272,80.1,69,126,54.8,5,2.8,3.5,+2.2,38,68,26,5,118,Matches
846,132,173,76.3,1780,245,80,99,80.8,39,48,81.3,4,5,80,0,0.3,0.4,-0.3,5,9,1,1,15,Matches
847,13,22,59.1,185,11,9,17,52.9,1,1,100,2,2,100,0,0,0.1,0,0,0,1,0,2,Matches
848,260,359,72.4,7566,5437,54,55,98.2,98,100,98,106,201,52.7,0,0,0,0,0,2,0,0,0,Matches
849,520,690,75.4,11113,3799,126,147,85.7,306,359,85.2,79,165,47.9,2,1.4,0.7,+0.6,7,36,6,2,49,Matches
850,6,8,75,78,3,4,5,80,1,2,50,0,0,,0,0,0,0,0,0,0,0,1,Matches
851,0,2,0,0,0,0,2,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,Matches
852,923,1359,67.9,16038,7594,459,559,82.1,330,459,71.9,111,241,46.1,5,2.9,2.2,+2.1,20,83,48,16,123,Matches
853,177,257,68.9,2955,1077,108,134,80.6,45,69,65.2,22,36,61.1,1,0.7,0.6,+0.3,5,10,10,6,15,Matches
854,29,35,82.9,473,51,14,16,87.5,11,13,84.6,2,3,66.7,0,0,0,0,0,0,0,0,1,Matches
855,236,304,77.6,5282,3844,76,77,98.7,110,114,96.5,45,107,42.1,0,0,0,0,0,2,0,0,0,Matches
856,27,36,75,330,86,16,18,88.9,9,13,69.2,0,2,0,0,0,0,0,0,3,0,0,5,Matches
857,5,8,62.5,85,18,2,4,50,3,4,75,0,0,,0,0,0,0,0,1,0,0,1,Matches
858,133,160,83.1,1417,245,84,92,91.3,23,29,79.3,2,3,66.7,0,0.4,0.5,-0.4,2,4,6,1,9,Matches
859,197,275,71.6,3563,1269,104,123,84.6,60,85,70.6,29,50,58,1,0.8,1.2,+0.2,13,11,12,9,22,Matches
860,5,6,83.3,57,0,5,6,83.3,0,0,,0,0,,0,0,0,0,0,0,0,0,0,Matches
861,512,634,80.8,9331,3677,207,232,89.2,249,299,83.3,47,80,58.8,0,0.4,0.4,-0.4,8,32,4,2,40,Matches
862,46,53,86.8,789,222,23,27,85.2,16,17,94.1,6,7,85.7,0,0.2,0.2,-0.2,1,6,1,0,9,Matches
863,6,9,66.7,104,18,2,3,66.7,4,4,100,0,2,0,0,0.1,0,-0.1,1,0,0,0,0,Matches
864,1207,1507,80.1,18541,6012,683,742,92,332,411,80.8,119,230,51.7,8,7,6.9,+1.0,84,117,43,10,171,Matches
865,632,780,81,11329,4090,260,297,87.5,298,333,89.5,60,114,52.6,1,0.4,0.6,+0.6,5,21,1,0,32,Matches
866,1668,1825,91.4,29597,11624,649,696,93.2,821,868,94.6,135,175,77.1,0,0.2,0.5,-0.2,3,92,4,1,78,Matches
867,325,451,72.1,4630,1355,196,234,83.8,66,96,68.8,30,56,53.6,4,4.7,2.6,-0.7,19,32,23,1,49,Matches
868,324,420,77.1,6392,2408,105,115,91.3,178,209,85.2,37,80,46.3,0,0,0.1,0,0,23,3,0,28,Matches
869,867,1228,70.6,13397,6151,485,566,85.7,300,425,70.6,54,166,32.5,5,3.6,2.3,+1.4,25,56,22,9,100,Matches
870,5,6,83.3,73,0,3,4,75,0,0,,1,1,100,0,0,0,0,0,0,0,0,0,Matches
871,3,5,60,29,30,3,3,100,0,0,,0,2,0,0,0,0,0,0,0,0,0,0,Matches
872,1549,2093,74,26517,7848,792,925,85.6,509,636,80,195,371,52.6,6,9,6.9,-3,88,170,81,14,237,Matches
873,95,128,74.2,1516,499,56,62,90.3,27,36,75,9,22,40.9,0,0.2,0.3,-0.2,6,10,8,4,12,Matches
874,267,381,70.1,7544,5808,44,44,100,122,125,97.6,94,201,46.8,0,0,0,0,0,3,0,0,0,Matches
875,807,1042,77.4,14636,4344,360,400,90,312,381,81.9,105,192,54.7,2,1.3,1.7,+0.7,21,83,15,7,122,Matches
876,336,517,65,8817,5774,77,79,97.5,149,154,96.8,109,282,38.7,0,0,0,0,0,10,0,0,1,Matches
877,182,211,86.3,3540,1534,60,63,95.2,99,108,91.7,21,35,60,0,0.3,0.2,-0.3,1,6,0,0,12,Matches
878,746,842,88.6,12820,3829,344,368,93.5,326,360,90.6,56,79,70.9,1,1,1.1,0,10,74,17,1,81,Matches
879,1115,1253,89,22507,6147,376,416,90.4,564,587,96.1,163,214,76.2,1,0.4,0.4,+0.6,6,82,4,0,86,Matches
880,683,823,83,13341,4623,197,229,86,418,456,91.7,59,108,54.6,0,0,0.1,0,2,37,3,1,39,Matches
881,573,763,75.1,10266,3534,242,293,82.6,258,324,79.6,62,103,60.2,3,1.3,1.3,+1.7,15,50,16,11,67,Matches
882,2136,2558,83.5,39888,14656,870,960,90.6,886,1002,88.4,305,457,66.7,2,3.4,3,-1.4,30,221,27,7,290,Matches
883,291,387,75.2,5066,2188,134,155,86.5,105,133,78.9,36,61,59,1,0.6,0.5,+0.4,6,23,6,3,23,Matches
884,802,1112,72.1,12158,4732,454,523,86.8,232,303,76.6,70,163,42.9,6,4.4,4.1,+1.6,40,87,24,10,135,Matches
885,294,377,78,4658,1891,156,171,91.2,123,159,77.4,12,31,38.7,0,0.5,0.8,-0.5,2,19,10,3,39,Matches
886,42,68,61.8,645,190,22,34,64.7,12,18,66.7,6,9,66.7,1,0.8,0.8,+0.2,5,7,1,0,8,Matches
887,260,307,84.7,4177,1037,129,144,89.6,90,97,92.8,25,34,73.5,0,0.4,0.3,-0.4,6,19,4,4,23,Matches
888,23,31,74.2,897,732,0,0,,8,8,100,15,23,65.2,0,0,0,0,0,0,0,0,0,Matches
889,390,501,77.8,5132,1178,237,266,89.1,107,150,71.3,15,21,71.4,4,1.7,1.7,+2.3,16,31,12,1,40,Matches
890,768,952,80.7,12029,4281,417,475,87.8,299,362,82.6,38,71,53.5,2,1.9,1.6,+0.1,22,70,16,6,111,Matches
891,915,1333,68.6,29868,22866,127,129,98.4,404,412,98.1,383,786,48.7,0,0,0.4,0,1,45,3,0,2,Matches
