,Tota,Tota,Tota,Tota,Tota,Shor,Shor,Shor,Medi,Medi,Medi,Long,Long,Long,,,,,,,,,,
Rk,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
2192,370,506,73.1,7371,1885,138,177,78,140,170,82.4,76,120,63.3,0,0.4,0.5,-0.4,5,55,2,2,55,Matches
2193,384,460,83.5,6037,1564,210,230,91.3,137,154,89,25,40,62.5,0,0.8,0.4,-0.8,7,29,4,1,25,Matches
2194,9,10,90,107,48,8,8,100,0,0,,1,1,100,0,0.1,0.2,-0.1,1,0,0,0,1,Matches
2195,428,520,82.3,8844,3454,146,163,89.6,199,234,85,76,105,72.4,1,1.4,0.9,-0.4,5,33,2,0,32,Matches
2196,19,23,82.6,535,329,2,2,100,9,9,100,8,12,66.7,0,0,0,0,0,1,0,0,0,Matches
2197,268,330,81.2,4329,1809,121,139,87.1,124,146,84.9,15,31,48.4,0,0,0,0,0,21,0,0,21,Matches
2198,55,100,55,1975,1599,10,10,100,18,18,100,27,72,37.5,0,0,0,0,0,3,0,0,0,Matches
2199,2,2,100,27,6,2,2,100,0,0,,0,0,,0,0,0,0,0,0,0,0,0,Matches
2200,582,677,86,8313,2063,338,367,92.1,170,189,89.9,37,59,62.7,0,0.5,1.2,-0.5,9,66,11,2,54,Matches
2201,169,188,89.9,2387,419,89,97,91.8,61,67,91,7,9,77.8,0,0.1,0.1,-0.1,2,16,1,0,16,Matches
2202,532,624,85.3,10123,3924,194,210,92.4,256,277,92.4,70,115,60.9,0,0,0.1,0,0,28,1,0,50,Matches
2203,6,10,60,70,1,5,5,100,1,2,50,0,0,,0,0,0,0,0,0,0,0,0,Matches
2204,898,1266,70.9,24556,16666,155,156,99.4,418,429,97.4,312,660,47.3,0,0,0.3,0,1,24,2,0,1,Matches
2205,22,26,84.6,246,32,17,17,100,2,2,100,1,1,100,0,0,0,0,0,1,0,0,0,Matches
2206,1380,1660,83.1,25864,6846,595,652,91.3,564,634,89,186,290,64.1,6,2.6,3.3,+3.4,41,123,13,4,160,Matches
2207,30,41,73.2,748,545,7,7,100,16,16,100,7,18,38.9,0,0,0,0,0,1,0,0,0,Matches
2208,97,134,72.4,1567,629,48,55,87.3,40,56,71.4,8,16,50,0,0,0,0,0,18,0,0,13,Matches
2209,443,525,84.4,9235,4096,148,166,89.2,207,225,92,78,114,68.4,0,0.1,0.1,-0.1,2,24,2,0,24,Matches
2210,280,389,72,4083,652,165,200,82.5,82,115,71.3,18,35,51.4,0,0.9,0.9,-0.9,13,13,8,1,23,Matches
2211,305,457,66.7,6125,2043,78,99,78.8,186,248,75,37,95,38.9,0,0,0.2,0,1,24,8,0,32,Matches
2212,776,829,93.6,16436,5690,228,236,96.6,405,420,96.4,133,157,84.7,0,0,0.2,0,1,83,2,0,61,Matches
2213,795,1178,67.5,20520,14378,196,199,98.5,394,404,97.5,203,566,35.9,0,0,0,0,0,26,0,0,1,Matches
2214,59,66,89.4,1014,260,25,29,86.2,29,31,93.5,4,5,80,0,0.1,0,-0.1,2,6,0,0,4,Matches
2215,889,1045,85.1,13297,3505,484,548,88.3,323,359,90,48,64,75,1,1.9,2.3,-0.9,21,92,21,4,132,Matches
2216,698,993,70.3,11546,5442,339,396,85.6,280,401,69.8,58,123,47.2,0,1,1,-1,11,56,17,14,76,Matches
2217,182,198,91.9,3763,1618,48,55,87.3,104,108,96.3,30,33,90.9,0,0,0,0,0,4,1,0,9,Matches
2218,824,1301,63.3,13788,5181,399,497,80.3,275,420,65.5,99,259,38.2,3,7.5,6.2,-4.5,65,91,49,11,134,Matches
2219,215,265,81.1,3192,880,119,134,88.8,82,93,88.2,8,18,44.4,1,0,0.1,+1.0,2,21,1,0,18,Matches
2220,428,583,73.4,5640,1266,255,317,80.4,136,177,76.8,12,25,48,3,2.2,2.5,+0.8,15,25,10,5,46,Matches
2221,304,424,71.7,3973,706,199,252,79,82,110,74.5,7,20,35,2,2.1,2,-0.1,9,18,10,1,28,Matches
2222,363,602,60.3,6213,1883,190,240,79.2,117,207,56.5,45,105,42.9,2,2.1,2.4,-0.1,36,33,20,8,46,Matches
2223,814,1045,77.9,12449,2236,434,496,87.5,260,313,83.1,60,119,50.4,4,3.7,3.7,+0.3,43,41,29,1,86,Matches
2224,0,1,0,0,0,0,0,,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,Matches
2225,1463,2003,73,25583,9807,694,805,86.2,561,722,77.7,168,345,48.7,11,11.4,13.9,-0.4,83,105,74,51,130,Matches
2226,2,4,50,131,131,0,0,,0,0,,2,4,50,0,0,0,0,0,0,0,0,0,Matches
2227,737,1085,67.9,22782,17533,137,138,99.3,302,310,97.4,296,625,47.4,0,0,0.1,0,1,45,0,0,3,Matches
2228,182,299,60.9,2866,964,96,146,65.8,53,80,66.3,21,34,61.8,2,4.8,3.2,-2.8,29,16,24,8,38,Matches
2229,622,879,70.8,10345,4830,309,369,83.7,233,304,76.6,61,144,42.4,2,2.1,1.5,-0.1,13,45,15,9,57,Matches
2230,6,11,54.5,142,58,0,2,0,5,6,83.3,1,2,50,0,0,0,0,0,0,0,0,2,Matches
2231,510,735,69.4,7900,2509,277,338,82,172,247,69.6,37,92,40.2,5,3.9,3.1,+1.1,34,38,44,13,95,Matches
2232,750,994,75.5,11784,3362,394,453,87,271,355,76.3,54,99,54.5,3,3.3,3.8,-0.3,29,35,31,21,50,Matches
2233,412,646,63.8,13217,10583,94,95,98.9,147,147,100,166,394,42.1,0,0,0,0,0,13,1,0,0,Matches
2234,433,528,82,10958,8272,111,112,99.1,177,184,96.2,142,229,62,1,0.4,0,+0.6,1,5,0,0,0,Matches
2235,139,167,83.2,2125,627,66,74,89.2,52,59,88.1,9,16,56.3,1,0.9,0.8,+0.1,8,13,3,0,16,Matches
2236,62,83,74.7,876,167,29,35,82.9,19,22,86.4,6,10,60,0,0,0,0,0,5,0,0,6,Matches
2237,693,777,89.2,11834,3731,294,316,93,349,376,92.8,39,62,62.9,2,0.4,0.5,+1.6,5,33,5,1,30,Matches
2238,949,1259,75.4,26662,19222,178,180,98.9,440,449,98,331,627,52.8,0,0,0,0,0,14,0,0,0,Matches
2239,14,22,63.6,252,76,6,10,60,6,9,66.7,2,3,66.7,0,0.1,0,-0.1,1,0,2,1,2,Matches
2240,10,12,83.3,171,82,4,5,80,6,7,85.7,0,0,,0,0,0,0,0,2,0,0,1,Matches
2241,1003,1242,80.8,13424,3446,581,675,86.1,267,327,81.7,54,79,68.4,13,7.9,6.2,+5.1,52,80,38,3,119,Matches
2242,520,799,65.1,8734,2991,238,307,77.5,215,295,72.9,43,124,34.7,0,1.1,1,-1.1,20,70,7,1,93,Matches
2243,197,248,79.4,2774,689,106,122,86.9,56,64,87.5,14,26,53.8,1,1.6,1.2,-0.6,15,11,5,1,10,Matches
2244,2,2,100,32,7,1,1,100,1,1,100,0,0,,0,0,0,0,0,0,0,0,0,Matches
2245,368,432,85.2,5606,1250,216,237,91.1,109,129,84.5,32,41,78,0,1.4,1,-1.4,13,26,9,1,54,Matches
2246,2,2,100,29,5,1,1,100,1,1,100,0,0,,0,0,0,0,0,1,0,0,0,Matches
2247,510,657,77.6,7667,1958,287,328,87.5,156,183,85.2,39,70,55.7,2,2.9,3.4,-0.9,30,44,21,2,71,Matches
2248,367,395,92.9,6506,1517,156,165,94.5,175,181,96.7,31,37,83.8,0,0.2,0.2,-0.2,4,37,1,0,31,Matches
2249,832,932,89.3,15351,4216,315,336,93.8,429,457,93.9,74,106,69.8,1,0.3,0.6,+0.7,7,90,7,0,103,Matches
2250,1986,2197,90.4,35788,9260,848,903,93.9,887,938,94.6,203,258,78.7,4,1.7,1.5,+2.3,24,256,26,4,256,Matches
2251,829,984,84.2,14667,4710,353,396,89.1,411,457,89.9,56,109,51.4,1,0.4,0.9,+0.6,3,48,2,0,59,Matches
2252,3,3,100,85,49,1,1,100,1,1,100,1,1,100,0,0,0,0,0,1,0,0,0,Matches
2253,312,361,86.4,4336,1321,190,201,94.5,102,115,88.7,10,19,52.6,0,0.2,0.5,-0.2,3,16,3,0,21,Matches
2254,21,27,77.8,346,81,11,14,78.6,8,9,88.9,2,2,100,0,0,0,0,1,2,0,0,3,Matches
2255,339,568,59.7,4539,967,192,278,69.1,96,141,68.1,15,41,36.6,5,3.6,2.1,+1.4,29,21,13,1,42,Matches
2256,345,527,65.5,5569,1869,175,220,79.5,112,170,65.9,40,77,51.9,1,1.6,2.2,-0.6,17,29,17,4,45,Matches
2257,849,1133,74.9,13860,6318,396,442,89.6,367,461,79.6,59,134,44,0,0.9,1.7,-0.9,15,49,29,14,92,Matches
2258,245,360,68.1,8430,7125,43,43,100,80,83,96.4,121,233,51.9,0,0,0,0,1,5,0,0,0,Matches
2259,5,7,71.4,130,76,0,0,,4,4,100,1,3,33.3,0,0,0,0,0,0,0,0,0,Matches
2260,47,56,83.9,795,204,27,31,87.1,16,16,100,4,7,57.1,0,0.1,0,-0.1,2,4,0,0,4,Matches
2261,1003,1605,62.5,37987,31175,80,82,97.6,280,289,96.9,643,1223,52.6,1,0.3,0.4,+0.7,5,83,5,0,6,Matches
2262,73,89,82,1330,244,34,42,81,29,32,90.6,9,12,75,0,0,0,0,2,6,0,0,7,Matches
2263,480,576,83.3,8381,2611,224,252,88.9,192,222,86.5,56,77,72.7,0,0.1,0.3,-0.1,4,50,6,0,46,Matches
2264,560,932,60.1,8631,2524,315,403,78.2,170,291,58.4,48,129,37.2,3,5.1,4.2,-2.1,33,36,34,12,77,Matches
2265,465,675,68.9,7116,1680,255,330,77.3,143,197,72.6,36,67,53.7,2,2.3,1.3,-0.3,17,39,13,7,61,Matches
2266,784,1055,74.3,12630,4879,431,472,91.3,262,352,74.4,65,161,40.4,3,1.3,1.8,+1.7,16,66,14,6,76,Matches
2267,510,714,71.4,9145,4445,262,288,91,156,207,75.4,79,181,43.6,2,2,2.5,0,28,42,16,8,48,Matches
2268,0,2,0,0,0,0,1,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,Matches
2269,832,1048,79.4,15261,6840,346,375,92.3,388,446,87,89,193,46.1,0,0.2,0.2,-0.2,4,57,3,1,53,Matches
2270,230,257,89.5,3128,673,145,154,94.2,63,71,88.7,9,13,69.2,1,0.4,0.2,+0.6,4,12,3,1,15,Matches
2271,579,863,67.1,9841,4321,271,314,86.3,232,355,65.4,55,138,39.9,1,1.2,1.5,-0.2,13,46,17,5,61,Matches
2272,4,5,80,58,14,1,1,100,3,3,100,0,0,,0,0,0,0,0,0,0,0,1,Matches
2273,214,300,71.3,3004,771,124,154,80.5,61,81,75.3,13,29,44.8,1,1,0.7,0,15,17,10,2,29,Matches
2274,1885,2350,80.2,30530,10280,980,1078,90.9,759,906,83.8,120,268,44.8,10,5.6,5.5,+4.4,55,131,45,13,186,Matches
2275,252,289,87.2,3918,1354,130,142,91.5,91,100,91,17,28,60.7,0,0.3,0.6,-0.3,5,28,2,0,26,Matches
2276,259,383,67.6,5065,1438,126,142,88.7,80,121,66.1,49,95,51.6,3,0.8,1,+2.2,13,28,10,4,46,Matches
2277,11,16,68.8,206,81,4,4,100,5,6,83.3,2,6,33.3,0,0.1,0.1,-0.1,1,0,0,0,0,Matches
2278,949,1158,82,20066,7944,266,298,89.3,504,561,89.8,165,260,63.5,0,0.1,0.2,-0.1,3,47,2,0,42,Matches
2279,772,914,84.5,13659,5174,330,363,90.9,366,411,89.1,59,107,55.1,1,0.4,0.7,+0.6,2,37,4,1,53,Matches
2280,336,414,81.2,5286,1829,163,193,84.5,132,155,85.2,22,27,81.5,0,0.9,0.7,-0.9,12,29,8,1,54,Matches
2281,29,35,82.9,509,133,9,11,81.8,15,17,88.2,3,4,75,0,0,0,0,0,0,0,0,0,Matches
2282,2640,2887,91.4,48233,11300,1107,1185,93.4,1207,1271,95,294,358,82.1,2,1.4,2.7,+0.6,29,284,37,3,285,Matches
2283,682,914,74.6,10330,2668,371,453,81.9,188,243,77.4,63,96,65.6,1,3.1,2.7,-2.1,38,54,31,6,105,Matches
2284,337,415,81.2,5412,1596,178,207,86,130,159,81.8,24,34,70.6,2,1.8,1.7,+0.2,17,42,16,0,59,Matches
2285,157,223,70.4,2266,425,88,114,77.2,50,65,76.9,9,16,56.3,1,0.4,0.4,+0.6,8,16,7,1,28,Matches
2286,162,229,70.7,2424,1025,89,105,84.8,57,78,73.1,9,25,36,0,0.1,0.1,-0.1,3,13,2,1,16,Matches
2287,187,263,71.1,2426,544,106,133,79.7,43,56,76.8,13,25,52,2,0.9,0.6,+1.1,13,16,10,2,27,Matches
2288,316,429,73.7,5553,1647,165,206,80.1,95,120,79.2,44,80,55,1,0.9,1.2,+0.1,11,34,11,3,36,Matches
2289,168,214,78.5,2815,717,95,108,88,49,62,79,20,33,60.6,0,0.8,0.7,-0.8,5,13,4,2,22,Matches
2290,716,951,75.3,10319,3155,415,482,86.1,197,259,76.1,52,94,55.3,3,2.8,2.9,+0.2,43,59,27,2,94,Matches
2291,1245,1458,85.4,21543,7291,598,673,88.9,484,534,90.6,127,180,70.6,2,0.5,1,+1.5,14,112,9,1,123,Matches
2292,185,313,59.1,2439,672,127,185,68.6,39,78,50,9,19,47.4,2,2.1,0.5,-0.1,12,16,3,1,19,Matches
2293,1247,1469,84.9,21547,8073,602,644,93.5,515,562,91.6,108,198,54.5,1,1.6,1.8,-0.6,22,101,7,2,115,Matches
2294,555,682,81.4,6480,1383,377,410,92,100,133,75.2,15,36,41.7,4,2.4,2.7,+1.6,28,28,21,2,49,Matches
2295,230,358,64.2,3857,1221,107,138,77.5,100,149,67.1,17,45,37.8,1,0.6,0.8,+0.4,7,16,8,7,22,Matches
2296,122,152,80.3,1663,357,71,81,87.7,36,47,76.6,6,9,66.7,1,0.1,0.1,+0.9,4,13,1,0,14,Matches
2297,921,1131,81.4,14979,4524,459,510,90,354,400,88.5,76,140,54.3,1,1.9,1.8,-0.9,27,57,26,12,78,Matches
2298,893,999,89.4,16845,6188,291,323,90.1,505,540,93.5,80,108,74.1,0,0.1,0.5,-0.1,3,66,3,0,71,Matches
2299,612,796,76.9,12093,5583,205,245,83.7,320,395,81,83,136,61,0,0.4,0.6,-0.4,5,44,7,0,61,Matches
2300,47,67,70.1,1236,801,11,11,100,22,22,100,14,34,41.2,0,0,0,0,0,1,0,0,0,Matches
2301,1149,1325,86.7,20261,7099,473,517,91.5,551,590,93.4,93,159,58.5,0,0.3,0.5,-0.3,6,57,7,0,65,Matches
2302,28,34,82.4,426,53,10,12,83.3,15,16,93.8,1,1,100,0,0,0.2,0,0,3,1,0,4,Matches
2303,35,37,94.6,498,38,19,20,95,12,12,100,1,1,100,0,0,0.1,0,1,0,1,1,0,Matches
2304,415,586,70.8,11661,8294,78,80,97.5,191,199,96,145,305,47.5,0,0,0,0,1,11,0,0,1,Matches
2305,1377,1691,81.4,23235,6190,676,787,85.9,535,614,87.1,133,198,67.2,2,2.9,2.5,-0.9,37,148,23,3,156,Matches
2306,726,904,80.3,8929,1337,469,541,86.7,174,218,79.8,20,29,69,3,2.9,2,+0.1,26,46,16,0,64,Matches
2307,8,13,61.5,105,16,6,8,75,1,2,50,1,1,100,0,0.1,0,-0.1,1,0,0,0,2,Matches
2308,117,193,60.6,1410,190,77,116,66.4,23,41,56.1,5,5,100,1,0.7,0.7,+0.3,8,4,1,0,9,Matches
2309,1753,1950,89.9,27552,7112,905,972,93.1,696,762,91.3,100,127,78.7,1,1.4,2.2,-0.4,17,160,22,2,195,Matches
2310,1434,1690,84.9,25483,8331,650,725,89.7,618,677,91.3,141,230,61.3,0,0.3,1.1,-0.3,7,163,21,0,176,Matches
2311,1,1,100,11,0,1,1,100,0,0,,0,0,,0,0,0,0,0,0,0,0,0,Matches
2312,1522,1737,87.6,26102,6712,680,749,90.8,681,751,90.7,123,166,74.1,2,1,1.3,+1.0,20,147,14,3,186,Matches
2313,0,0,,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,Matches
2314,227,340,66.8,4251,2344,104,118,88.1,90,128,70.3,29,71,40.8,0,0.8,0.5,-0.8,5,29,7,1,33,Matches
2315,12,16,75,341,279,0,0,,8,8,100,4,8,50,0,0,0,0,0,0,0,0,0,Matches
2316,40,54,74.1,574,202,23,27,85.2,16,19,84.2,1,5,20,0,0,0,0,1,1,0,0,0,Matches
2317,675,918,73.5,11140,4068,328,414,79.2,269,339,79.4,54,94,57.4,0,1.6,1.2,-1.6,15,43,19,8,64,Matches
2318,762,977,78,14063,3760,344,373,92.2,269,327,82.3,121,226,53.5,3,2.3,2.5,+0.7,30,64,8,1,84,Matches
2319,48,72,66.7,534,142,34,42,81,8,10,80,1,7,14.3,1,0.5,0.2,+0.5,5,4,2,0,3,Matches
2320,1835,2015,91.1,32159,11658,795,850,93.5,861,905,95.1,155,215,72.1,0,0.1,0.4,-0.1,5,83,3,0,81,Matches
2321,84,110,76.4,1194,609,52,60,86.7,26,37,70.3,2,6,33.3,0,0.1,0,-0.1,1,5,0,0,8,Matches
2322,45,69,65.2,660,154,20,27,74.1,17,26,65.4,2,8,25,1,0.5,0.2,+0.5,1,1,1,0,1,Matches
2323,22,33,66.7,458,296,11,12,91.7,6,6,100,4,14,28.6,0,0,0,0,0,1,0,0,0,Matches
2324,2217,2534,87.5,41765,13323,865,926,93.4,1079,1167,92.5,247,369,66.9,0,0.7,1.5,-0.7,12,219,24,3,188,Matches
2325,305,405,75.3,4857,1770,144,174,82.8,117,146,80.1,24,44,54.5,1,0.3,1.2,+0.7,6,35,5,1,44,Matches
2326,497,547,90.9,9586,3391,154,159,96.9,296,312,94.9,41,63,65.1,0,0,0.1,0,1,23,0,0,28,Matches
2327,198,302,65.6,3402,1434,94,114,82.5,78,122,63.9,22,47,46.8,0,0.3,0.4,-0.3,4,15,6,5,16,Matches
2328,2073,2461,84.2,33194,10011,1142,1230,92.8,682,786,86.8,183,301,60.8,5,3.3,3.6,+1.7,41,126,36,8,150,Matches
2329,258,341,75.7,3647,1225,162,188,86.2,77,99,77.8,12,24,50,0,1,0.5,-1,11,23,8,2,28,Matches
2330,103,124,83.1,1823,302,47,52,90.4,44,54,81.5,11,14,78.6,0,0.1,0.1,-0.1,2,6,0,0,2,Matches
2331,1969,2196,89.7,32223,8053,1057,1132,93.4,654,719,91,190,230,82.6,4,2.9,2.8,+1.1,32,219,32,2,220,Matches
2332,778,896,86.8,15244,6426,278,307,90.6,399,435,91.7,95,143,66.4,0,0.1,0.2,-0.1,6,40,4,0,54,Matches
2333,1051,1288,81.6,26543,16729,216,219,98.6,572,581,98.5,259,482,53.7,0,0,0.1,0,0,15,2,0,2,Matches
2334,322,391,82.4,4884,1244,170,191,89,116,129,89.9,22,35,62.9,0,1.4,1.1,-1.4,9,24,5,1,35,Matches
2335,3,6,50,24,6,2,2,100,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches
2336,491,644,76.2,10027,4613,157,188,83.5,245,289,84.8,82,144,56.9,0,0.2,0.9,-0.2,1,23,1,0,41,Matches
2337,198,319,62.1,2950,756,102,145,70.3,60,90,66.7,17,29,58.6,2,4.2,2.9,-2.2,15,14,15,4,42,Matches
2338,67,107,62.6,1976,1435,11,11,100,30,30,100,26,66,39.4,0,0,0,0,0,1,0,0,0,Matches
2339,482,650,74.2,8233,2877,242,286,84.6,181,226,80.1,47,91,51.6,0,1.5,1.5,-1.5,18,37,22,13,50,Matches
2340,168,257,65.4,5036,4020,24,24,100,82,84,97.6,62,147,42.2,0,0,0,0,0,3,0,0,0,Matches
2341,770,1109,69.4,20016,12844,161,164,98.2,379,386,98.2,223,548,40.7,1,0.9,0,+0.1,3,14,1,0,2,Matches
2342,222,272,81.6,3354,774,129,150,86,70,81,86.4,14,19,73.7,0,0.6,0.6,-0.6,7,19,1,1,16,Matches
2343,414,497,83.3,5854,1907,244,266,91.7,142,166,85.5,14,33,42.4,1,0.5,0.6,+0.5,7,17,5,2,30,Matches
2344,11,14,78.6,146,37,6,6,100,3,5,60,1,1,100,0,0,0,0,0,1,1,0,2,Matches
2345,96,153,62.7,1485,630,52,64,81.3,41,59,69.5,2,15,13.3,0,0.1,0.1,-0.1,2,8,3,0,14,Matches
2346,259,346,74.9,4452,1155,123,145,84.8,98,121,81,28,44,63.6,2,1.6,0.7,+0.4,13,28,5,1,35,Matches
2347,576,712,80.9,8556,2280,334,380,87.9,190,231,82.3,32,50,64,1,1.7,2.2,-0.7,11,51,16,2,66,Matches
2348,40,49,81.6,678,174,22,24,91.7,12,14,85.7,5,9,55.6,0,0,0,0,0,7,0,0,5,Matches
2349,368,437,84.2,6327,2671,161,173,93.1,166,184,90.2,33,62,53.2,0,0.2,0.1,-0.2,2,28,0,0,38,Matches
2350,681,869,78.4,9508,2300,438,500,87.6,189,241,78.4,34,60,56.7,3,3.3,3.3,-0.3,38,45,26,10,54,Matches
2351,42,57,73.7,650,173,27,35,77.1,10,12,83.3,3,5,60,0,0.1,0.2,-0.1,2,3,2,1,4,Matches
2352,164,232,70.7,2490,656,85,102,83.3,55,80,68.8,13,24,54.2,0,0.9,0.7,-0.9,14,18,4,0,32,Matches
2353,529,747,70.8,7953,1853,299,359,83.3,165,225,73.3,38,75,50.7,5,4.3,3.8,+0.7,50,51,32,8,87,Matches
2354,1437,1808,79.5,26860,12453,585,658,88.9,691,812,85.1,148,298,49.7,0,0.3,0.3,-0.3,7,159,1,0,137,Matches
2355,893,1196,74.7,13040,2831,527,612,86.1,289,374,77.3,46,106,43.4,7,7.5,6.9,-0.5,68,40,31,6,101,Matches
2356,1408,1579,89.2,25000,11223,571,608,93.9,694,746,93,114,188,60.6,0,0.1,0.2,-0.1,4,63,2,0,84,Matches
2357,30,43,69.8,524,117,13,18,72.2,14,18,77.8,2,3,66.7,0,0,0.1,0,2,5,0,0,4,Matches
2358,407,473,86,6478,1820,203,224,90.6,158,177,89.3,28,43,65.1,0,0.4,0.3,-0.4,7,35,4,1,41,Matches
2359,875,1136,77,11516,3063,567,648,87.5,233,309,75.4,29,49,59.2,13,10,7.4,+3.0,62,46,57,4,122,Matches
2360,100,148,67.6,1612,410,48,69,69.6,36,44,81.8,9,15,60,0,0.2,0.2,-0.2,5,10,5,1,17,Matches
2361,2853,3068,93,50153,15749,1134,1205,94.1,1502,1560,96.3,174,226,77,0,0.4,1.6,-0.4,6,201,12,2,220,Matches
2362,30,33,90.9,789,550,6,6,100,15,15,100,9,12,75,0,0,0,0,0,2,0,0,0,Matches
2363,1388,1851,75,24582,11429,582,672,86.6,664,829,80.1,116,280,41.4,0,0.8,0.7,-0.8,9,150,5,2,136,Matches
2364,316,490,64.5,4819,1577,180,238,75.6,94,135,69.6,29,54,53.7,4,3.8,4.3,+0.2,18,24,24,12,46,Matches
2365,1120,1347,83.1,19675,7493,510,559,91.2,479,545,87.9,102,183,55.7,1,0.7,0.6,+0.3,9,57,2,1,94,Matches
2366,212,360,58.9,2930,1025,123,157,78.3,59,99,59.6,11,49,22.4,1,1.2,0.9,-0.2,8,14,15,9,25,Matches
2367,200,258,77.5,3372,1147,102,121,84.3,66,81,81.5,25,44,56.8,2,1.3,1.3,+0.7,19,18,6,1,22,Matches
2368,572,720,79.4,9369,2494,261,307,85,237,283,83.7,45,66,68.2,0,1,1.1,-1,9,40,5,0,62,Matches
2369,289,425,68,4142,1075,171,231,74,90,117,76.9,16,27,59.3,2,1.1,0.9,+0.9,17,29,13,1,48,Matches
2370,727,824,88.2,12262,3171,331,367,90.2,324,352,92,54,78,69.2,0,1,1.1,-1,18,68,14,1,84,Matches
2371,551,725,76,8760,3407,300,353,85,174,228,76.3,50,101,49.5,0,0.7,0.8,-0.7,11,46,12,6,52,Matches
2372,2,3,66.7,16,3,2,3,66.7,0,0,,0,0,,1,0.5,0.2,+0.5,1,0,0,0,0,Matches
2373,281,348,80.7,4533,1338,144,168,85.7,98,112,87.5,29,40,72.5,0,0.3,0.5,-0.3,3,24,2,0,22,Matches
2374,348,482,72.2,4786,453,218,281,77.6,79,108,73.1,23,28,82.1,1,1.8,1.2,-0.8,18,14,6,1,24,Matches
2375,347,450,77.1,4774,1054,207,246,84.1,89,128,69.5,20,29,69,4,2.9,2.3,+1.1,27,32,26,2,76,Matches
2376,986,1208,81.6,19383,6030,387,437,88.6,394,459,85.8,166,238,69.7,5,3.3,4.1,+1.7,35,137,29,7,171,Matches
2377,348,456,76.3,5914,1714,174,206,84.5,109,141,77.3,47,75,62.7,2,2,2.5,0,20,32,30,5,76,Matches
2378,519,670,77.5,8268,2444,284,322,88.2,156,194,80.4,56,96,58.3,0,0.4,0.7,-0.4,9,46,9,1,66,Matches
2379,994,1133,87.7,17192,5242,398,433,91.9,515,546,94.3,59,111,53.2,0,0.3,1,-0.3,5,70,6,1,65,Matches
2380,781,1049,74.5,15625,6426,265,296,89.5,390,466,83.7,112,253,44.3,1,0.2,0.7,+0.8,5,46,1,0,41,Matches
2381,,,,,,,,,,,,,,,0,,,,,,,,,Matches
2382,868,1164,74.6,13128,5782,486,544,89.3,300,402,74.6,51,125,40.8,3,1.9,3,+1.1,19,80,33,16,97,Matches
2383,1082,1525,71,28041,16948,200,200,100,601,612,98.2,277,699,39.6,0,0.4,0.2,-0.4,3,26,0,0,1,Matches
2384,805,984,81.8,10392,2336,525,602,87.2,218,271,80.4,21,30,70,3,4.1,3.6,-1.1,41,31,39,7,88,Matches
2385,21,27,77.8,321,218,15,15,100,5,7,71.4,1,5,20,0,0,0,0,0,2,0,0,0,Matches
2386,918,1096,83.8,16222,5459,396,440,90,420,489,85.9,84,119,70.6,1,1.3,1.3,-0.3,23,73,26,10,80,Matches
2387,821,996,82.4,11611,2731,485,552,87.9,242,288,84,48,63,76.2,7,6.2,7.1,+0.8,49,70,40,4,117,Matches
2388,228,324,70.4,3845,1235,120,161,74.5,73,98,74.5,27,44,61.4,0,0.2,0.4,-0.2,2,26,9,2,34,Matches
2389,0,0,,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,Matches
2390,123,162,75.9,1851,506,72,78,92.3,40,53,75.5,6,15,40,0,0,0.1,0,1,18,1,1,21,Matches
2391,236,336,70.2,3516,1020,126,152,82.9,65,91,71.4,23,50,46,3,2,1.9,+1.0,16,15,12,8,22,Matches
2392,1336,1551,86.1,25462,6474,522,589,88.6,593,649,91.4,188,244,77,1,0.9,1,+0.1,17,113,13,3,133,Matches
2393,1,3,33.3,8,0,1,3,33.3,0,0,,0,0,,0,0,0,0,0,0,0,0,0,Matches
2394,17,29,58.6,242,48,10,16,62.5,5,6,83.3,1,1,100,0,0.1,0.1,-0.1,1,2,1,0,3,Matches
2395,28,35,80,432,139,12,15,80,10,12,83.3,3,5,60,0,0,0,0,0,1,0,0,2,Matches
2396,538,669,80.4,10401,3673,185,202,91.6,292,328,89,55,125,44,0,0.1,0.1,-0.1,2,27,2,0,24,Matches
2397,535,688,77.8,9395,3682,235,269,87.4,243,287,84.7,47,106,44.3,0,0.1,0.1,-0.1,3,32,3,2,46,Matches
2398,8,8,100,136,39,4,4,100,3,3,100,1,1,100,0,0.1,0,-0.1,1,0,1,1,0,Matches
2399,11,13,84.6,175,35,5,6,83.3,6,6,100,0,1,0,0,0,0,0,1,1,0,0,1,Matches
2400,427,555,76.9,7378,1930,204,249,81.9,171,208,82.2,40,55,72.7,3,3.2,2.6,-0.2,20,39,25,7,93,Matches
2401,13,20,65,182,8,7,7,100,4,6,66.7,0,3,0,0,0,0,0,0,0,0,0,0,Matches
2402,86,107,80.4,1584,539,35,43,81.4,32,37,86.5,14,17,82.4,1,0.2,0.2,+0.8,6,5,5,2,8,Matches
