,SCA,SCA,SCA,SCA,SCA,SCA,SCA,SCA,GCA,GCA,GCA,GCA,GCA,GCA,GCA,GCA
Rk,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def
361,18,4.29,13,4,0,0,1,0,0,0,0,0,0,0,0,0
362,14,3.73,8,0,4,0,2,0,3,0.8,1,0,1,0,1,0
363,2,0.77,2,0,0,0,0,0,0,0,0,0,0,0,0,0
364,97,4.2,60,26,7,4,0,0,22,0.95,14,5,2,1,0,0
365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
366,63,2.36,56,0,0,4,2,1,7,0.26,6,0,0,1,0,0
367,20,0.8,18,1,0,1,0,0,1,0.04,1,0,0,0,0,0
368,4,0.25,3,1,0,0,0,0,0,0,0,0,0,0,0,0
369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371,122,4.8,82,23,7,7,3,0,9,0.35,6,1,2,0,0,0
372,1,4.29,1,0,0,0,0,0,1,4.29,1,0,0,0,0,0
373,23,0.72,14,1,0,6,0,2,2,0.06,1,0,0,1,0,0
374,18,7.2,14,1,1,2,0,0,2,0.8,1,0,0,1,0,0
375,3,0.79,2,0,1,0,0,0,0,0,0,0,0,0,0,0
376,4,2.75,3,0,0,1,0,0,1,0.69,1,0,0,0,0,0
377,38,1.73,19,0,7,7,4,1,4,0.18,0,0,2,0,2,0
378,15,0.53,14,0,0,1,0,0,4,0.14,3,0,0,1,0,0
379,20,0.69,19,0,1,0,0,0,0,0,0,0,0,0,0,0
380,12,2.77,8,4,0,0,0,0,1,0.23,1,0,0,0,0,0
381,75,2.28,50,18,2,2,2,1,3,0.09,1,2,0,0,0,0
382,98,3,89,2,1,2,1,3,12,0.37,12,0,0,0,0,0
383,37,1.53,23,8,1,2,2,1,3,0.12,3,0,0,0,0,0
384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,26,2.88,22,0,1,2,1,0,1,0.11,1,0,0,0,0,0
386,5,4.79,4,0,0,1,0,0,1,0.96,1,0,0,0,0,0
387,26,3.1,18,5,2,0,1,0,1,0.12,1,0,0,0,0,0
388,28,1.45,14,0,2,4,7,1,4,0.21,2,0,0,1,1,0
389,83,3.93,65,3,7,3,5,0,10,0.47,7,0,2,1,0,0
390,34,3.03,26,0,6,2,0,0,8,0.71,7,0,1,0,0,0
391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,9,0.68,6,0,0,2,1,0,3,0.23,2,0,0,1,0,0
393,2,0.14,2,0,0,0,0,0,0,0,0,0,0,0,0,0
394,1,3.33,0,0,1,0,0,0,0,0,0,0,0,0,0,0
395,79,2.72,53,1,4,12,7,2,6,0.21,5,0,1,0,0,0
396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397,6,0.37,6,0,0,0,0,0,1,0.06,1,0,0,0,0,0
398,7,0.62,6,0,0,1,0,0,0,0,0,0,0,0,0,0
399,30,2.08,28,1,0,0,1,0,0,0,0,0,0,0,0,0
400,40,1.85,26,9,0,1,3,1,3,0.14,2,1,0,0,0,0
401,4,1.79,4,0,0,0,0,0,0,0,0,0,0,0,0,0
402,92,2.59,85,0,0,0,4,3,3,0.08,3,0,0,0,0,0
403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,3,2.01,3,0,0,0,0,0,1,0.67,1,0,0,0,0,0
407,11,0.96,6,1,1,2,1,0,2,0.18,0,0,0,1,1,0
408,5,1.12,4,1,0,0,0,0,1,0.22,1,0,0,0,0,0
409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,16,4.6,14,0,0,0,2,0,1,0.29,1,0,0,0,0,0
411,36,1.61,28,4,0,1,1,2,4,0.18,3,0,0,0,1,0
412,4,1.89,4,0,0,0,0,0,0,0,0,0,0,0,0,0
413,28,0.76,23,2,0,3,0,0,4,0.11,2,1,0,1,0,0
414,5,0.96,3,1,0,0,1,0,1,0.19,1,0,0,0,0,0
415,14,1.51,12,0,0,2,0,0,1,0.11,1,0,0,0,0,0
416,6,0.81,6,0,0,0,0,0,0,0,0,0,0,0,0,0
417,55,2.07,47,3,2,0,3,0,5,0.19,4,0,0,0,1,0
418,4,1.87,4,0,0,0,0,0,0,0,0,0,0,0,0,0
419,3,0.44,3,0,0,0,0,0,1,0.15,1,0,0,0,0,0
420,9,2.85,6,0,0,1,2,0,3,0.95,2,0,0,0,1,0
421,1,3.91,1,0,0,0,0,0,0,0,0,0,0,0,0,0
422,13,1.77,10,0,1,1,0,1,3,0.41,3,0,0,0,0,0
423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424,7,1.73,3,0,3,1,0,0,1,0.25,1,0,0,0,0,0
425,2,0.19,0,1,0,1,0,0,0,0,0,0,0,0,0,0
426,47,2,32,4,3,6,2,0,6,0.25,3,0,0,3,0,0
427,1,1.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
428,4,2.09,3,0,1,0,0,0,2,1.05,1,0,1,0,0,0
429,20,0.67,9,1,0,5,4,1,2,0.07,0,0,0,1,1,0
430,1,1.38,1,0,0,0,0,0,0,0,0,0,0,0,0,0
431,7,0.58,7,0,0,0,0,0,1,0.08,1,0,0,0,0,0
432,11,0.48,9,1,0,0,1,0,2,0.09,1,0,0,0,1,0
433,173,6.27,100,54,2,11,4,2,21,0.76,12,7,0,1,1,0
434,65,2.92,30,20,4,2,4,5,8,0.36,3,3,0,1,1,0
435,47,3.25,32,10,1,3,1,0,4,0.28,4,0,0,0,0,0
436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437,30,2.1,22,0,2,1,4,1,4,0.28,3,0,0,0,1,0
438,79,2.31,54,6,6,1,10,2,5,0.15,3,0,0,0,2,0
439,1,2.25,1,0,0,0,0,0,1,2.25,1,0,0,0,0,0
440,1,0.83,1,0,0,0,0,0,0,0,0,0,0,0,0,0
441,34,2.48,30,0,0,0,2,2,2,0.15,2,0,0,0,0,0
442,4,2.52,3,0,0,0,1,0,1,0.63,1,0,0,0,0,0
443,39,1.96,30,3,2,1,3,0,5,0.25,5,0,0,0,0,0
444,42,2.63,28,9,0,4,0,1,3,0.19,2,0,0,1,0,0
445,1,6.92,1,0,0,0,0,0,0,0,0,0,0,0,0,0
446,16,0.85,13,0,1,0,1,1,1,0.05,1,0,0,0,0,0
447,134,4.32,116,7,5,5,1,0,13,0.42,11,0,2,0,0,0
448,7,2.79,5,1,1,0,0,0,0,0,0,0,0,0,0,0
449,126,3.51,98,1,8,16,2,1,18,0.5,13,1,1,3,0,0
450,17,1.57,9,6,0,1,0,1,3,0.28,3,0,0,0,0,0
451,139,4.01,84,36,7,7,5,0,16,0.46,10,4,0,1,1,0
452,37,1.6,29,3,3,2,0,0,5,0.22,3,1,0,1,0,0
453,18,2.65,14,0,1,3,0,0,4,0.59,4,0,0,0,0,0
454,10,2.04,9,0,0,0,1,0,1,0.2,1,0,0,0,0,0
455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456,32,2.41,17,6,3,5,1,0,5,0.38,0,0,2,2,1,0
457,1,0.51,1,0,0,0,0,0,0,0,0,0,0,0,0,0
458,32,1.26,21,0,5,3,1,2,6,0.24,4,0,1,1,0,0
459,142,4.67,92,20,9,9,9,3,20,0.66,16,1,2,1,0,0
460,74,2.39,60,0,2,3,8,1,8,0.26,4,0,0,1,3,0
461,6,3.46,5,0,0,1,0,0,2,1.15,2,0,0,0,0,0
462,63,2.43,53,5,3,1,1,0,5,0.19,5,0,0,0,0,0
463,20,0.81,19,0,0,1,0,0,2,0.08,2,0,0,0,0,0
464,26,1.51,18,0,0,4,4,0,2,0.12,2,0,0,0,0,0
465,6,0.25,4,2,0,0,0,0,0,0,0,0,0,0,0,0
466,27,1.82,18,3,1,1,4,0,4,0.27,2,0,1,0,1,0
467,31,1.77,25,1,1,2,1,1,2,0.11,2,0,0,0,0,0
468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469,19,0.58,16,0,0,2,0,1,2,0.06,2,0,0,0,0,0
470,1,3.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0
471,122,4.25,62,26,25,6,3,0,10,0.35,5,4,1,0,0,0
472,22,1.69,14,0,0,3,3,2,1,0.08,1,0,0,0,0,0
473,38,2.21,36,0,1,0,0,1,6,0.35,5,0,1,0,0,0
474,59,2.92,51,0,4,2,0,2,7,0.35,3,0,2,1,0,1
475,34,1.18,33,1,0,0,0,0,5,0.17,5,0,0,0,0,0
476,65,2.28,58,0,1,2,2,2,10,0.35,7,0,0,1,1,1
477,65,1.73,45,7,6,2,5,0,7,0.19,4,2,1,0,0,0
478,6,0.43,2,4,0,0,0,0,0,0,0,0,0,0,0,0
479,25,2.8,13,8,1,1,2,0,3,0.34,1,0,1,0,1,0
480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
481,27,1.14,25,2,0,0,0,0,1,0.04,1,0,0,0,0,0
482,1,0.04,0,1,0,0,0,0,0,0,0,0,0,0,0,0
483,17,0.61,12,0,0,3,1,1,1,0.04,0,0,0,1,0,0
484,10,7.09,6,0,0,2,2,0,3,2.13,1,0,0,1,1,0
485,13,2.69,9,3,0,1,0,0,1,0.21,0,1,0,0,0,0
486,27,2.37,22,0,1,0,2,2,0,0,0,0,0,0,0,0
487,49,3.17,36,6,2,1,4,0,5,0.32,5,0,0,0,0,0
488,39,2.06,25,14,0,0,0,0,3,0.16,2,1,0,0,0,0
489,31,0.86,22,3,0,3,2,1,2,0.06,1,0,0,1,0,0
490,6,0.23,6,0,0,0,0,0,0,0,0,0,0,0,0,0
491,11,1.29,8,0,0,2,1,0,2,0.23,1,0,0,1,0,0
492,12,3.93,9,0,0,3,0,0,1,0.33,0,0,0,1,0,0
493,17,0.49,12,0,0,5,0,0,1,0.03,0,0,0,1,0,0
494,24,0.92,22,0,0,1,1,0,2,0.08,2,0,0,0,0,0
495,1,1.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
496,52,1.74,45,1,1,2,2,1,8,0.27,6,0,0,1,1,0
497,27,1.53,19,1,2,1,3,1,4,0.23,4,0,0,0,0,0
498,10,0.62,8,0,0,2,0,0,1,0.06,0,0,0,1,0,0
499,33,1.65,23,1,0,3,5,1,7,0.35,4,0,0,2,1,0
500,,,,,,,,,,,,,,,,
501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502,1,0.18,1,0,0,0,0,0,0,0,0,0,0,0,0,0
503,1,0.43,1,0,0,0,0,0,0,0,0,0,0,0,0,0
504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505,3,2.78,2,0,0,0,1,0,0,0,0,0,0,0,0,0
506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507,1,5.63,1,0,0,0,0,0,0,0,0,0,0,0,0,0
508,14,0.87,12,0,0,1,1,0,2,0.12,2,0,0,0,0,0
509,1,0.53,1,0,0,0,0,0,0,0,0,0,0,0,0,0
510,11,1.19,10,0,0,1,0,0,1,0.11,1,0,0,0,0,0
511,21,2.5,16,3,0,2,0,0,1,0.12,0,1,0,0,0,0
512,19,1.41,12,3,0,2,2,0,1,0.07,0,1,0,0,0,0
513,5,1.13,4,0,0,0,1,0,1,0.23,1,0,0,0,0,0
514,19,0.64,15,1,0,3,0,0,2,0.07,2,0,0,0,0,0
515,57,1.89,40,7,4,5,0,1,8,0.27,6,0,0,2,0,0
516,5,2.05,5,0,0,0,0,0,0,0,0,0,0,0,0,0
517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
518,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
519,22,4.5,14,6,2,0,0,0,1,0.2,0,1,0,0,0,0
520,16,2.56,10,2,1,1,1,1,3,0.48,1,0,1,0,1,0
521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
522,21,1.4,18,0,0,2,0,1,1,0.07,1,0,0,0,0,0
523,41,4.28,21,3,8,6,3,0,7,0.73,2,0,3,1,1,0
524,18,2.99,10,7,0,1,0,0,1,0.17,0,1,0,0,0,0
525,10,4.33,6,1,1,0,2,0,3,1.3,3,0,0,0,0,0
526,8,0.31,7,0,0,1,0,0,0,0,0,0,0,0,0,0
527,61,2.08,59,0,1,0,0,1,4,0.14,4,0,0,0,0,0
528,37,1.13,31,1,1,0,2,2,5,0.15,3,0,1,0,1,0
529,3,0.95,1,0,0,1,1,0,0,0,0,0,0,0,0,0
530,9,0.54,8,0,1,0,0,0,0,0,0,0,0,0,0,0
531,28,1.23,25,0,0,1,1,1,1,0.04,1,0,0,0,0,0
532,5,1.49,5,0,0,0,0,0,2,0.59,2,0,0,0,0,0
533,51,3.44,37,0,10,2,2,0,7,0.47,3,0,2,2,0,0
534,11,0.54,10,0,0,1,0,0,0,0,0,0,0,0,0,0
535,7,2.78,5,0,1,1,0,0,0,0,0,0,0,0,0,0
536,5,0.31,4,1,0,0,0,0,2,0.12,2,0,0,0,0,0
537,24,1.97,16,0,0,3,2,3,1,0.08,1,0,0,0,0,0
538,1,2.37,0,0,0,1,0,0,0,0,0,0,0,0,0,0
539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,8,0.71,7,0,0,1,0,0,1,0.09,1,0,0,0,0,0
541,12,5.17,8,4,0,0,0,0,3,1.29,2,1,0,0,0,0
542,142,4.2,82,46,3,5,2,4,21,0.62,16,2,1,1,0,1
543,23,1.37,19,3,1,0,0,0,2,0.12,2,0,0,0,0,0
544,36,2,22,10,0,1,3,0,3,0.17,2,1,0,0,0,0
545,12,0.8,10,2,0,0,0,0,2,0.13,2,0,0,0,0,0
546,8,0.21,8,0,0,0,0,0,0,0,0,0,0,0,0,0
547,17,1.65,11,0,2,2,2,0,2,0.19,2,0,0,0,0,0
548,3,2.29,3,0,0,0,0,0,0,0,0,0,0,0,0,0
549,47,1.59,37,3,2,2,3,0,5,0.17,3,0,0,0,2,0
550,36,3.18,23,6,2,2,3,0,3,0.26,2,1,0,0,0,0
551,12,2.74,6,1,2,2,1,0,0,0,0,0,0,0,0,0
552,10,0.33,7,0,0,1,1,1,1,0.03,0,0,0,1,0,0
553,18,0.97,12,1,1,3,1,0,1,0.05,1,0,0,0,0,0
554,53,3.51,42,2,3,4,2,0,5,0.33,5,0,0,0,0,0
555,3,0.66,3,0,0,0,0,0,0,0,0,0,0,0,0,0
556,60,2.01,50,0,3,3,3,1,6,0.2,3,0,1,2,0,0
557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
558,2,1.15,2,0,0,0,0,0,0,0,0,0,0,0,0,0
559,8,0.22,7,1,0,0,0,0,1,0.03,1,0,0,0,0,0
560,23,1.54,16,2,0,2,2,1,2,0.13,2,0,0,0,0,0
561,2,0.77,1,0,1,0,0,0,0,0,0,0,0,0,0,0
562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
563,13,0.64,11,0,1,1,0,0,2,0.1,1,0,0,1,0,0
564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
566,19,2.06,14,0,0,1,2,2,1,0.11,1,0,0,0,0,0
567,27,1.83,15,7,0,2,3,0,4,0.27,2,1,0,0,1,0
568,4,1.1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
569,11,0.59,10,0,0,0,1,0,0,0,0,0,0,0,0,0
570,34,1.73,22,3,1,3,5,0,7,0.36,2,1,1,1,2,0
571,2,2.81,1,0,1,0,0,0,0,0,0,0,0,0,0,0
572,49,3.81,40,3,5,0,1,0,7,0.54,5,0,2,0,0,0
573,67,3.25,47,3,8,4,4,1,11,0.53,8,0,0,2,0,1
574,43,3.78,32,0,5,5,1,0,5,0.44,3,0,1,1,0,0
575,22,1.4,18,1,1,0,1,1,1,0.06,1,0,0,0,0,0
576,10,1.24,8,0,1,0,1,0,0,0,0,0,0,0,0,0
577,70,4.3,61,1,3,3,0,2,10,0.61,8,0,1,1,0,0
578,1,4.29,0,0,0,0,1,0,0,0,0,0,0,0,0,0
579,37,2.98,31,2,2,1,1,0,2,0.16,2,0,0,0,0,0
580,46,2.27,36,7,0,0,2,1,6,0.3,5,0,0,0,0,1
581,6,0.24,4,2,0,0,0,0,0,0,0,0,0,0,0,0
582,51,2.08,39,10,0,1,1,0,7,0.29,7,0,0,0,0,0
583,15,1.59,13,0,1,1,0,0,0,0,0,0,0,0,0,0
584,43,1.66,32,0,2,3,6,0,1,0.04,1,0,0,0,0,0
585,25,2.79,19,1,2,1,2,0,2,0.22,0,0,1,1,0,0
586,27,2.25,15,0,4,0,6,2,1,0.08,1,0,0,0,0,0
587,3,0.08,2,1,0,0,0,0,0,0,0,0,0,0,0,0
588,62,4.19,47,4,3,6,2,0,8,0.54,6,0,1,1,0,0
589,16,2.87,11,1,1,1,1,1,3,0.54,2,0,0,0,1,0
590,32,1.04,21,2,3,0,4,2,5,0.16,3,1,1,0,0,0
591,4,0.11,1,3,0,0,0,0,1,0.03,0,1,0,0,0,0
592,53,1.75,31,20,0,2,0,0,6,0.2,2,4,0,0,0,0
593,2,1.28,2,0,0,0,0,0,0,0,0,0,0,0,0,0
594,25,1.39,15,4,0,3,1,2,2,0.11,2,0,0,0,0,0
595,62,2.08,52,0,0,7,1,2,1,0.03,0,0,0,1,0,0
596,1,5.29,1,0,0,0,0,0,0,0,0,0,0,0,0,0
597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
598,35,1.68,28,0,2,3,1,1,1,0.05,1,0,0,0,0,0
599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,14,0.65,12,2,0,0,0,0,0,0,0,0,0,0,0,0
601,111,4.02,74,21,7,4,4,1,12,0.43,8,1,2,0,1,0
602,44,3.45,26,5,6,6,1,0,5,0.39,3,1,0,1,0,0
603,101,2.94,88,8,1,2,1,1,3,0.09,2,1,0,0,0,0
604,4,15.65,2,1,1,0,0,0,0,0,0,0,0,0,0,0
605,9,0.3,8,0,0,0,1,0,1,0.03,1,0,0,0,0,0
606,25,2.45,20,1,1,2,1,0,1,0.1,1,0,0,0,0,0
607,4,27.69,3,0,0,0,0,1,0,0,0,0,0,0,0,0
608,3,1.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0
609,28,2.37,17,0,0,3,5,3,7,0.59,4,0,0,1,2,0
610,3,4.22,2,0,0,1,0,0,2,2.81,1,0,0,1,0,0
611,22,1.41,16,0,2,1,1,2,2,0.13,1,0,0,0,1,0
612,61,3.68,34,19,2,4,1,1,9,0.54,4,2,0,2,0,1
613,13,0.83,11,0,0,0,0,2,2,0.13,1,0,0,0,0,1
614,1,0.69,1,0,0,0,0,0,0,0,0,0,0,0,0,0
615,11,0.99,9,0,0,1,0,1,3,0.27,3,0,0,0,0,0
616,23,5.27,14,6,0,1,2,0,1,0.23,1,0,0,0,0,0
617,22,2.37,19,2,0,0,1,0,1,0.11,1,0,0,0,0,0
618,9,0.72,5,0,0,3,0,1,1,0.08,1,0,0,0,0,0
619,37,2.54,28,0,2,4,1,2,6,0.41,5,0,0,0,0,1
620,4,2.18,4,0,0,0,0,0,0,0,0,0,0,0,0,0
621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
622,52,2.82,43,4,3,0,0,2,6,0.33,5,0,0,0,0,1
623,30,2.33,23,0,0,3,2,2,9,0.7,6,0,0,1,0,2
624,74,2.28,46,18,4,1,3,2,3,0.09,2,0,0,0,0,1
625,42,2.1,37,1,3,0,1,0,5,0.25,5,0,0,0,0,0
626,27,4.21,21,1,1,1,2,1,1,0.16,1,0,0,0,0,0
627,11,0.77,11,0,0,0,0,0,2,0.14,2,0,0,0,0,0
628,39,1.85,33,1,0,3,2,0,3,0.14,2,0,0,1,0,0
629,39,2.38,23,0,10,4,1,1,6,0.37,3,0,2,1,0,0
630,25,0.81,20,1,1,1,2,0,3,0.1,1,0,0,0,2,0
631,27,0.85,23,0,0,1,1,2,3,0.09,1,0,0,1,1,0
632,1,1.43,1,0,0,0,0,0,0,0,0,0,0,0,0,0
633,7,0.83,4,3,0,0,0,0,2,0.24,0,2,0,0,0,0
634,92,2.65,72,5,7,4,3,1,14,0.4,13,0,0,1,0,0
635,62,3.12,44,11,0,4,3,0,7,0.35,7,0,0,0,0,0
636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
637,43,2.57,35,2,1,2,1,2,3,0.18,3,0,0,0,0,0
638,8,2.8,6,0,2,0,0,0,0,0,0,0,0,0,0,0
639,77,2.48,63,0,3,8,3,0,4,0.13,4,0,0,0,0,0
640,70,3.62,54,4,9,1,2,0,4,0.21,4,0,0,0,0,0
641,30,1.06,28,1,0,1,0,0,3,0.11,2,0,0,1,0,0
642,5,1.91,4,0,0,1,0,0,0,0,0,0,0,0,0,0
643,1,7.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
644,11,0.83,7,0,0,0,1,3,1,0.08,1,0,0,0,0,0
645,18,0.59,12,0,1,5,0,0,5,0.16,3,0,0,2,0,0
646,152,6.22,105,30,5,9,3,0,14,0.57,10,3,1,0,0,0
647,22,2.53,18,0,3,1,0,0,5,0.57,3,0,1,1,0,0
648,1,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
650,95,3.97,68,21,2,1,2,1,6,0.25,5,1,0,0,0,0
651,32,2.47,26,3,1,1,1,0,4,0.31,4,0,0,0,0,0
652,46,1.8,32,9,0,2,3,0,2,0.08,2,0,0,0,0,0
653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
654,1,3.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
655,48,3.18,38,0,5,3,2,0,2,0.13,2,0,0,0,0,0
656,37,1.56,32,0,0,4,0,1,4,0.17,3,0,0,1,0,0
657,2,6.43,1,1,0,0,0,0,0,0,0,0,0,0,0,0
658,34,3.14,23,3,2,4,2,0,10,0.92,7,2,0,0,1,0
659,50,1.94,41,5,2,1,1,0,2,0.08,2,0,0,0,0,0
660,21,1.22,15,1,1,3,1,0,2,0.12,1,0,0,1,0,0
661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
662,1,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0
663,7,2.49,4,0,1,1,0,1,2,0.71,1,0,1,0,0,0
664,4,1.07,2,0,0,2,0,0,0,0,0,0,0,0,0,0
665,65,2.39,50,1,4,5,4,1,9,0.33,6,0,0,1,2,0
666,12,4.01,11,0,0,1,0,0,1,0.33,0,0,0,1,0,0
667,6,0.82,5,0,0,0,0,1,0,0,0,0,0,0,0,0
668,63,2.57,41,0,7,6,7,2,15,0.61,7,0,2,3,3,0
669,88,5.62,60,11,10,4,3,0,17,1.09,13,3,1,0,0,0
670,5,2.34,1,2,0,0,2,0,0,0,0,0,0,0,0,0
671,8,0.38,2,0,1,4,0,1,3,0.14,0,0,0,3,0,0
672,71,3.12,30,33,2,2,3,1,10,0.44,7,2,0,0,1,0
673,22,2.28,17,0,0,5,0,0,6,0.62,5,0,0,1,0,0
674,23,3,19,0,0,1,2,1,1,0.13,1,0,0,0,0,0
675,4,0.36,4,0,0,0,0,0,1,0.09,1,0,0,0,0,0
676,27,1.25,25,0,0,1,0,1,7,0.32,5,0,0,1,0,1
677,85,2.96,52,2,13,8,9,1,12,0.42,7,0,1,2,1,1
678,17,2.18,14,1,1,0,1,0,3,0.38,3,0,0,0,0,0
679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
682,43,2.56,32,2,7,0,2,0,3,0.18,3,0,0,0,0,0
683,31,1.6,20,0,4,4,3,0,4,0.21,2,0,1,0,1,0
684,149,5.13,85,39,10,8,7,0,11,0.38,6,2,0,2,1,0
685,77,3.29,58,5,8,3,3,0,6,0.26,5,1,0,0,0,0
686,2,10.59,2,0,0,0,0,0,0,0,0,0,0,0,0,0
687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
688,41,2.7,31,1,1,4,4,0,7,0.46,4,1,0,1,1,0
689,68,2.13,58,2,2,4,1,1,7,0.22,4,1,0,2,0,0
690,104,5.69,76,16,6,4,2,0,12,0.66,11,0,0,0,1,0
691,1,1.45,1,0,0,0,0,0,0,0,0,0,0,0,0,0
692,16,1.15,13,1,0,1,1,0,0,0,0,0,0,0,0,0
693,36,2.56,30,0,3,2,1,0,7,0.5,6,0,0,1,0,0
694,115,3.75,90,8,11,3,2,1,24,0.78,19,0,3,1,1,0
695,1,1.34,1,0,0,0,0,0,0,0,0,0,0,0,0,0
696,10,0.46,6,1,1,0,1,1,2,0.09,2,0,0,0,0,0
697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
698,6,0.62,6,0,0,0,0,0,2,0.21,2,0,0,0,0,0
699,33,1.93,24,0,4,4,1,0,8,0.47,4,0,3,1,0,0
700,30,2.64,24,0,4,0,1,1,3,0.26,3,0,0,0,0,0
701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
702,31,5.32,16,2,3,6,3,1,3,0.52,0,0,0,1,2,0
703,36,1.35,31,0,0,4,0,1,7,0.26,5,0,0,2,0,0
704,4,1.27,4,0,0,0,0,0,1,0.32,1,0,0,0,0,0
705,1,0.53,1,0,0,0,0,0,0,0,0,0,0,0,0,0
706,78,3.78,61,2,4,3,5,3,10,0.48,7,1,0,2,0,0
707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
708,60,5.64,41,0,11,6,1,1,4,0.38,3,0,0,1,0,0
709,13,0.78,11,0,0,2,0,0,1,0.06,1,0,0,0,0,0
710,10,3.25,7,0,2,0,1,0,1,0.32,1,0,0,0,0,0
711,20,1.85,11,0,1,4,2,2,5,0.46,1,0,1,0,2,1
712,30,0.88,25,0,0,4,0,1,5,0.15,3,0,0,2,0,0
713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
714,53,3.75,37,14,1,0,1,0,8,0.57,5,2,0,0,1,0
715,35,2.69,23,9,2,0,1,0,0,0,0,0,0,0,0,0
716,12,1.56,8,3,0,0,1,0,0,0,0,0,0,0,0,0
717,83,4.31,47,15,11,6,4,0,12,0.62,6,3,2,1,0,0
718,1,0.65,1,0,0,0,0,0,0,0,0,0,0,0,0,0
719,88,5.53,42,30,4,10,1,1,8,0.5,3,3,0,2,0,0
720,19,3.15,13,0,2,1,3,0,1,0.17,0,0,0,1,0,0
721,7,0.23,4,3,0,0,0,0,0,0,0,0,0,0,0,0
722,4,1.14,4,0,0,0,0,0,1,0.28,1,0,0,0,0,0
723,40,3.35,24,10,3,1,2,0,6,0.5,3,1,1,0,1,0
724,4,0.62,3,0,0,0,0,1,0,0,0,0,0,0,0,0
725,2,0.19,2,0,0,0,0,0,1,0.09,1,0,0,0,0,0
726,78,3.6,50,16,3,2,6,1,11,0.51,9,0,0,1,1,0
727,1,6.43,1,0,0,0,0,0,0,0,0,0,0,0,0,0
728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
729,13,0.43,11,0,0,2,0,0,0,0,0,0,0,0,0,0
730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
731,3,0.08,2,1,0,0,0,0,0,0,0,0,0,0,0,0
732,24,0.93,17,3,2,0,0,2,3,0.12,1,0,2,0,0,0
733,29,0.84,21,1,2,1,2,2,3,0.09,3,0,0,0,0,0
734,18,3.54,15,0,1,1,1,0,1,0.2,1,0,0,0,0,0
