,SCA,SCA,SCA,SCA,SCA,SCA,SCA,SCA,GCA,GCA,GCA,GCA,GCA,GCA,GCA,GCA
Rk,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def
1107,22,1.22,17,0,0,1,2,2,2,0.11,2,0,0,0,0,0
1108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1109,5,1.73,5,0,0,0,0,0,2,0.69,2,0,0,0,0,0
1110,24,3.55,17,6,0,0,1,0,0,0,0,0,0,0,0,0
1111,33,1.23,25,5,1,2,0,0,6,0.22,6,0,0,0,0,0
1112,59,1.75,48,0,4,3,3,1,6,0.18,5,0,0,1,0,0
1113,20,0.7,15,1,0,2,1,1,1,0.04,0,1,0,0,0,0
1114,61,2.87,44,0,6,8,3,0,16,0.75,11,0,3,2,0,0
1115,32,2.87,31,0,0,1,0,0,2,0.18,2,0,0,0,0,0
1116,7,0.77,6,0,0,1,0,0,0,0,0,0,0,0,0,0
1117,27,1.17,22,0,0,3,1,1,4,0.17,3,0,0,1,0,0
1118,49,3.24,34,3,2,6,4,0,3,0.2,2,0,0,1,0,0
1119,12,2.28,7,0,0,2,2,1,2,0.38,1,0,0,0,0,1
1120,36,1.54,26,0,1,5,3,1,4,0.17,3,0,0,0,1,0
1121,31,2.1,27,0,2,1,1,0,4,0.27,3,0,1,0,0,0
1122,12,1,10,2,0,0,0,0,2,0.17,2,0,0,0,0,0
1123,14,1.18,11,0,1,1,0,1,3,0.25,2,0,0,1,0,0
1124,52,1.89,42,1,5,2,0,2,9,0.33,8,0,1,0,0,0
1125,8,1.42,6,2,0,0,0,0,1,0.18,0,1,0,0,0,0
1126,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1127,9,1.55,5,0,1,3,0,0,0,0,0,0,0,0,0,0
1128,33,3.34,24,3,1,2,3,0,3,0.3,1,1,0,0,1,0
1129,5,0.14,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1130,14,0.43,9,1,0,4,0,0,0,0,0,0,0,0,0,0
1131,31,1.36,22,3,2,0,4,0,2,0.09,1,1,0,0,0,0
1132,46,2.36,33,0,3,4,5,1,5,0.26,5,0,0,0,0,0
1133,49,3.79,36,6,3,2,2,0,6,0.46,4,1,1,0,0,0
1134,8,0.5,7,0,0,0,0,1,0,0,0,0,0,0,0,0
1135,86,2.93,55,7,11,8,4,1,4,0.14,1,0,1,2,0,0
1136,13,2.59,12,0,0,0,0,1,1,0.2,1,0,0,0,0,0
1137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1138,14,1.06,13,0,1,0,0,0,1,0.08,1,0,0,0,0,0
1139,34,2.21,30,1,0,2,1,0,3,0.19,3,0,0,0,0,0
1140,2,0.45,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1141,61,3.03,46,0,3,7,5,0,6,0.3,4,0,0,1,1,0
1142,6,0.54,6,0,0,0,0,0,1,0.09,1,0,0,0,0,0
1143,53,6.65,42,0,5,1,5,0,1,0.13,1,0,0,0,0,0
1144,43,2.89,28,5,5,2,3,0,4,0.27,1,0,2,1,0,0
1145,67,2.36,54,7,1,4,0,1,7,0.25,7,0,0,0,0,0
1146,37,1.83,26,0,5,2,3,1,2,0.1,1,0,1,0,0,0
1147,1,1.84,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1148,22,1.54,19,1,0,1,1,0,0,0,0,0,0,0,0,0
1149,4,0.77,3,0,0,0,1,0,1,0.19,1,0,0,0,0,0
1150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1151,96,3.33,86,4,2,2,1,1,14,0.49,14,0,0,0,0,0
1152,87,3.88,67,13,1,3,3,0,12,0.53,7,1,1,1,2,0
1153,1,1.23,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1154,3,1.5,1,2,0,0,0,0,0,0,0,0,0,0,0,0
1155,23,1.81,19,0,0,1,2,1,5,0.39,3,0,0,1,1,0
1156,18,1.46,17,0,0,0,1,0,1,0.08,1,0,0,0,0,0
1157,57,2.47,41,14,0,1,1,0,5,0.22,3,1,0,1,0,0
1158,13,1.67,10,0,0,2,1,0,1,0.13,1,0,0,0,0,0
1159,39,3.26,34,1,2,1,1,0,3,0.25,3,0,0,0,0,0
1160,50,1.62,41,2,5,0,2,0,4,0.13,2,1,1,0,0,0
1161,41,1.74,31,0,0,2,8,0,6,0.26,4,0,0,2,0,0
1162,11,0.51,10,0,0,0,0,1,0,0,0,0,0,0,0,0
1163,5,1.28,3,1,0,0,1,0,0,0,0,0,0,0,0,0
1164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1165,28,1.35,22,2,0,4,0,0,3,0.14,2,0,0,1,0,0
1166,7,0.54,5,0,1,0,0,1,0,0,0,0,0,0,0,0
1167,27,1.2,23,0,1,0,2,1,4,0.18,4,0,0,0,0,0
1168,18,1.19,11,7,0,0,0,0,0,0,0,0,0,0,0,0
1169,4,0.91,3,0,0,1,0,0,1,0.23,1,0,0,0,0,0
1170,104,3.45,58,25,4,5,10,2,13,0.43,10,0,1,2,0,0
1171,7,0.93,5,0,1,0,1,0,0,0,0,0,0,0,0,0
1172,39,3.22,35,0,2,1,1,0,7,0.58,7,0,0,0,0,0
1173,21,2.2,17,2,1,1,0,0,2,0.21,2,0,0,0,0,0
1174,3,0.08,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1175,27,1.48,20,0,2,1,3,1,5,0.27,4,0,0,0,0,1
1176,36,4.29,23,9,1,2,1,0,6,0.71,5,1,0,0,0,0
1177,135,4.04,82,35,2,9,6,1,13,0.39,7,3,0,0,3,0
1178,6,2.12,6,0,0,0,0,0,1,0.35,1,0,0,0,0,0
1179,44,1.4,37,1,2,0,4,0,4,0.13,4,0,0,0,0,0
1180,17,0.87,16,0,0,1,0,0,4,0.21,3,0,0,1,0,0
1181,19,0.77,12,0,0,5,1,1,3,0.12,1,0,0,1,1,0
1182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1183,3,0.88,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1184,45,1.56,35,0,0,3,4,3,8,0.28,4,0,0,1,2,1
1185,143,6.19,84,46,5,4,3,1,12,0.52,10,0,2,0,0,0
1186,3,0.32,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1187,94,3.27,71,0,3,10,10,0,10,0.35,7,0,1,1,1,0
1188,5,0.21,4,1,0,0,0,0,1,0.04,1,0,0,0,0,0
1189,61,3.13,43,0,10,3,3,2,8,0.41,5,0,2,1,0,0
1190,9,1.25,7,0,0,0,0,2,0,0,0,0,0,0,0,0
1191,124,3.85,73,20,14,7,6,4,15,0.47,6,0,3,2,3,1
1192,1,0.33,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1194,4,2.73,4,0,0,0,0,0,1,0.68,1,0,0,0,0,0
1195,14,2.64,11,1,1,0,1,0,1,0.19,1,0,0,0,0,0
1196,2,0.15,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1197,4,1.03,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1198,6,0.27,3,2,0,0,0,1,1,0.04,1,0,0,0,0,0
1199,4,0.12,3,1,0,0,0,0,0,0,0,0,0,0,0,0
1200,80,2.59,50,6,7,9,5,3,11,0.36,8,0,0,1,2,0
1201,7,0.5,5,0,0,1,1,0,2,0.14,1,0,0,1,0,0
1202,29,2.71,14,7,3,4,1,0,0,0,0,0,0,0,0,0
1203,12,0.62,10,1,0,0,1,0,0,0,0,0,0,0,0,0
1204,5,1.2,4,0,0,1,0,0,2,0.48,2,0,0,0,0,0
1205,55,5.15,41,0,6,3,5,0,6,0.56,2,0,2,0,2,0
1206,23,1.97,15,3,0,0,2,3,4,0.34,1,1,0,0,1,1
1207,14,0.71,10,1,0,2,1,0,4,0.2,3,0,0,1,0,0
1208,39,1.73,36,1,2,0,0,0,7,0.31,6,0,1,0,0,0
1209,7,4.12,5,0,0,2,0,0,0,0,0,0,0,0,0,0
1210,86,2.42,71,3,6,1,1,4,7,0.2,7,0,0,0,0,0
1211,57,2.36,49,5,1,1,1,0,9,0.37,7,1,1,0,0,0
1212,3,2.9,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1213,31,0.97,28,1,0,1,1,0,2,0.06,2,0,0,0,0,0
1214,14,1.22,13,0,0,1,0,0,2,0.17,2,0,0,0,0,0
1215,47,4.17,36,0,3,6,1,1,4,0.36,2,0,0,0,1,1
1216,21,1.84,16,0,0,4,1,0,4,0.35,1,0,0,3,0,0
1217,17,2.45,10,1,2,1,3,0,1,0.14,1,0,0,0,0,0
1218,5,3.54,2,1,1,0,1,0,1,0.71,0,0,0,0,1,0
1219,41,4.09,30,6,4,1,0,0,4,0.4,3,1,0,0,0,0
1220,21,2.63,10,7,1,0,3,0,1,0.13,0,1,0,0,0,0
1221,33,1.89,26,0,0,2,5,0,4,0.23,1,0,0,0,3,0
1222,11,1.72,10,0,0,0,0,1,0,0,0,0,0,0,0,0
1223,1,0.72,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1224,19,0.76,16,0,0,2,0,1,1,0.04,1,0,0,0,0,0
1225,38,2.71,30,1,2,2,1,2,8,0.57,5,0,0,1,0,2
1226,24,3.12,19,2,1,2,0,0,4,0.52,2,1,0,1,0,0
1227,27,3.74,20,0,3,3,1,0,2,0.28,1,0,0,1,0,0
1228,35,2.95,28,0,3,4,0,0,2,0.17,1,0,0,1,0,0
1229,56,2,43,9,2,1,1,0,9,0.32,8,1,0,0,0,0
1230,66,7.07,42,11,4,5,3,1,10,1.07,8,0,2,0,0,0
1231,6,1.44,5,1,0,0,0,0,0,0,0,0,0,0,0,0
1232,1,0.34,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1233,72,2.39,53,0,6,11,2,0,15,0.5,9,0,2,4,0,0
1234,4,2.59,2,0,0,1,1,0,0,0,0,0,0,0,0,0
1235,32,1.52,25,0,2,4,1,0,9,0.43,9,0,0,0,0,0
1236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1237,18,2.38,10,3,1,1,3,0,3,0.4,1,0,1,0,1,0
1238,10,1.03,7,0,0,0,1,2,0,0,0,0,0,0,0,0
1239,120,4.72,80,21,7,11,1,0,16,0.63,9,3,0,4,0,0
1240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1242,62,2.61,34,1,13,7,7,0,4,0.17,1,0,1,2,0,0
1243,22,5.98,17,1,2,1,1,0,2,0.54,2,0,0,0,0,0
1244,1,1.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1245,11,0.78,9,1,0,1,0,0,0,0,0,0,0,0,0,0
1246,26,1,20,3,0,2,0,1,3,0.11,3,0,0,0,0,0
1247,7,0.99,5,0,0,1,1,0,0,0,0,0,0,0,0,0
1248,29,1.79,16,8,3,1,0,1,1,0.06,0,1,0,0,0,0
1249,66,2.92,59,3,2,2,0,0,7,0.31,6,0,1,0,0,0
1250,4,0.68,1,0,0,2,1,0,0,0,0,0,0,0,0,0
1251,6,3.27,4,0,1,0,1,0,1,0.55,0,0,0,0,1,0
1252,57,3.57,46,1,2,6,1,1,5,0.31,5,0,0,0,0,0
1253,16,0.7,13,0,1,0,0,2,2,0.09,2,0,0,0,0,0
1254,17,2.44,12,0,1,3,1,0,2,0.29,1,0,0,0,1,0
1255,30,1.44,21,0,0,4,4,1,3,0.14,1,0,0,1,1,0
1256,39,2.92,30,4,3,1,1,0,5,0.37,3,1,0,0,1,0
1257,8,3.14,4,0,1,1,1,1,0,0,0,0,0,0,0,0
1258,1,0.14,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1259,3,2.14,2,0,0,1,0,0,0,0,0,0,0,0,0,0
1260,54,2.05,35,0,4,7,8,0,5,0.19,2,0,1,1,1,0
1261,88,4.25,69,7,4,5,3,0,11,0.53,9,1,1,0,0,0
1262,57,2.23,42,3,2,6,2,2,3,0.12,2,0,0,1,0,0
1263,7,1.07,4,0,0,1,2,0,2,0.31,1,0,0,1,0,0
1264,14,0.38,7,0,0,6,1,0,4,0.11,1,0,0,2,1,0
1265,1,0.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1266,78,4.32,42,20,5,9,2,0,6,0.33,1,0,1,3,1,0
1267,11,1.92,6,5,0,0,0,0,1,0.17,0,1,0,0,0,0
1268,33,4.38,15,13,3,0,2,0,3,0.4,1,1,0,0,1,0
1269,6,7.2,2,2,1,0,1,0,0,0,0,0,0,0,0,0
1270,6,2.39,4,0,1,1,0,0,0,0,0,0,0,0,0,0
1271,75,2.37,49,1,9,8,6,2,5,0.16,4,0,0,0,0,1
1272,8,2.81,5,0,0,2,1,0,0,0,0,0,0,0,0,0
1273,4,0.3,3,0,0,1,0,0,0,0,0,0,0,0,0,0
1274,11,2.37,9,1,0,0,1,0,1,0.22,1,0,0,0,0,0
1275,66,3.71,43,19,0,2,0,2,3,0.17,2,1,0,0,0,0
1276,9,0.59,7,0,0,2,0,0,0,0,0,0,0,0,0,0
1277,85,4.08,56,0,16,7,4,2,18,0.86,11,0,2,1,2,2
1278,9,0.63,9,0,0,0,0,0,0,0,0,0,0,0,0,0
1279,6,2.31,2,1,2,0,1,0,0,0,0,0,0,0,0,0
1280,71,2.43,52,1,7,6,4,1,14,0.48,7,0,4,3,0,0
1281,60,3.28,38,0,10,6,5,1,4,0.22,3,0,0,1,0,0
1282,33,6.31,20,9,3,0,1,0,2,0.38,2,0,0,0,0,0
1283,67,2.36,49,0,6,9,3,0,5,0.18,4,0,0,1,0,0
1284,5,22.5,3,0,0,0,2,0,2,9,1,0,0,0,1,0
1285,1,2.14,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1286,32,1.97,28,0,2,1,1,0,3,0.18,3,0,0,0,0,0
1287,24,1.55,19,2,0,0,2,1,3,0.19,2,1,0,0,0,0
1288,28,2.96,17,1,2,3,3,2,3,0.32,2,0,0,1,0,0
1289,1,0.55,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1290,83,3.02,71,2,7,2,1,0,9,0.33,9,0,0,0,0,0
1291,7,0.97,5,1,0,0,1,0,0,0,0,0,0,0,0,0
1292,60,2.15,49,5,1,1,2,2,6,0.21,5,0,0,0,1,0
1293,5,3.72,4,0,1,0,0,0,0,0,0,0,0,0,0,0
1294,70,2.77,61,2,1,2,3,1,8,0.32,8,0,0,0,0,0
1295,33,2.46,25,1,6,0,1,0,4,0.3,4,0,0,0,0,0
1296,54,3.03,45,0,1,4,3,1,6,0.34,5,0,0,1,0,0
1297,83,2.39,52,1,4,15,11,0,9,0.26,6,0,1,1,1,0
1298,1,0.49,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1299,1,0.58,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1300,98,3.73,63,0,12,9,13,1,13,0.49,7,0,2,2,2,0
1301,42,3.72,32,1,2,5,2,0,2,0.18,1,1,0,0,0,0
1302,13,3.16,8,1,0,4,0,0,3,0.73,3,0,0,0,0,0
1303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1304,2,0.89,0,0,0,0,2,0,0,0,0,0,0,0,0,0
1305,42,1.77,27,0,7,1,5,2,3,0.13,1,0,1,0,1,0
1306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1307,5,1.43,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1308,3,1.53,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1309,80,4.07,57,10,9,2,2,0,7,0.36,6,0,1,0,0,0
1310,188,6.29,129,1,27,9,19,3,28,0.94,18,0,5,1,3,1
1311,17,1.53,16,0,0,0,1,0,2,0.18,2,0,0,0,0,0
1312,7,2.09,4,0,2,1,0,0,1,0.3,1,0,0,0,0,0
1313,17,1.17,11,0,2,0,1,3,2,0.14,1,0,0,0,1,0
1314,7,1.22,3,3,0,1,0,0,0,0,0,0,0,0,0,0
1315,10,0.98,4,0,2,1,3,0,0,0,0,0,0,0,0,0
1316,4,0.3,3,0,0,1,0,0,0,0,0,0,0,0,0,0
1317,52,2.08,34,3,8,0,6,1,2,0.08,2,0,0,0,0,0
1318,1,1.17,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1319,31,2.33,29,0,1,1,0,0,3,0.23,3,0,0,0,0,0
1320,15,2.67,11,0,2,2,0,0,0,0,0,0,0,0,0,0
1321,97,3.76,59,28,3,4,2,1,14,0.54,10,2,0,2,0,0
1322,52,2.8,37,1,6,5,2,1,4,0.22,2,0,1,1,0,0
1323,34,2.51,26,0,0,6,2,0,3,0.22,1,0,0,2,0,0
1324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1325,55,2.31,40,0,5,5,3,2,6,0.25,3,0,2,1,0,0
1326,13,2.88,9,0,1,0,3,0,2,0.44,1,0,0,0,1,0
1327,26,3.69,15,0,6,3,2,0,4,0.57,2,0,1,0,1,0
1328,7,2.84,4,0,0,0,2,1,1,0.41,0,0,0,0,1,0
1329,12,3.29,2,2,5,3,0,0,5,1.37,0,1,2,2,0,0
1330,27,1.25,24,1,0,1,1,0,4,0.19,3,0,0,1,0,0
1331,82,3.45,63,4,4,5,4,2,7,0.29,6,0,1,0,0,0
1332,53,1.72,43,1,0,3,6,0,5,0.16,3,0,0,1,1,0
1333,18,1,16,0,1,1,0,0,0,0,0,0,0,0,0,0
1334,7,1.16,6,0,0,1,0,0,1,0.17,1,0,0,0,0,0
1335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1336,40,1.89,37,1,0,0,1,1,4,0.19,4,0,0,0,0,0
1337,1,0.14,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1338,5,5,4,0,0,0,1,0,3,3,2,0,0,0,1,0
1339,128,3.56,94,2,10,16,6,0,21,0.58,17,0,1,3,0,0
1340,60,3.83,31,14,7,4,3,1,4,0.26,1,1,2,0,0,0
1341,69,3.5,59,0,3,3,0,4,16,0.81,14,0,1,1,0,0
1342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1343,38,1.8,32,1,1,0,1,3,2,0.09,2,0,0,0,0,0
1344,93,2.9,81,4,5,0,2,1,4,0.12,4,0,0,0,0,0
1345,7,3.5,6,1,0,0,0,0,0,0,0,0,0,0,0,0
1346,68,4.56,32,14,7,7,8,0,8,0.54,4,1,1,0,2,0
1347,2,0.66,1,0,0,0,1,0,1,0.33,0,0,0,0,1,0
1348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1350,16,1.8,13,1,0,1,1,0,0,0,0,0,0,0,0,0
1351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1352,14,1.15,8,0,4,0,2,0,3,0.25,1,0,1,0,1,0
1353,19,0.61,13,1,0,4,0,1,1,0.03,1,0,0,0,0,0
1354,71,3.61,50,8,4,4,5,0,7,0.36,4,1,0,1,1,0
1355,17,1.61,14,2,0,1,0,0,2,0.19,1,0,0,1,0,0
1356,12,0.71,10,1,0,1,0,0,1,0.06,1,0,0,0,0,0
1357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1358,46,3.53,39,0,0,4,0,3,6,0.46,5,0,0,1,0,0
1359,8,1.43,6,0,0,2,0,0,0,0,0,0,0,0,0,0
1360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1361,13,1.11,11,1,0,1,0,0,2,0.17,2,0,0,0,0,0
1362,17,1.82,15,0,0,1,1,0,0,0,0,0,0,0,0,0
1363,2,3.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1364,21,1.86,16,2,2,1,0,0,2,0.18,2,0,0,0,0,0
1365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1366,67,2.61,55,0,2,5,2,3,2,0.08,2,0,0,0,0,0
1367,32,3.09,12,12,2,3,3,0,1,0.1,1,0,0,0,0,0
1368,82,3.31,53,4,9,8,7,1,6,0.24,4,0,0,0,1,1
1369,34,1.11,26,1,1,2,2,2,2,0.07,2,0,0,0,0,0
1370,50,2.42,34,0,3,6,6,1,4,0.19,3,0,0,1,0,0
1371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1372,13,0.51,11,1,0,0,1,0,3,0.12,2,1,0,0,0,0
1373,10,0.33,7,0,1,1,0,1,2,0.07,1,0,0,1,0,0
1374,155,5.64,81,63,1,3,3,4,24,0.87,9,13,0,0,1,1
1375,18,0.63,17,0,0,1,0,0,3,0.1,3,0,0,0,0,0
1376,63,2.52,51,0,2,6,4,0,9,0.36,6,0,1,2,0,0
1377,15,0.69,13,0,0,1,1,0,1,0.05,1,0,0,0,0,0
1378,50,3.63,29,8,8,1,1,3,3,0.22,2,0,0,1,0,0
1379,7,0.78,6,0,0,0,0,1,1,0.11,1,0,0,0,0,0
1380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1381,19,5.06,13,6,0,0,0,0,1,0.27,0,1,0,0,0,0
1382,77,3.34,64,3,3,4,3,0,8,0.35,7,0,0,1,0,0
1383,6,6.35,5,0,0,0,1,0,0,0,0,0,0,0,0,0
1384,19,2.83,11,0,2,2,4,0,1,0.15,1,0,0,0,0,0
1385,27,1.71,25,0,1,1,0,0,2,0.13,2,0,0,0,0,0
1386,12,0.66,12,0,0,0,0,0,1,0.05,1,0,0,0,0,0
1387,64,3.06,34,22,5,2,1,0,8,0.38,3,3,2,0,0,0
1388,4,1.86,3,0,1,0,0,0,0,0,0,0,0,0,0,0
1389,3,2.37,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1390,23,2.73,16,1,2,1,3,0,3,0.36,2,0,1,0,0,0
1391,19,0.58,17,0,0,0,2,0,0,0,0,0,0,0,0,0
1392,4,0.14,2,2,0,0,0,0,1,0.04,1,0,0,0,0,0
1393,24,1.37,21,1,0,1,1,0,2,0.11,2,0,0,0,0,0
1394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1395,11,2.63,5,0,1,2,3,0,2,0.48,1,0,0,1,0,0
1396,46,2.57,36,1,1,4,2,2,10,0.56,8,0,0,1,1,0
1397,4,1.98,3,0,0,0,1,0,0,0,0,0,0,0,0,0
1398,67,2.4,59,2,1,2,3,0,11,0.39,11,0,0,0,0,0
1399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1402,7,1.43,6,1,0,0,0,0,1,0.2,1,0,0,0,0,0
1403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1404,83,2.53,53,0,9,7,13,1,13,0.4,7,0,3,1,2,0
1405,36,1.26,32,1,0,2,0,1,4,0.14,3,0,0,1,0,0
1406,54,2.01,45,2,4,1,2,0,6,0.22,5,0,1,0,0,0
1407,6,0.55,5,0,0,0,0,1,3,0.27,3,0,0,0,0,0
1408,25,1.2,20,0,2,0,0,3,4,0.19,3,0,0,0,0,1
1409,27,3.32,17,0,3,3,3,1,3,0.37,2,0,1,0,0,0
1410,49,2.11,38,0,5,1,5,0,4,0.17,2,0,0,0,2,0
1411,13,1.19,10,0,3,0,0,0,1,0.09,1,0,0,0,0,0
1412,13,0.47,11,0,0,2,0,0,0,0,0,0,0,0,0,0
1413,93,3.94,69,14,5,3,1,1,5,0.21,5,0,0,0,0,0
1414,9,0.87,9,0,0,0,0,0,1,0.1,1,0,0,0,0,0
1415,16,0.8,14,0,0,1,0,1,1,0.05,1,0,0,0,0,0
1416,141,5.03,74,48,5,12,2,0,13,0.46,8,4,0,1,0,0
1417,64,1.94,48,1,8,3,3,1,8,0.24,6,0,1,1,0,0
1418,19,0.71,15,0,1,2,1,0,4,0.15,3,0,0,1,0,0
1419,43,1.41,35,0,4,2,2,0,3,0.1,2,0,1,0,0,0
1420,2,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1421,14,0.47,8,0,1,3,0,2,1,0.03,1,0,0,0,0,0
1422,15,0.68,13,0,1,0,0,1,1,0.05,1,0,0,0,0,0
1423,69,3.98,58,0,4,3,3,1,8,0.46,7,0,0,0,0,1
1424,27,1.84,21,3,1,0,1,1,4,0.27,4,0,0,0,0,0
1425,19,1.05,11,4,1,1,1,1,2,0.11,2,0,0,0,0,0
1426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1427,98,3.26,74,5,5,8,6,0,14,0.47,14,0,0,0,0,0
1428,10,1.2,10,0,0,0,0,0,0,0,0,0,0,0,0,0
1429,15,2.97,8,0,4,1,2,0,4,0.79,3,0,0,1,0,0
1430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1431,88,3.77,60,25,2,0,0,1,4,0.17,3,1,0,0,0,0
1432,25,2.02,22,0,2,1,0,0,2,0.16,2,0,0,0,0,0
1433,6,0.21,3,3,0,0,0,0,0,0,0,0,0,0,0,0
1434,39,2.48,32,0,1,3,3,0,3,0.19,1,0,0,2,0,0
1435,34,2.71,28,0,0,4,2,0,7,0.56,6,0,0,0,1,0
1436,64,4.54,47,7,2,7,1,0,10,0.71,7,0,0,3,0,0
1437,38,1.47,31,3,0,2,2,0,2,0.08,1,1,0,0,0,0
1438,75,4.2,47,6,8,3,10,1,4,0.22,3,0,0,0,1,0
1439,42,1.97,27,0,5,2,7,1,2,0.09,1,0,1,0,0,0
1440,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1441,51,3.64,39,0,5,6,1,0,13,0.93,11,0,1,1,0,0
1442,25,2.92,17,0,5,2,1,0,5,0.58,3,0,2,0,0,0
1443,6,0.53,5,1,0,0,0,0,0,0,0,0,0,0,0,0
1444,18,1.29,12,0,2,0,4,0,0,0,0,0,0,0,0,0
1445,32,1.44,25,3,3,0,0,1,0,0,0,0,0,0,0,0
1446,11,2.5,8,0,1,2,0,0,1,0.23,1,0,0,0,0,0
1447,65,2.97,44,6,5,2,6,2,9,0.41,6,1,0,0,2,0
1448,13,2.4,9,0,0,3,1,0,3,0.55,1,0,0,1,1,0
1449,10,2.65,6,0,0,2,0,2,0,0,0,0,0,0,0,0
1450,79,2.61,61,0,1,16,0,1,19,0.63,13,0,1,4,0,1
1451,71,3.58,49,0,4,6,10,2,9,0.45,6,0,0,1,1,1
1452,13,1.29,8,1,0,0,2,2,3,0.3,1,1,0,0,0,1
1453,2,0.9,1,0,0,1,0,0,1,0.45,0,0,0,1,0,0
1454,26,0.94,20,1,1,3,0,1,0,0,0,0,0,0,0,0
1455,4,0.11,3,1,0,0,0,0,1,0.03,1,0,0,0,0,0
1456,16,0.47,12,3,0,1,0,0,3,0.09,1,1,0,1,0,0
1457,34,2.47,28,0,3,2,1,0,7,0.51,5,0,1,1,0,0
1458,37,2.41,30,1,1,0,5,0,6,0.39,4,0,1,0,1,0
1459,5,3.21,3,0,2,0,0,0,0,0,0,0,0,0,0,0
1460,28,1.62,24,0,0,2,2,0,4,0.23,4,0,0,0,0,0
1461,8,0.62,7,0,0,1,0,0,0,0,0,0,0,0,0,0
1462,44,3.91,38,1,3,0,1,1,4,0.36,4,0,0,0,0,0
1463,63,2.35,44,0,10,7,1,1,8,0.3,5,0,1,2,0,0
1464,16,2.38,10,0,1,2,3,0,1,0.15,0,0,0,1,0,0
1465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1466,10,1.74,8,1,0,1,0,0,0,0,0,0,0,0,0,0
1467,54,3.11,37,2,4,3,7,1,3,0.17,3,0,0,0,0,0
1468,60,3.02,51,4,3,0,1,1,9,0.45,7,0,1,0,0,1
1469,40,1.27,34,0,1,4,1,0,6,0.19,3,0,0,2,1,0
