,Stan,Stan,Stan,Stan,Stan,Stan,Stan,Stan,Stan,Stan,Stan,Stan,Expe,Expe,Expe,Expe,Expe
Rk,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
2142,0,7,1,14.3,0.38,0.05,0,0,26.7,6,0,0,0.5,0.5,0.07,-0.5,-0.5
2143,10,59,23,39,2.57,1,0.12,0.3,17.7,0,3,3,8,5.7,0.1,+1.0,+0.3
2144,4,48,8,16.7,1.93,0.32,0.08,0.5,19.5,0,0,0,3.2,3.2,0.07,+0.8,+0.8
2145,2,35,15,42.9,2.12,0.91,0.06,0.13,22,1,0,0,2,2,0.06,0,0
2146,0,1,0,0,0.8,0,0,,25.7,0,0,0,0,0,0.02,0,0
2147,1,32,8,25,2.13,0.53,0.03,0.13,18,0,0,0,2.6,2.6,0.08,-1.6,-1.6
2148,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2149,3,42,11,26.2,2.29,0.6,0.07,0.27,19,1,0,0,2.6,2.6,0.06,+0.4,+0.4
2150,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2151,10,54,21,38.9,2.08,0.81,0.17,0.43,12.2,0,1,2,8.7,7.2,0.14,+1.3,+1.8
2152,1,15,5,33.3,2.02,0.67,0.07,0.2,13.5,0,0,0,2.5,2.5,0.17,-1.5,-1.5
2153,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2154,1,15,4,26.7,0.99,0.26,0.07,0.25,15,0,0,0,1.5,1.5,0.1,-0.5,-0.5
2155,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2156,1,29,12,41.4,1.97,0.82,0.03,0.08,20.9,1,0,0,2.9,2.9,0.1,-1.9,-1.9
2157,1,24,9,37.5,1.36,0.51,0,0,14.7,0,1,1,2.9,2.1,0.09,-1.9,-2.1
2158,2,14,7,50,0.57,0.29,0.14,0.29,19.5,1,0,0,1.1,1.1,0.08,+0.9,+0.9
2159,0,2,0,0,0.21,0,0,,16.6,0,0,0,0.1,0.1,0.05,-0.1,-0.1
2160,6,28,13,46.4,2.34,1.08,0.21,0.46,13,0,0,0,5.5,5.5,0.2,+0.5,+0.5
2161,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2162,1,4,4,100,0.95,0.95,0.25,0.25,29.6,0,0,0,0.3,0.3,0.07,+0.7,+0.7
2163,0,3,0,0,3.75,0,0,,19.6,0,0,0,0.1,0.1,0.05,-0.1,-0.1
2164,2,24,8,33.3,1.4,0.47,0.08,0.25,17.4,0,0,0,2.3,2.3,0.11,-0.3,-0.3
2165,0,1,0,0,3.6,0,0,,24.7,0,0,0,0,0,0.01,0,0
2166,3,18,6,33.3,2.53,0.84,0.17,0.5,15.9,2,0,0,1.5,1.5,0.08,+1.5,+1.5
2167,1,46,11,23.9,1.89,0.45,0.02,0.09,25.5,1,0,0,1.5,1.5,0.03,-0.5,-0.5
2168,5,41,10,24.4,1.87,0.46,0.12,0.5,20.9,4,0,0,2.8,2.8,0.07,+2.2,+2.2
2169,0,1,0,0,6.43,0,0,,8.9,0,0,0,0.1,0.1,0.08,-0.1,-0.1
2170,0,17,4,23.5,0.72,0.17,0,0,19.8,0,0,0,1,1,0.06,-1,-1
2171,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2172,8,37,12,32.4,1.37,0.45,0.22,0.67,13,0,0,0,6.3,6.3,0.17,+1.7,+1.7
2173,0,1,0,0,3.33,0,0,,9.1,0,0,0,0.3,0.3,0.29,-0.3,-0.3
2174,0,1,1,100,0.03,0.03,0,0,68.4,0,0,0,0,0,0.01,0,0
2175,4,40,12,30,1.6,0.48,0.1,0.33,14.9,0,0,0,4.9,4.9,0.12,-0.9,-0.9
2176,0,6,1,16.7,1.05,0.18,0,0,11.8,0,0,0,0.9,0.9,0.15,-0.9,-0.9
2177,6,33,14,42.4,1.31,0.56,0.18,0.43,14.2,0,0,0,3.5,3.5,0.1,+2.5,+2.5
2178,1,9,3,33.3,1.66,0.55,0.11,0.33,20.5,0,0,0,0.7,0.7,0.07,+0.3,+0.3
2179,11,68,24,35.3,1.88,0.66,0.12,0.33,15.2,0,3,3,11.4,9.1,0.13,-0.4,-1.1
2180,0,3,2,66.7,0.79,0.53,0,0,26.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1
2181,6,28,11,39.3,1.95,0.77,0.21,0.55,13.2,0,0,0,4.9,4.9,0.18,+1.1,+1.1
2182,0,1,0,0,1.29,0,0,,15.7,0,0,0,0,0,0.02,0,0
2183,4,31,12,38.7,2.32,0.9,0.1,0.25,17.6,0,1,1,3.8,3,0.1,+0.2,0
2184,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2185,0,8,7,87.5,1.43,1.25,0,0,16.7,0,0,0,0.4,0.4,0.05,-0.4,-0.4
2186,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2187,4,57,11,19.3,3.08,0.59,0.05,0.27,19.5,1,1,1,4.3,3.5,0.06,-0.3,-0.5
2188,0,17,2,11.8,0.66,0.08,0,0,23.1,0,0,0,0.5,0.5,0.03,-0.5,-0.5
2189,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2190,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2191,0,26,7,26.9,1.02,0.28,0,0,17.2,0,0,0,2.1,2.1,0.08,-2.1,-2.1
2192,0,16,1,6.3,1.19,0.07,0,0,21.5,0,0,0,0.9,0.9,0.06,-0.9,-0.9
2193,0,5,1,20,0.37,0.07,0,0,18.7,0,0,0,0.3,0.3,0.07,-0.3,-0.3
2194,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2195,1,18,5,27.8,1.54,0.43,0.06,0.2,23.3,1,0,0,1,1,0.05,0,0
2196,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2197,0,2,1,50,0.32,0.16,0,0,24.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1
2198,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2199,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2200,1,14,2,14.3,1.2,0.17,0.07,0.5,16.9,1,0,0,2.5,2.5,0.18,-1.5,-1.5
2201,0,5,0,0,2.05,0,0,,18.4,1,0,0,0.2,0.2,0.05,-0.2,-0.2
2202,2,9,4,44.4,0.53,0.24,0.22,0.5,11.6,0,0,0,0.7,0.7,0.08,+1.3,+1.3
2203,0,2,1,50,2.43,1.22,0,0,16.2,0,0,0,0.1,0.1,0.05,-0.1,-0.1
2204,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2205,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2206,4,29,10,34.5,1.2,0.41,0.1,0.3,22.4,4,1,2,3.2,1.6,0.06,+0.8,+1.4
2207,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2208,0,2,0,0,0.74,0,0,,24.3,0,0,0,0,0,0.02,0,0
2209,3,5,3,60,0.38,0.23,0.6,1,6.8,0,0,0,0.8,0.8,0.15,+2.2,+2.2
2210,3,50,13,26,3.08,0.8,0.06,0.23,23,7,0,0,3,3,0.06,0,0
2211,0,7,3,42.9,0.7,0.3,0,0,13.7,0,0,0,0.2,0.2,0.03,-0.2,-0.2
2212,2,12,4,33.3,1.35,0.45,0.17,0.5,14.8,0,0,0,1.8,1.8,0.16,+0.2,+0.2
2213,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2214,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2215,6,34,11,32.4,1.24,0.4,0.18,0.55,18.3,0,0,0,4,4,0.12,+2.0,+2.0
2216,1,9,4,44.4,0.39,0.17,0.11,0.25,16.6,0,0,0,0.6,0.6,0.07,+0.4,+0.4
2217,0,2,1,50,0.53,0.26,0,0,7.3,0,0,0,0.5,0.5,0.23,-0.5,-0.5
2218,11,84,21,25,2.59,0.65,0.08,0.33,21.4,10,4,4,10.2,7,0.08,+0.8,0
2219,0,5,1,20,0.75,0.15,0,0,25.4,0,0,0,0.2,0.2,0.03,-0.2,-0.2
2220,8,30,12,40,1.53,0.61,0.27,0.67,13.7,0,0,0,5.2,5.2,0.17,+2.8,+2.8
2221,4,22,12,54.5,1.6,0.87,0.18,0.33,17.7,1,0,0,2.9,2.9,0.13,+1.1,+1.1
2222,1,44,17,38.6,1.78,0.69,0.02,0.06,22.3,7,0,0,2.6,2.6,0.06,-1.6,-1.6
2223,10,71,25,35.2,2.33,0.82,0.14,0.4,17.9,3,0,0,7.2,7.2,0.1,+2.8,+2.8
2224,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2225,3,25,8,32,0.82,0.26,0.12,0.38,19.8,5,0,0,1.7,1.7,0.07,+1.3,+1.3
2226,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2227,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2228,2,30,6,20,3.03,0.61,0.07,0.33,16.4,0,0,0,2.4,2.4,0.08,-0.4,-0.4
2229,0,8,4,50,0.41,0.2,0,0,20.8,0,0,0,0.3,0.3,0.04,-0.3,-0.3
2230,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2231,1,26,9,34.6,1.28,0.44,0.04,0.11,21.2,1,0,0,1.7,1.7,0.07,-0.7,-0.7
2232,2,21,9,42.9,0.99,0.42,0.1,0.22,15.2,0,0,0,3,3,0.14,-1,-1
2233,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2234,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2235,0,3,1,33.3,1.36,0.45,0,0,22.5,0,0,0,0.2,0.2,0.06,-0.2,-0.2
2236,0,1,0,0,0.56,0,0,,9.4,0,0,0,0.2,0.2,0.21,-0.2,-0.2
2237,0,4,0,0,0.33,0,0,,10.4,0,0,0,0.2,0.2,0.06,-0.2,-0.2
2238,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2239,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2240,0,1,0,0,2.81,0,0,,8.7,0,0,0,0.1,0.1,0.05,-0.1,-0.1
2241,9,51,22,43.1,1.83,0.79,0.18,0.41,15.8,8,0,0,11.5,11.5,0.23,-2.5,-2.5
2242,0,34,6,17.6,1.2,0.21,0,0,23.2,0,0,0,1.1,1.1,0.03,-1.1,-1.1
2243,2,11,6,54.5,2.26,1.23,0.18,0.33,16.1,1,0,0,1.7,1.7,0.16,+0.3,+0.3
2244,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2245,2,20,4,20,1.61,0.32,0.1,0.5,21.8,0,0,0,1,1,0.05,+1.0,+1.0
2246,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2247,0,12,2,16.7,0.76,0.13,0,0,18.4,2,0,0,0.9,0.9,0.07,-0.9,-0.9
2248,0,4,1,25,0.5,0.12,0,0,16.2,0,0,0,0.4,0.4,0.1,-0.4,-0.4
2249,1,8,1,12.5,0.47,0.06,0.13,1,27.6,0,0,0,0.2,0.2,0.03,+0.8,+0.8
2250,1,26,8,30.8,0.74,0.23,0.04,0.13,22.8,1,0,0,1.1,1.1,0.04,-0.1,-0.1
2251,1,9,1,11.1,0.62,0.07,0.11,1,8.1,0,0,0,1.2,1.2,0.13,-0.2,-0.2
2252,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2253,0,4,0,0,0.82,0,0,,12.8,0,0,0,0.3,0.3,0.07,-0.3,-0.3
2254,0,1,0,0,3.6,0,0,,24,0,0,0,0,0,0.02,0,0
2255,10,69,20,29,2.46,0.71,0.1,0.35,16.4,2,3,3,9.2,6.8,0.1,+0.8,+0.2
2256,5,44,17,38.6,2.32,0.9,0.11,0.29,20.1,3,0,0,3.2,3.2,0.07,+1.8,+1.8
2257,0,10,1,10,0.55,0.05,0,0,26.3,0,0,0,0.2,0.2,0.02,-0.2,-0.2
2258,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2259,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2260,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2261,0,0,0,,0,0,,,,0,0,1,0.8,0,,-0.8,0
2262,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2263,0,2,1,50,0.15,0.08,0,0,8.9,0,0,0,0.3,0.3,0.14,-0.3,-0.3
2264,1,44,16,36.4,1.27,0.46,0.02,0.06,18.3,0,0,0,3,3,0.07,-2,-2
2265,2,41,13,31.7,1.95,0.62,0.05,0.15,16.1,0,0,0,3.1,3.1,0.07,-1.1,-1.1
2266,1,18,5,27.8,0.9,0.25,0.06,0.2,29,1,0,0,0.5,0.5,0.03,+0.5,+0.5
2267,0,10,1,10,0.67,0.07,0,0,22.4,1,0,0,0.7,0.7,0.07,-0.7,-0.7
2268,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2269,1,8,1,12.5,0.36,0.04,0.13,1,8.4,0,0,0,1.3,1.3,0.16,-0.3,-0.3
2270,2,4,3,75,0.9,0.68,0.5,0.67,10.1,0,0,0,1.5,1.5,0.37,+0.5,+0.5
2271,1,6,4,66.7,0.32,0.21,0.17,0.25,21.7,0,0,0,0.4,0.4,0.06,+0.6,+0.6
2272,0,1,0,0,6.43,0,0,,8.2,0,0,0,0.4,0.4,0.43,-0.4,-0.4
2273,1,30,12,40,2.74,1.09,0.03,0.08,19.7,0,0,0,2.4,2.4,0.08,-1.4,-1.4
2274,3,18,8,44.4,0.64,0.28,0.17,0.38,16.9,0,0,0,1.4,1.4,0.08,+1.6,+1.6
2275,0,5,0,0,1.19,0,0,,22.6,0,0,0,0.2,0.2,0.04,-0.2,-0.2
2276,1,15,5,33.3,1.82,0.61,0.07,0.2,25.4,1,0,0,0.6,0.6,0.04,+0.4,+0.4
2277,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2278,1,11,3,27.3,0.39,0.11,0.09,0.33,11.4,0,0,0,1.3,1.3,0.12,-0.3,-0.3
2279,1,6,1,16.7,0.28,0.05,0.17,1,8.9,0,0,0,1.2,1.2,0.2,-0.2,-0.2
2280,1,6,2,33.3,0.71,0.24,0.17,0.5,18.8,0,0,0,0.8,0.8,0.14,+0.2,+0.2
2281,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2282,7,45,14,31.1,1.4,0.44,0.16,0.5,19.8,0,0,0,2.3,2.3,0.05,+4.7,+4.7
2283,6,46,17,37,1.83,0.68,0.11,0.29,18.9,0,1,1,4.2,3.5,0.08,+1.8,+1.5
2284,1,15,7,46.7,1.53,0.72,0.07,0.14,16,0,0,0,1.4,1.4,0.09,-0.4,-0.4
2285,1,23,7,30.4,2.44,0.74,0.04,0.14,19.9,0,0,0,3,3,0.13,-2,-2
2286,0,4,0,0,0.83,0,0,,26.9,0,0,0,0.1,0.1,0.02,-0.1,-0.1
2287,4,29,11,37.9,1.69,0.64,0.14,0.36,13,0,0,0,3.9,3.9,0.13,+0.1,+0.1
2288,0,26,8,30.8,2.48,0.76,0,0,25.7,9,0,0,1,1,0.04,-1,-1
2289,0,14,1,7.1,3.02,0.22,0,0,24.5,1,0,0,0.6,0.6,0.04,-0.6,-0.6
2290,3,42,10,23.8,1.33,0.32,0.07,0.3,19.8,3,0,0,3.2,3.2,0.08,-0.2,-0.2
2291,1,21,8,38.1,0.75,0.28,0.05,0.13,21.4,0,0,0,1,1,0.05,0,0
2292,2,41,11,26.8,2.67,0.72,0.05,0.18,15.1,0,0,0,4.8,4.8,0.12,-2.8,-2.8
2293,0,9,0,0,0.33,0,0,,26.3,3,0,0,0.3,0.3,0.04,-0.3,-0.3
2294,4,34,15,44.1,2.01,0.89,0.12,0.27,16.4,0,0,0,3.4,3.4,0.1,+0.6,+0.6
2295,1,5,2,40,0.36,0.15,0.2,0.5,17.4,0,0,0,0.4,0.4,0.08,+0.6,+0.6
2296,0,7,1,14.3,2.03,0.29,0,0,22.7,0,0,0,0.3,0.3,0.04,-0.3,-0.3
2297,0,14,4,28.6,0.73,0.21,0,0,23.4,0,0,0,0.4,0.4,0.03,-0.4,-0.4
2298,1,12,5,41.7,0.77,0.32,0.08,0.2,14.2,0,0,0,0.6,0.6,0.05,+0.4,+0.4
2299,2,5,2,40,0.3,0.12,0.4,1,6.5,0,0,0,1.5,1.5,0.3,+0.5,+0.5
2300,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2301,1,6,2,33.3,0.29,0.1,0.17,0.5,13.9,0,0,0,0.5,0.5,0.08,+0.5,+0.5
2302,0,2,1,50,1.01,0.51,0,0,12.5,0,0,0,0.7,0.7,0.34,-0.7,-0.7
2303,0,1,1,100,1.07,1.07,0,0,29.3,0,0,0,0,0,0.01,0,0
2304,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2305,2,24,4,16.7,0.75,0.12,0.08,0.5,22.4,0,0,0,1.4,1.4,0.06,+0.6,+0.6
2306,18,107,39,36.4,3.92,1.43,0.14,0.38,15.5,8,3,3,17.7,15.4,0.15,+0.3,-0.4
2307,0,1,0,0,2.9,0,0,,11.1,0,0,0,0.2,0.2,0.15,-0.2,-0.2
2308,1,21,6,28.6,2.39,0.68,0.05,0.17,12,0,0,0,1.8,1.8,0.09,-0.8,-0.8
2309,0,28,9,32.1,1.15,0.37,0,0,21.5,0,0,0,2.4,2.4,0.09,-2.4,-2.4
2310,3,23,5,21.7,0.81,0.18,0.13,0.6,19.7,0,0,0,2,2,0.09,+1.0,+1.0
2311,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2312,0,19,3,15.8,0.63,0.1,0,0,19.7,0,0,0,1.2,1.2,0.06,-1.2,-1.2
2313,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2314,0,4,1,25,0.52,0.13,0,0,20.6,0,0,0,0.2,0.2,0.06,-0.2,-0.2
2315,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2316,1,2,1,50,1.91,0.96,0.5,1,12.9,0,0,0,0.2,0.2,0.08,+0.8,+0.8
2317,1,12,5,41.7,0.61,0.25,0.08,0.2,23.8,0,0,0,1,1,0.08,0,0
2318,0,17,4,23.5,1.04,0.25,0,0,27.7,6,0,0,0.7,0.7,0.04,-0.7,-0.7
2319,0,3,2,66.7,1.21,0.81,0,0,16.1,0,0,0,0.3,0.3,0.08,-0.3,-0.3
2320,4,22,9,40.9,0.68,0.28,0.18,0.44,9.4,0,0,0,4,4,0.18,0,0
2321,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2322,0,1,0,0,0.6,0,0,,31.2,0,0,0,0,0,0.02,0,0
2323,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2324,3,48,13,27.1,1.42,0.39,0.06,0.23,19.9,0,0,0,2.3,2.3,0.05,+0.7,+0.7
2325,3,14,5,35.7,1.63,0.58,0.21,0.6,20.1,0,0,0,2.1,2.1,0.15,+0.9,+0.9
2326,0,2,0,0,0.2,0,0,,8.5,0,0,0,0.2,0.2,0.08,-0.2,-0.2
2327,0,3,0,0,0.4,0,0,,10.9,0,0,0,0.2,0.2,0.06,-0.2,-0.2
2328,0,32,10,31.3,0.96,0.3,0,0,20.3,5,0,0,1.6,1.6,0.05,-1.6,-1.6
2329,0,20,3,15,2.1,0.32,0,0,18.2,0,0,0,1,1,0.05,-1,-1
2330,0,4,1,25,1.27,0.32,0,0,27.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1
2331,7,40,13,32.5,1.51,0.49,0.18,0.54,23.7,0,0,0,1.6,1.6,0.04,+5.4,+5.4
2332,0,7,1,14.3,0.44,0.06,0,0,8.5,0,0,0,0.9,0.9,0.13,-0.9,-0.9
2333,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2334,0,12,2,16.7,1.4,0.23,0,0,21.2,0,0,0,0.7,0.7,0.06,-0.7,-0.7
2335,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2336,1,6,2,33.3,0.37,0.12,0.17,0.5,12.8,0,0,0,0.2,0.2,0.04,+0.8,+0.8
2337,8,52,21,40.4,2.91,1.17,0.15,0.38,13.9,0,0,0,7,7,0.13,+1.0,+1.0
2338,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2339,2,17,6,35.3,1.07,0.38,0.12,0.33,19.8,0,0,0,1.3,1.3,0.08,+0.7,+0.7
2340,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2341,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2342,0,5,1,20,0.79,0.16,0,0,16.1,0,0,0,0.6,0.6,0.12,-0.6,-0.6
2343,0,4,1,25,0.46,0.11,0,0,24.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1
2344,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2345,0,2,1,50,0.52,0.26,0,0,19.9,0,0,0,0.1,0.1,0.07,-0.1,-0.1
2346,3,16,9,56.3,1.61,0.91,0.19,0.33,23.6,3,0,0,1.4,1.4,0.09,+1.6,+1.6
2347,1,20,6,30,1.99,0.6,0.05,0.17,19.8,1,0,0,2.1,2.1,0.11,-1.1,-1.1
2348,0,2,0,0,3.67,0,0,,30.5,0,0,0,0,0,0.01,0,0
2349,0,1,0,0,0.13,0,0,,17.1,0,0,0,0.1,0.1,0.07,-0.1,-0.1
2350,1,39,12,30.8,1.88,0.58,0.03,0.08,20.7,0,0,0,2.9,2.9,0.07,-1.9,-1.9
2351,0,6,2,33.3,4.43,1.48,0,0,17.4,0,0,0,0.3,0.3,0.05,-0.3,-0.3
2352,5,26,10,38.5,3.58,1.38,0.19,0.5,14,0,0,0,4.3,4.3,0.17,+0.7,+0.7
2353,5,64,26,40.6,2.05,0.83,0.08,0.19,19.7,0,0,0,5.2,5.2,0.08,-0.2,-0.2
2354,2,18,6,33.3,0.6,0.2,0.11,0.33,12.3,1,0,0,2.7,2.7,0.16,-0.7,-0.7
2355,11,95,29,30.5,2.87,0.88,0.09,0.31,17.1,0,2,2,10.3,8.7,0.09,+0.7,+0.3
2356,0,1,0,0,0.03,0,0,,6.4,0,0,0,0,0,0.03,0,0
2357,0,6,0,0,3.46,0,0,,23,1,0,0,0.3,0.3,0.05,-0.3,-0.3
2358,1,4,2,50,0.41,0.2,0.25,0.5,30.5,0,0,0,0.1,0.1,0.03,+0.9,+0.9
2359,23,133,49,36.8,4.33,1.6,0.14,0.37,15.8,1,5,6,22.7,17.8,0.13,+0.3,+0.2
2360,0,16,4,25,3.36,0.84,0,0,15.2,1,0,0,1.5,1.5,0.09,-1.5,-1.5
2361,0,17,4,23.5,0.47,0.11,0,0,10,0,0,0,1.7,1.7,0.1,-1.7,-1.7
2362,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2363,0,24,9,37.5,0.73,0.27,0,0,12.2,0,0,0,2,2,0.08,-2,-2
2364,4,48,9,18.8,2.79,0.52,0.08,0.44,15.4,0,0,0,6,6,0.12,-2,-2
2365,0,10,1,10,0.34,0.03,0,0,16.1,0,0,0,0.9,0.9,0.09,-0.9,-0.9
2366,2,19,7,36.8,1.23,0.45,0.11,0.29,16.1,0,0,1,2.6,1.8,0.09,-0.6,+0.2
2367,2,17,6,35.3,3.12,1.1,0.12,0.33,24,1,0,0,1,1,0.06,+1.0,+1.0
2368,2,15,4,26.7,0.82,0.22,0.13,0.5,17.4,0,0,0,1.1,1.1,0.08,+0.9,+0.9
2369,3,47,17,36.2,2.46,0.89,0.06,0.18,16.4,0,0,1,6.5,5.8,0.12,-3.5,-2.8
2370,0,20,8,40,1.59,0.63,0,0,26.8,0,0,0,0.6,0.6,0.03,-0.6,-0.6
2371,1,20,6,30,1.17,0.35,0.05,0.17,23.4,2,0,0,1.6,1.6,0.08,-0.6,-0.6
2372,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2373,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2374,6,49,19,38.8,2.45,0.95,0.12,0.32,12.5,1,0,0,8.3,8.3,0.17,-2.3,-2.3
2375,6,30,14,46.7,1.9,0.89,0.2,0.43,15,0,0,0,3.4,3.4,0.11,+2.6,+2.6
2376,2,22,4,18.2,1.2,0.22,0.09,0.5,25,3,0,0,0.9,0.9,0.04,+1.1,+1.1
2377,5,33,13,39.4,3.37,1.33,0.15,0.38,16,1,0,0,4.3,4.3,0.13,+0.7,+0.7
2378,1,18,4,22.2,1,0.22,0.06,0.25,22,0,0,0,1.4,1.4,0.08,-0.4,-0.4
2379,2,13,3,23.1,0.72,0.17,0.15,0.67,9.6,0,0,0,2.1,2.1,0.16,-0.1,-0.1
2380,2,13,4,30.8,0.51,0.16,0.15,0.5,9.4,0,0,0,1.4,1.4,0.11,+0.6,+0.6
2381,0,0,0,,0,0,,,,,0,0,,,,,
2382,1,6,2,33.3,0.24,0.08,0.17,0.5,21,0,0,0,0.4,0.4,0.07,+0.6,+0.6
2383,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2384,3,26,9,34.6,1.23,0.43,0.12,0.33,14.1,0,0,0,3.6,3.6,0.14,-0.6,-0.6
2385,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2386,0,9,2,22.2,0.46,0.1,0,0,13,0,0,0,0.9,0.9,0.1,-0.9,-0.9
2387,7,89,32,36,4.05,1.46,0.08,0.22,20.8,8,0,0,11.4,11.4,0.13,-4.4,-4.4
2388,1,9,1,11.1,1.07,0.12,0.11,1,17.5,0,0,0,0.7,0.7,0.08,+0.3,+0.3
2389,0,1,1,100,22.5,22.5,0,0,15.5,0,0,0,0.1,0.1,0.1,-0.1,-0.1
2390,0,1,0,0,0.25,0,0,,33.2,0,0,0,0,0,0.02,0,0
2391,2,24,6,25,2.41,0.6,0.08,0.33,20.5,1,0,0,3.5,3.5,0.14,-1.5,-1.5
2392,2,34,7,20.6,1.22,0.25,0.06,0.29,18,0,0,0,1.9,1.9,0.05,+0.1,+0.1
2393,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2394,1,2,1,50,2.69,1.34,0.5,1,13.3,0,0,0,0.6,0.6,0.31,+0.4,+0.4
2395,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2396,0,8,2,25,0.43,0.11,0,0,13,0,0,0,0.5,0.5,0.06,-0.5,-0.5
2397,0,7,3,42.9,0.44,0.19,0,0,12.8,0,0,0,0.8,0.8,0.11,-0.8,-0.8
2398,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2399,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2400,3,37,14,37.8,2.59,0.98,0.08,0.21,20.1,0,0,0,2.2,2.2,0.06,+0.8,+0.8
2401,1,1,1,100,4.09,4.09,1,1,3.6,0,0,0,1,1,0.97,0,0
2402,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2403,2,24,2,8.3,1.37,0.11,0.08,1,17.1,0,0,0,2.5,2.5,0.1,-0.5,-0.5
2404,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2405,0,1,0,0,1.41,0,0,,17.9,0,0,0,0,0,0.04,0,0
2406,5,39,15,38.5,1.89,0.73,0.13,0.33,18.3,0,0,1,4.8,4,0.1,+0.2,+1.0
2407,0,1,0,0,0.16,0,0,,21.6,0,0,0,0,0,0.04,0,0
2408,0,2,0,0,0.7,0,0,,25.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1
2409,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2410,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2411,4,24,10,41.7,2.32,0.97,0.17,0.4,15.7,0,0,0,3.4,3.4,0.14,+0.6,+0.6
2412,8,77,34,44.2,2.87,1.27,0.06,0.15,25.1,22,3,4,7.1,3.9,0.05,+0.9,+1.1
2413,0,9,3,33.3,0.48,0.16,0,0,8.4,0,0,0,0.6,0.6,0.07,-0.6,-0.6
2414,0,15,5,33.3,0.55,0.18,0,0,8.8,0,0,0,1.9,1.9,0.13,-1.9,-1.9
