,Stan,Stan,Stan,Stan,Stan,Stan,Stan,Stan,Stan,Stan,Stan,Stan,Expe,Expe,Expe,Expe,Expe
Rk,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
2685,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2686,0,4,0,0,0.84,0,0,,21.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1
2687,0,6,2,33.3,1.07,0.36,0,0,13.3,0,0,0,1,1,0.16,-1,-1
2688,2,23,7,30.4,1.06,0.32,0.09,0.29,19.5,0,0,0,1.5,1.5,0.07,+0.5,+0.5
2689,4,28,12,42.9,1.73,0.74,0.14,0.33,13.2,0,0,0,4.9,4.9,0.18,-0.9,-0.9
2690,3,20,9,45,1.24,0.56,0.1,0.22,22.1,4,1,1,2.2,1.5,0.07,+0.8,+0.5
2691,1,23,5,21.7,1.94,0.42,0.04,0.2,19.7,0,0,0,3,3,0.13,-2,-2
2692,0,9,3,33.3,2.12,0.71,0,0,15.1,0,0,0,0.7,0.7,0.07,-0.7,-0.7
2693,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2694,0,8,1,12.5,3.27,0.41,0,0,18.5,0,0,0,0.3,0.3,0.04,-0.3,-0.3
2695,1,22,5,22.7,1.15,0.26,0.05,0.2,28.3,0,0,0,0.8,0.8,0.04,+0.2,+0.2
2696,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2697,3,31,9,29,0.97,0.28,0.1,0.33,17.2,0,0,0,1.5,1.5,0.05,+1.5,+1.5
2698,4,25,9,36,0.7,0.25,0.16,0.44,9.2,0,0,0,4,4,0.17,0,0
2699,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2700,1,11,3,27.3,0.89,0.24,0.09,0.33,23.7,1,0,0,0.5,0.5,0.04,+0.5,+0.5
2701,3,20,6,30,0.9,0.27,0,0,25.5,0,3,3,3.3,0.9,0.05,-0.3,-0.9
2702,0,1,0,0,8.18,0,0,,22,0,0,0,0,0,0.05,0,0
2703,6,41,18,43.9,1.69,0.74,0.15,0.33,17.7,0,0,0,5.7,5.7,0.14,+0.3,+0.3
2704,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2705,2,20,5,25,0.9,0.23,0.1,0.4,18.1,1,0,0,1.4,1.4,0.07,+0.6,+0.6
2706,2,32,13,40.6,2.16,0.88,0.06,0.15,18.6,1,0,0,3.7,3.7,0.12,-1.7,-1.7
2707,2,2,2,100,0.42,0.42,1,1,24.5,2,0,0,0.2,0.2,0.11,+1.8,+1.8
2708,0,2,0,0,0.18,0,0,,18.9,1,0,0,0.1,0.1,0.05,-0.1,-0.1
2709,0,2,0,0,0.13,0,0,,21.2,0,0,0,0.1,0.1,0.06,-0.1,-0.1
2710,8,73,26,35.6,2.34,0.83,0.1,0.27,18.7,5,1,1,6.7,5.9,0.08,+1.3,+1.1
2711,3,19,5,26.3,1.04,0.27,0.16,0.6,20.1,0,0,0,1.8,1.8,0.09,+1.2,+1.2
2712,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2713,0,8,2,25,0.82,0.21,0,0,16.9,0,0,0,0.6,0.6,0.08,-0.6,-0.6
2714,0,2,1,50,0.35,0.18,0,0,10.1,0,0,0,0.1,0.1,0.07,-0.1,-0.1
2715,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2716,0,3,0,0,0.81,0,0,,18.1,0,0,0,0.6,0.6,0.19,-0.6,-0.6
2717,0,7,2,28.6,3.04,0.87,0,0,23.2,0,0,0,0.4,0.4,0.06,-0.4,-0.4
2718,4,15,6,40,0.62,0.25,0.27,0.67,11.7,0,0,0,2.2,2.2,0.15,+1.8,+1.8
2719,0,6,2,33.3,1.61,0.54,0,0,18.5,0,0,0,0.4,0.4,0.07,-0.4,-0.4
2720,5,27,12,44.4,0.98,0.44,0.19,0.42,13.2,0,0,0,4.4,4.4,0.16,+0.6,+0.6
2721,1,5,2,40,0.45,0.18,0.2,0.5,18,0,0,0,0.5,0.5,0.1,+0.5,+0.5
2722,5,15,6,40,1.66,0.66,0.27,0.67,14.7,0,1,1,3.7,3,0.2,+1.3,+1.0
2723,1,4,1,25,0.89,0.22,0.25,1,17.1,0,0,0,0.3,0.3,0.08,+0.7,+0.7
2724,11,55,22,40,1.97,0.79,0.2,0.5,16.4,0,0,0,8.9,8.9,0.16,+2.1,+2.1
2725,0,3,1,33.3,7.71,2.57,0,0,13.9,0,0,0,0.3,0.3,0.1,-0.3,-0.3
2726,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2727,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2728,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2729,16,82,24,29.3,2.64,0.77,0.17,0.58,16.5,7,2,4,10.4,7.3,0.09,+5.6,+6.7
2730,10,57,19,33.3,2.33,0.78,0.16,0.47,19.2,1,1,1,6.4,5.6,0.1,+3.6,+3.4
2731,1,11,2,18.2,0.45,0.08,0.09,0.5,14.9,0,0,0,0.6,0.6,0.05,+0.4,+0.4
2732,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2733,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2734,0,4,1,25,0.41,0.1,0,0,28.3,0,0,0,0.1,0.1,0.02,-0.1,-0.1
2735,5,70,20,28.6,3.11,0.89,0.07,0.25,18,4,0,0,5.2,5.2,0.07,-0.2,-0.2
2736,1,11,2,18.2,1.16,0.21,0.09,0.5,20.7,0,0,0,1.1,1.1,0.1,-0.1,-0.1
2737,0,1,0,0,0.08,0,0,,29.9,0,0,0,0,0,0.02,0,0
2738,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2739,0,11,1,9.1,0.39,0.04,0,0,19.9,0,0,0,1.2,1.2,0.11,-1.2,-1.2
2740,0,1,0,0,1.76,0,0,,25.8,0,0,0,0,0,0.03,0,0
2741,0,2,0,0,0.49,0,0,,28.2,0,0,0,0,0,0.02,0,0
2742,0,10,1,10,0.28,0.03,0,0,28.4,0,0,0,0.3,0.3,0.03,-0.3,-0.3
2743,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2744,1,3,2,66.7,0.73,0.49,0.33,0.5,12.7,0,0,0,0.7,0.7,0.22,+0.3,+0.3
2745,0,3,1,33.3,2.76,0.92,0,0,20.6,0,0,0,0.2,0.2,0.05,-0.2,-0.2
2746,0,34,9,26.5,1.67,0.44,0,0,25.7,0,0,0,0.9,0.9,0.03,-0.9,-0.9
2747,3,35,14,40,1.03,0.41,0.09,0.21,13.3,1,0,0,2,2,0.06,+1.0,+1.0
2748,2,14,6,42.9,1.13,0.48,0.14,0.33,19.8,0,0,0,1.2,1.2,0.09,+0.8,+0.8
2749,0,6,2,33.3,0.55,0.18,0,0,18.6,0,0,0,0.2,0.2,0.03,-0.2,-0.2
2750,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2751,1,9,1,11.1,0.44,0.05,0.11,1,9.6,0,0,0,0.7,0.7,0.08,+0.3,+0.3
2752,15,54,25,46.3,2.69,1.25,0.28,0.6,12.4,0,0,0,10.8,10.8,0.2,+4.2,+4.2
2753,1,40,8,20,1.81,0.36,0.03,0.13,18.1,0,0,0,3.6,3.6,0.09,-2.6,-2.6
2754,0,12,2,16.7,0.91,0.15,0,0,25.1,0,0,0,0.4,0.4,0.04,-0.4,-0.4
2755,1,14,3,21.4,0.55,0.12,0.07,0.33,14.4,0,0,0,0.8,0.8,0.06,+0.2,+0.2
2756,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2757,0,14,2,14.3,0.63,0.09,0,0,23.5,2,0,0,0.6,0.6,0.04,-0.6,-0.6
2758,0,4,1,25,0.44,0.11,0,0,15.9,0,0,0,0.6,0.6,0.15,-0.6,-0.6
2759,0,3,1,33.3,0.2,0.07,0,0,9.4,0,0,0,0.4,0.4,0.14,-0.4,-0.4
2760,3,18,5,27.8,0.88,0.25,0.17,0.6,20.6,0,0,0,2.2,2.2,0.12,+0.8,+0.8
2761,1,7,2,28.6,1.67,0.48,0.14,0.5,10.4,0,0,0,1.4,1.4,0.19,-0.4,-0.4
2762,0,2,0,0,1.67,0,0,,28.6,0,0,0,0,0,0.02,0,0
2763,0,17,4,23.5,1.14,0.27,0,0,26.3,6,0,0,0.5,0.5,0.03,-0.5,-0.5
2764,1,12,2,16.7,0.38,0.06,0.08,0.5,18.1,0,0,0,0.7,0.7,0.06,+0.3,+0.3
2765,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2766,0,20,2,10,0.76,0.08,0,0,21,0,0,0,0.9,0.9,0.05,-0.9,-0.9
2767,0,7,1,14.3,0.4,0.06,0,0,23.1,0,0,0,0.2,0.2,0.03,-0.2,-0.2
2768,8,51,21,41.2,2.35,0.97,0.14,0.33,22.8,9,1,2,5.4,3.9,0.08,+2.6,+3.1
2769,1,2,1,50,3.91,1.96,0.5,1,22.3,0,0,0,0.2,0.2,0.11,+0.8,+0.8
2770,5,35,14,40,3.8,1.52,0.11,0.29,23.1,9,1,1,3.4,2.6,0.07,+1.6,+1.4
2771,0,3,0,0,0.19,0,0,,17.6,1,0,0,0.1,0.1,0.02,-0.1,-0.1
2772,4,27,8,29.6,1.05,0.31,0.11,0.38,22,3,1,2,4.6,3.1,0.11,-0.6,-0.1
2773,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2774,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2775,2,7,2,28.6,0.33,0.09,0.29,1,16.4,0,0,0,0.6,0.6,0.09,+1.4,+1.4
2776,0,11,1,9.1,2.36,0.21,0,0,22.5,0,0,0,0.8,0.8,0.08,-0.8,-0.8
2777,0,9,4,44.4,2.61,1.16,0,0,22.2,0,0,0,0.6,0.6,0.07,-0.6,-0.6
2778,0,1,0,0,0.15,0,0,,24,0,0,0,0,0,0.03,0,0
2779,2,14,4,28.6,0.93,0.27,0.14,0.5,17.9,0,0,0,1,1,0.07,+1.0,+1.0
2780,0,1,0,0,0.16,0,0,,4,0,0,0,0.1,0.1,0.12,-0.1,-0.1
2781,0,18,4,22.2,0.67,0.15,0,0,13.4,0,0,0,0.6,0.6,0.03,-0.6,-0.6
2782,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2783,2,6,3,50,0.28,0.14,0.33,0.67,18.4,0,0,0,0.7,0.7,0.11,+1.3,+1.3
2784,1,18,8,44.4,2.19,0.97,0.06,0.13,17.2,0,0,0,2,2,0.11,-1,-1
2785,0,21,1,4.8,0.65,0.03,0,0,19.3,0,0,0,1.2,1.2,0.06,-1.2,-1.2
2786,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2787,0,1,0,0,0.18,0,0,,,,0,0,,,,,
2788,0,2,1,50,0.08,0.04,0,0,5.7,0,0,0,0.4,0.4,0.19,-0.4,-0.4
2789,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2790,0,5,1,20,0.76,0.15,0,0,22.7,0,0,0,0.3,0.3,0.05,-0.3,-0.3
2791,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2792,1,15,3,20,1.45,0.29,0.07,0.33,21.1,0,0,0,0.8,0.8,0.05,+0.2,+0.2
2793,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2794,2,19,6,31.6,3.12,0.99,0.11,0.33,12.3,0,0,0,2.4,2.4,0.13,-0.4,-0.4
2795,0,2,2,100,0.6,0.6,0,0,20.4,0,0,0,0.4,0.4,0.2,-0.4,-0.4
2796,0,12,3,25,0.69,0.17,0,0,17.9,0,0,0,0.6,0.6,0.05,-0.6,-0.6
2797,0,1,0,0,0.88,0,0,,29.2,0,0,0,0,0,0.03,0,0
2798,0,4,0,0,0.24,0,0,,14.2,0,0,0,0.4,0.4,0.1,-0.4,-0.4
2799,0,1,0,0,0.41,0,0,,26,0,0,0,0,0,0.01,0,0
2800,2,17,8,47.1,0.77,0.36,0.12,0.25,12.6,0,0,0,1.3,1.3,0.07,+0.7,+0.7
2801,17,69,27,39.1,3.34,1.31,0.17,0.44,17.2,5,5,6,12.9,8.2,0.12,+4.1,+3.8
2802,7,44,19,43.2,3.68,1.59,0.16,0.37,14.3,1,0,0,5.2,5.2,0.12,+1.8,+1.8
2803,1,7,3,42.9,1.13,0.48,0.14,0.33,18.5,0,0,0,1.3,1.3,0.19,-0.3,-0.3
2804,2,33,15,45.5,3.37,1.53,0.06,0.13,13.9,2,0,0,2.4,2.4,0.07,-0.4,-0.4
2805,0,3,0,0,0.11,0,0,,30.6,0,0,0,0,0,0.01,0,0
2806,0,18,6,33.3,0.82,0.27,0,0,18.9,0,0,0,1.2,1.2,0.07,-1.2,-1.2
2807,9,50,23,46,1.85,0.85,0.16,0.35,13.5,2,1,1,7.4,6.6,0.13,+1.6,+1.4
2808,1,1,1,100,2.37,2.37,1,1,16.2,0,0,0,0.1,0.1,0.1,+0.9,+0.9
2809,2,25,8,32,1.97,0.63,0.08,0.25,21.6,4,0,0,2.6,2.6,0.1,-0.6,-0.6
2810,0,20,3,15,0.75,0.11,0,0,10.5,0,0,0,2.6,2.6,0.13,-2.6,-2.6
2811,1,4,1,25,0.39,0.1,0.25,1,13.4,0,0,0,1.3,1.3,0.32,-0.3,-0.3
2812,0,1,0,0,0.76,0,0,,32.1,0,0,0,0,0,0.01,0,0
2813,2,19,7,36.8,2.52,0.93,0.11,0.29,15.1,0,0,0,2.9,2.9,0.15,-0.9,-0.9
2814,1,47,11,23.4,1.42,0.33,0.02,0.09,25.7,0,0,0,1.5,1.5,0.03,-0.5,-0.5
2815,0,6,0,0,1.42,0,0,,16.4,0,0,0,0.6,0.6,0.1,-0.6,-0.6
2816,1,17,3,17.6,2.13,0.38,0.06,0.33,17.7,0,0,0,1.8,1.8,0.11,-0.8,-0.8
2817,0,8,2,25,0.41,0.1,0,0,23.7,1,0,0,0.3,0.3,0.03,-0.3,-0.3
2818,1,26,7,26.9,0.89,0.24,0.04,0.14,18.6,0,0,0,1.1,1.1,0.04,-0.1,-0.1
2819,0,1,0,0,0.3,0,0,,4.2,0,0,0,0.4,0.4,0.45,-0.4,-0.4
2820,0,5,1,20,0.25,0.05,0,0,14.1,0,0,0,0.3,0.3,0.07,-0.3,-0.3
2821,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2822,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2823,0,10,1,10,0.36,0.04,0,0,20.4,0,0,0,0.3,0.3,0.03,-0.3,-0.3
2824,10,51,20,39.2,1.43,0.56,0.12,0.3,27.9,23,4,4,5.4,2.2,0.04,+4.6,+3.8
2825,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2826,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2827,1,28,8,28.6,1.59,0.46,0.04,0.13,24.5,1,0,0,1.8,1.8,0.07,-0.8,-0.8
2828,11,76,31,40.8,2.32,0.95,0.13,0.32,13.6,0,1,1,11.6,11,0.14,-0.6,-1
2829,3,34,9,26.5,1.89,0.5,0.09,0.33,18.2,0,0,0,3.7,3.7,0.12,-0.7,-0.7
2830,2,8,2,25,0.5,0.13,0.25,1,11.2,0,0,0,0.9,0.9,0.13,+1.1,+1.1
2831,2,30,7,23.3,1.86,0.43,0.07,0.29,14,0,0,0,4.8,4.8,0.16,-2.8,-2.8
2832,6,36,19,52.8,2.09,1.1,0.14,0.26,11.9,1,1,2,7.9,6.3,0.18,-1.9,-1.3
2833,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2834,6,43,21,48.8,2.62,1.28,0.14,0.29,12.8,0,0,0,6.6,6.6,0.16,-0.6,-0.6
2835,4,45,16,35.6,3.16,1.12,0.09,0.25,13.3,0,0,0,6.8,6.8,0.15,-2.8,-2.8
2836,0,14,1,7.1,0.55,0.04,0,0,21,0,0,0,0.6,0.6,0.04,-0.6,-0.6
2837,0,12,3,25,0.37,0.09,0,0,15.2,0,0,0,1,1,0.09,-1,-1
2838,4,22,8,36.4,0.68,0.25,0.18,0.5,16.2,0,0,0,2.4,2.4,0.11,+1.6,+1.6
2839,1,22,2,9.1,1.2,0.11,0.05,0.5,15.3,0,0,0,2,2,0.09,-1,-1
2840,1,11,3,27.3,0.62,0.17,0.09,0.33,19.5,1,0,0,0.6,0.6,0.06,+0.4,+0.4
2841,0,4,1,25,0.17,0.04,0,0,21.2,0,0,0,0.2,0.2,0.06,-0.2,-0.2
2842,8,94,35,37.2,3.05,1.13,0.07,0.2,14,0,1,1,14.1,13.3,0.14,-6.1,-6.3
2843,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2844,0,33,10,30.3,2.22,0.67,0,0,15.5,0,0,0,2.6,2.6,0.08,-2.6,-2.6
2845,2,35,11,31.4,1.55,0.49,0.06,0.18,17.2,0,0,0,3.2,3.2,0.09,-1.2,-1.2
2846,8,33,12,36.4,2.14,0.78,0.18,0.5,14.2,0,2,2,6.2,4.6,0.14,+1.8,+1.4
2847,3,56,15,26.8,2.46,0.66,0.05,0.2,20.2,3,0,0,3.7,3.7,0.07,-0.7,-0.7
2848,5,36,16,44.4,2.75,1.22,0.14,0.31,14.5,0,0,0,4.5,4.5,0.13,+0.5,+0.5
2849,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2850,0,3,1,33.3,0.3,0.1,0,0,26.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1
2851,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2852,7,36,13,36.1,1.75,0.63,0.19,0.54,17.5,1,0,0,5.4,5.4,0.15,+1.6,+1.6
2853,7,32,13,40.6,2.24,0.91,0.22,0.54,16.4,0,0,0,3.1,3.1,0.1,+3.9,+3.9
2854,2,8,2,25,0.37,0.09,0.25,1,20.8,0,0,0,0.8,0.8,0.1,+1.2,+1.2
2855,0,6,2,33.3,1.76,0.59,0,0,19.6,1,0,0,0.2,0.2,0.04,-0.2,-0.2
2856,3,20,10,50,1.36,0.68,0.15,0.3,15.8,0,0,0,2,2,0.1,+1.0,+1.0
2857,0,1,0,0,5.63,0,0,,17.6,0,0,0,0,0,0.03,0,0
2858,5,51,19,37.3,2.58,0.96,0.1,0.26,16.3,0,0,0,5.3,5.3,0.11,-0.3,-0.3
2859,3,30,11,36.7,1.98,0.72,0.1,0.27,12.7,0,0,0,4.2,4.2,0.14,-1.2,-1.2
2860,2,20,6,30,1.36,0.41,0.05,0.17,12,0,1,1,3.1,2.3,0.12,-1.1,-1.3
2861,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2862,0,8,2,25,0.69,0.17,0,0,18.6,0,0,0,1,1,0.13,-1,-1
2863,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2864,3,22,5,22.7,1.22,0.28,0.14,0.6,24,2,0,0,1.5,1.5,0.07,+1.5,+1.5
2865,1,27,5,18.5,1.04,0.19,0.04,0.2,23.4,1,0,0,1.4,1.4,0.05,-0.4,-0.4
2866,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2867,1,11,5,45.5,3.13,1.42,0.09,0.2,15.2,0,0,0,0.8,0.8,0.07,+0.2,+0.2
2868,1,10,6,60,1.77,1.06,0.1,0.17,22.1,0,0,0,0.6,0.6,0.06,+0.4,+0.4
2869,0,16,4,25,1.69,0.42,0,0,18.2,0,0,0,1.1,1.1,0.07,-1.1,-1.1
2870,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2871,4,68,25,36.8,2.77,1.02,0.03,0.08,17,5,2,2,9.6,8,0.12,-5.6,-6
2872,0,4,1,25,0.77,0.19,0,0,14,0,0,0,0.3,0.3,0.06,-0.3,-0.3
2873,0,2,0,0,1.29,0,0,,10.8,0,0,0,0.1,0.1,0.04,-0.1,-0.1
2874,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2875,2,9,4,44.4,0.44,0.2,0.22,0.5,8.7,0,0,0,1,1,0.11,+1.0,+1.0
2876,0,10,3,30,0.72,0.22,0,0,21.2,1,0,0,0.4,0.4,0.04,-0.4,-0.4
2877,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2878,1,20,6,30,1.16,0.35,0.05,0.17,27.5,0,0,0,0.8,0.8,0.04,+0.2,+0.2
2879,2,3,2,66.7,1.5,1,0.33,0.5,16.6,0,1,1,1.1,0.3,0.11,+0.9,+0.7
2880,4,33,10,30.3,1.58,0.48,0.12,0.4,15.3,0,0,0,3.2,3.2,0.1,+0.8,+0.8
2881,0,4,1,25,0.38,0.09,0,0,9.8,0,0,0,0.3,0.3,0.06,-0.3,-0.3
2882,14,62,26,41.9,2.02,0.85,0.15,0.35,18.8,0,5,7,9.5,3.9,0.06,+4.5,+5.1
2883,1,9,4,44.4,1.36,0.6,0.11,0.25,17.8,0,0,0,1.5,1.5,0.16,-0.5,-0.5
2884,2,18,4,22.2,1.16,0.26,0.11,0.5,24.8,0,0,0,0.9,0.9,0.05,+1.1,+1.1
2885,0,6,3,50,0.46,0.23,0,0,26.8,0,0,0,0.1,0.1,0.01,-0.1,-0.1
2886,0,9,4,44.4,1.02,0.45,0,0,23.5,0,0,0,0.4,0.4,0.05,-0.4,-0.4
2887,0,20,3,15,0.93,0.14,0,0,21.1,0,0,0,1.1,1.1,0.06,-1.1,-1.1
2888,2,70,20,28.6,3.2,0.91,0.03,0.1,18.5,0,0,0,5.6,5.6,0.08,-3.6,-3.6
2889,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2890,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2891,10,78,31,39.7,4.08,1.62,0.09,0.23,13.3,0,3,3,13.5,11.2,0.14,-3.5,-4.2
2892,0,6,2,33.3,0.47,0.16,0,0,18.6,0,0,0,0.6,0.6,0.1,-0.6,-0.6
2893,1,37,5,13.5,1.42,0.19,0.03,0.2,18.2,0,0,0,2.1,2.1,0.06,-1.1,-1.1
2894,1,17,3,17.6,1.31,0.23,0,0,25.5,0,1,1,1.3,0.5,0.03,-0.3,-0.5
2895,0,8,3,37.5,5.58,2.09,0,0,12.2,0,0,0,1,1,0.13,-1,-1
2896,0,31,6,19.4,0.84,0.16,0,0,21.7,0,0,0,1.6,1.6,0.05,-1.6,-1.6
2897,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2898,0,3,0,0,0.42,0,0,,12.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1
2899,2,11,3,27.3,2.42,0.66,0.18,0.67,16.8,0,0,0,1.3,1.3,0.12,+0.7,+0.7
2900,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2901,2,30,8,26.7,2.66,0.71,0.07,0.25,16.8,0,0,0,2.9,2.9,0.1,-0.9,-0.9
2902,0,1,0,0,1.08,0,0,,22.5,0,0,0,0,0,0.02,0,0
2903,2,15,7,46.7,2.81,1.31,0.13,0.29,20.3,0,0,0,0.5,0.5,0.04,+1.5,+1.5
2904,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2905,6,43,15,34.9,1.86,0.65,0.14,0.4,20,1,0,0,3.4,3.4,0.08,+2.6,+2.6
2906,0,6,3,50,0.41,0.21,0,0,11.7,0,0,0,0.7,0.7,0.11,-0.7,-0.7
2907,0,2,1,50,1.15,0.57,0,0,21.6,0,0,0,0,0,0.02,0,0
2908,0,12,4,33.3,1.03,0.34,0,0,22.4,0,0,0,0.5,0.5,0.04,-0.5,-0.5
2909,4,52,19,36.5,3.55,1.3,0.08,0.21,21.2,3,0,0,3.4,3.4,0.07,+0.6,+0.6
2910,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2911,3,11,7,63.6,1.66,1.06,0.27,0.43,11.6,0,0,0,1.8,1.8,0.16,+1.2,+1.2
2912,1,16,4,25,1.02,0.26,0.06,0.25,23.5,0,0,0,0.5,0.5,0.03,+0.5,+0.5
2913,0,1,1,100,1.17,1.17,0,0,12.4,0,0,0,0.1,0.1,0.06,-0.1,-0.1
2914,1,6,2,33.3,0.26,0.09,0.17,0.5,6.1,0,0,0,1.1,1.1,0.19,-0.1,-0.1
2915,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2916,0,9,2,22.2,0.49,0.11,0,0,17.7,0,0,0,0.6,0.6,0.07,-0.6,-0.6
2917,2,20,9,45,0.69,0.31,0.1,0.22,13.2,0,0,0,2.2,2.2,0.11,-0.2,-0.2
2918,6,47,17,36.2,1.83,0.66,0.13,0.35,19.2,0,0,0,3.7,3.7,0.08,+2.3,+2.3
2919,7,53,21,39.6,1.71,0.68,0.13,0.33,21,12,0,0,4.8,4.8,0.09,+2.2,+2.2
2920,5,49,15,30.6,2.04,0.62,0.08,0.27,11.1,0,1,1,5.3,4.5,0.09,-0.3,-0.5
2921,2,17,6,35.3,2.28,0.8,0.12,0.33,17.8,0,0,0,2,2,0.12,0,0
